Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jo Adell,19,57,261,238,46,69,19,3,12,42,9,2,15,63,.290,.345,.546,.891,130,5,6,0,2,0,1
Roberto Baldoquín,24,31,131,116,10,34,2,6,1,13,3,2,10,28,.293,.357,.440,.796,51,2,2,2,1,0,0
Bernabe Camargo,22,24,90,76,8,22,0,2,0,5,1,1,10,23,.289,.378,.342,.720,26,2,2,0,2,0,0
Richie Fecteau*,24,85,324,299,37,73,13,8,4,37,2,2,20,97,.244,.295,.381,.676,114,2,2,2,1,0,0
Michael Fuchs,22,1,3,2,1,0,0,0,0,0,0,0,0,1,.000,.333,.000,.333,0,0,1,0,0,0,0
Zane Gurwitz,23,29,118,110,8,25,8,2,2,12,1,1,7,28,.227,.280,.391,.671,43,4,1,0,0,0,0
Torii Hunter Jr.,23,13,60,55,4,18,1,1,0,1,5,0,2,18,.327,.373,.382,.755,21,1,2,1,0,0,0
DJ Jenkins,24,78,286,260,33,57,6,2,1,21,7,5,22,63,.219,.284,.269,.553,70,1,2,1,1,0,0
Jahmai Jones,20,75,346,298,47,70,10,5,8,35,13,3,43,63,.235,.338,.383,.721,114,10,4,0,1,0,1
Connor Justus,23,47,210,176,30,51,8,1,6,29,6,5,24,37,.290,.390,.449,.839,79,4,7,0,3,0,0
Jack Kruger,23,56,251,221,25,65,12,0,3,16,11,3,27,46,.294,.378,.389,.768,86,9,3,0,0,1,1
Julian Leon,22,65,255,201,30,44,8,0,11,41,0,1,40,70,.219,.365,.423,.788,85,6,9,0,5,0,0
David MacKinnon,23,91,377,305,51,87,22,0,5,47,0,0,60,73,.285,.408,.407,.815,124,12,7,0,5,0,0
Brandon Marsh*,20,93,425,371,59,95,15,6,7,46,10,4,52,118,.256,.348,.385,.734,143,3,1,0,1,1,1
Jefry Marte,27,4,16,14,1,2,0,0,0,1,0,0,2,6,.143,.250,.143,.393,2,1,0,0,0,0,1
Franklin Navarro#,23,39,144,139,13,33,8,0,2,17,0,0,3,50,.237,.250,.338,.588,47,1,0,0,2,0,0
Luis Rengifo#,21,41,190,161,36,52,11,3,2,16,22,8,27,22,.323,.426,.466,.892,75,2,2,0,0,0,1
Rene Rivera,34,6,25,21,4,6,0,0,2,3,0,0,3,5,.286,.400,.571,.971,12,0,1,0,0,0,1
Rayneldy Rosario*,20,7,25,23,1,3,0,1,0,1,1,0,1,10,.130,.200,.217,.417,5,0,1,0,0,0,0
Brandon Sandoval,23,33,140,125,19,44,5,2,0,15,9,5,11,20,.352,.403,.424,.827,53,4,1,1,2,0,0
Brendon Sanger*,24,13,57,47,12,15,3,1,2,4,0,0,9,13,.319,.439,.553,.992,26,0,1,0,0,0,0
Mario Sanjur,22,5,11,9,1,2,0,0,0,2,0,0,2,3,.222,.364,.222,.586,2,0,0,0,0,0,0
Cole Taylor,22,14,52,46,4,7,2,0,0,2,0,0,4,22,.152,.235,.196,.431,9,0,1,1,0,0,0
Jonah Todd*,22,113,478,417,35,85,13,7,0,36,4,3,58,130,.204,.299,.269,.568,112,6,0,0,3,0,0
Franklin Torres,21,12,56,51,8,11,1,1,3,8,0,0,4,12,.216,.268,.451,.719,23,2,0,0,1,0,0
Alberto Triunfel,24,68,259,232,26,50,18,0,2,28,4,1,20,63,.216,.282,.319,.601,74,4,2,4,1,0,0
Ryan Vega,21,1,4,4,0,3,0,0,0,1,0,0,0,1,.750,.750,.750,1.500,3,0,0,0,0,0,0
Jared Walsh*,24,40,178,149,28,41,8,1,13,36,0,1,24,50,.275,.365,.604,.969,90,3,0,0,5,2,1
Kevin Williams,22,27,107,96,11,18,3,1,2,9,1,2,9,41,.188,.271,.302,.573,29,2,2,0,0,0,0
Jake Yacinich*,25,7,30,27,1,4,0,0,0,1,2,0,3,11,.148,.233,.148,.381,4,2,0,0,0,0,0
Jordan Zimmerman,23,111,478,446,53,103,27,5,11,60,3,1,22,123,.231,.268,.388,.656,173,10,3,1,6,0,0
