Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Harry Berrios,29,37,159,149,20,39,10,0,7,23,4,1,10,33,.262,.308,.470,.778,70,2,0,0,0,1,,0
Hank Blalock*,20,68,315,272,50,89,18,4,11,61,3,3,39,38,.327,.413,.544,.957,148,5,2,0,2,1,,1
Brett Cadiente*,24,67,283,262,32,73,16,5,3,24,8,5,15,66,.279,.318,.412,.730,108,3,1,3,2,1,,0
Jason Camilli,25,55,215,174,21,42,8,1,3,24,4,1,32,36,.241,.370,.351,.720,61,5,4,4,1,1,,0
Chad Curtis,32,6,29,22,3,4,0,0,1,2,1,0,5,6,.182,.379,.318,.697,7,0,2,0,0,0,,1
Javier Flores,25,32,128,116,8,28,4,1,0,11,2,2,9,10,.241,.305,.293,.598,34,6,2,0,1,0,,0
Osmani García,26,71,277,260,29,67,14,4,6,35,0,2,10,27,.258,.284,.412,.695,107,4,1,2,4,1,,0
Rusty Greer*,32,1,4,3,1,0,0,0,0,0,0,0,1,1,.000,.250,.000,.250,0,0,0,0,0,0,,1
Travis Hafner*,24,88,389,323,59,91,25,0,20,74,3,1,59,82,.282,.396,.545,.941,176,10,4,0,3,5,,1
Matt Halloran,23,27,79,70,7,15,5,0,1,4,1,0,4,15,.214,.276,.329,.605,23,3,2,3,0,0,,0
Jason Jones#,24,30,111,107,8,23,6,0,2,8,0,0,3,17,.215,.243,.327,.570,35,4,1,0,0,1,,1
Jeremy Jones,23,93,355,311,34,72,13,0,4,29,1,3,30,61,.232,.305,.312,.617,97,9,4,8,2,1,,0
Gabe Kapler,25,5,21,15,2,5,1,0,0,0,0,1,6,1,.333,.524,.400,.924,6,0,0,0,0,0,,1
Dave Meliah*,24,90,334,307,40,89,17,4,12,47,4,4,24,47,.290,.342,.489,.831,150,4,1,1,1,2,,0
Kevin Mench,23,120,521,475,78,126,34,2,26,83,4,6,34,76,.265,.319,.509,.828,242,7,6,0,6,0,,1
Brian Oliver,24,12,50,40,5,9,1,1,0,5,0,0,6,8,.225,.327,.300,.627,12,0,1,1,2,0,,0
J.J. Pearsall*,27,43,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Juan Piniella,23,110,430,373,51,97,24,2,3,34,13,3,38,98,.260,.333,.359,.693,134,0,5,10,4,1,,0
Jason Romano,22,46,207,186,19,45,9,1,1,19,8,3,16,31,.242,.304,.317,.621,59,8,1,3,1,0,,1
Doug Silva,21,14,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Matt Snyder,26,5,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Danny Solano,25,120,497,423,58,104,16,5,6,45,3,4,46,77,.246,.326,.350,.676,148,6,6,18,4,0,,0
Luis Taveras,25,55,205,180,31,37,4,2,5,22,5,0,18,35,.206,.279,.333,.612,60,5,1,4,2,0,,0
Randy Velarde,38,6,24,21,5,8,2,0,0,5,0,0,1,5,.381,.375,.476,.851,10,0,0,0,2,0,,1
Brandon Warriax,22,23,82,74,4,10,5,0,0,3,0,0,3,31,.135,.169,.203,.372,15,0,0,5,0,0,,0
Corey Wright*,21,117,496,418,62,106,19,3,0,26,23,15,58,103,.254,.360,.313,.673,131,4,12,7,1,2,,0
Mike Zywica,26,47,175,163,23,39,9,0,5,22,0,1,6,60,.239,.286,.387,.672,63,0,5,0,1,0,,0
27 Players,23.8,139,5389,4747,650,1218,260,35,116,606,87,55,473,965,.257,.329,.399,.729,1896,85,61,69,39,17,,0
