Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Logan Allen*,20,2,5,.286,3.97,11,10,0,0,0,0,56.2,60,29,25,2,18,0,57,0,0,2,242,1.376,9.5,0.3,2.9,9.1,3.17,,1
Pedro Avila,20,1,4,.200,4.98,10,9,0,0,0,0,43.1,50,31,24,2,18,0,53,2,2,12,197,1.569,10.4,0.4,3.7,11.0,2.94,,1
Tyler Barnette,25,0,1,.000,6.08,9,0,2,0,0,0,13.1,21,9,9,0,8,0,9,1,1,6,65,2.175,14.2,0.0,5.4,6.1,1.13,,0
David Bednar,22,0,3,.000,3.58,21,0,8,0,0,2,27.2,27,12,11,1,9,0,31,4,0,0,119,1.301,8.8,0.3,2.9,10.1,3.44,,1
Colby Blueberg,24,7,2,.778,2.85,45,0,32,0,0,10,60.0,50,21,19,3,25,0,74,0,1,7,251,1.250,7.5,0.5,3.8,11.1,2.96,,0
Caleb Boushley,23,0,0,,4.15,1,0,0,0,0,0,4.1,6,2,2,0,1,0,3,0,0,0,20,1.615,12.5,0.0,2.1,6.2,3.00,,0
Trevor Cahill,29,0,1,.000,6.75,1,1,0,0,0,0,2.2,3,4,2,0,1,0,3,0,0,2,14,1.500,10.1,0.0,3.4,10.1,3.00,,1
Carter Capps,26,0,0,,0.00,2,1,0,0,0,0,2.0,0,0,0,0,2,0,2,0,0,0,7,1.000,0.0,0.0,9.0,9.0,1.00,,1
Jose Castillo*,21,3,2,.600,2.87,39,0,10,0,0,1,47.0,38,19,15,0,22,0,49,3,0,3,203,1.277,7.3,0.0,4.2,9.4,2.23,,1
Jarred Cosart,27,1,0,1.000,4.50,1,0,0,0,0,0,2.0,3,1,1,0,2,0,1,0,0,0,10,2.500,13.5,0.0,9.0,4.5,0.50,,1
Jean Cosme,21,0,3,.000,7.43,6,6,0,0,0,0,23.0,35,19,19,1,12,0,17,3,1,1,115,2.043,13.7,0.4,4.7,6.7,1.42,,0
Alex Cunningham,23,0,0,,18.00,1,1,0,0,0,0,2.0,7,4,4,0,1,0,4,0,0,0,14,4.000,31.5,0.0,4.5,18.0,4.00,,0
Adrian De Horta,22,3,1,.750,4.89,8,7,0,0,0,0,35.0,35,26,19,4,11,0,42,1,1,5,154,1.314,9.0,1.0,2.8,10.8,3.82,,0
Miguel Diaz,22,0,0,,3.68,2,2,0,0,0,0,7.1,8,3,3,0,3,0,5,0,0,0,31,1.500,9.8,0.0,3.7,6.1,1.67,,1
Thomas Dorminy*,25,2,3,.400,4.13,29,4,2,0,0,0,61.0,76,35,28,3,20,0,58,2,1,4,271,1.574,11.2,0.4,3.0,8.6,2.90,,0
Jake Esch,27,1,4,.200,5.74,7,7,0,1,0,0,42.1,56,32,27,5,8,0,31,2,0,4,189,1.512,11.9,1.1,1.7,6.6,3.88,,1
Trevor Frank,26,4,4,.500,4.23,43,0,29,0,0,7,55.1,55,27,26,7,9,0,66,2,0,2,229,1.157,8.9,1.1,1.5,10.7,7.33,,0
Christian Friedrich*,29,0,0,,3.52,2,2,0,0,0,0,7.2,5,3,3,1,2,0,7,0,0,1,28,0.913,5.9,1.2,2.3,8.2,3.50,,1
