Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Brad Baker,26,0,2,.000,7.56,12,0,7,0,0,0,16.2,23,15,14,3,6,1,20,1,0,1,81,1.740,12.4,1.6,3.2,10.8,3.33,0,2007,AAA,MIN
Scott Baker,25,3,2,.600,3.16,7,6,1,0,0,1,42.2,34,16,15,3,4,0,41,1,0,1,162,0.891,7.2,0.6,0.8,8.6,10.25,1,2007,AAA,MIN
Ricky Barrett*,26,2,1,.667,4.11,22,1,6,0,0,1,30.2,30,14,14,3,14,1,34,0,0,0,134,1.435,8.8,0.9,4.1,10.0,2.43,0,2007,AAA,MIN
Brian Bass,25,7,3,.700,3.48,37,10,12,1,1,1,103.1,96,45,40,8,24,2,80,5,0,5,424,1.161,8.4,0.7,2.1,7.0,3.33,1,2007,AAA,MIN
Nick Blackburn,25,7,3,.700,2.11,17,17,0,3,2,0,110.2,96,32,26,7,12,0,57,2,0,3,433,0.976,7.8,0.6,1.0,4.6,4.75,1,2007,AAA,MIN
Carmen Cali*,28,5,1,.833,2.45,31,0,11,0,0,1,47.2,42,17,13,1,14,1,28,0,1,2,187,1.175,7.9,0.2,2.6,5.3,2.00,1,2007,AAA,MIN
Tristan Crawford,24,0,1,.000,10.13,3,0,0,0,0,0,2.2,4,3,3,1,2,0,1,0,0,0,13,2.250,13.5,3.4,6.8,3.4,0.50,0,2007,AAA,MIN
Jeremy Cummings,30,3,5,.375,3.93,17,12,1,0,0,0,68.2,70,34,30,8,16,1,57,3,0,1,288,1.252,9.2,1.0,2.1,7.5,3.56,0,2007,AAA,MIN
Julio De Paula,24,12,5,.706,2.90,49,0,11,0,0,2,83.2,66,33,27,8,27,4,63,1,2,3,332,1.112,7.1,0.9,2.9,6.8,2.33,1,2007,AAA,MIN
Brian Duensing*,24,11,5,.688,3.24,19,19,0,3,1,0,116.2,115,54,42,13,30,0,86,5,0,1,483,1.243,8.9,1.0,2.3,6.6,2.87,1,2007,AAA,MIN
Matt Garza,23,4,6,.400,3.62,16,16,0,1,0,0,92.0,93,43,37,5,31,0,95,5,0,6,401,1.348,9.1,0.5,3.0,9.3,3.06,1,2007,AAA,MIN
Dave Gassner*,28,6,12,.333,4.95,26,26,0,2,1,0,149.0,159,84,82,17,42,7,83,5,1,9,640,1.349,9.6,1.0,2.5,5.0,1.98,1,2007,AAA,MIN
Bobby Korecky,27,5,6,.455,3.71,66,0,59,0,0,35,85.0,80,42,35,5,34,9,71,0,0,3,358,1.341,8.5,0.5,3.6,7.5,2.09,1,2007,AAA,MIN
Tim Lahey,25,0,0,,9.00,2,0,1,0,0,1,3.0,4,3,3,0,2,1,3,0,0,0,16,2.000,12.0,0.0,6.0,9.0,1.50,0,2007,AAA,MIN
J.P. Martinez,25,0,0,,12.00,2,0,1,0,0,0,3.0,6,4,4,0,2,0,2,0,0,0,16,2.667,18.0,0.0,6.0,6.0,1.00,0,2007,AAA,MIN
Jose Mijares*,22,0,1,.000,6.23,5,0,0,0,0,0,8.2,9,7,6,3,5,1,6,1,0,0,41,1.615,9.3,3.1,5.2,6.2,1.20,1,2007,AAA,MIN
Jason Miller*,24,1,5,.167,3.94,31,10,7,0,0,0,75.1,84,35,33,10,24,4,37,0,0,0,323,1.434,10.0,1.2,2.9,4.4,1.54,1,2007,AAA,MIN
Ryan Mullins*,23,0,3,.000,10.57,4,4,0,0,0,0,15.1,28,23,18,2,5,0,11,1,1,5,79,2.152,16.4,1.2,2.9,6.5,2.20,0,2007,AAA,MIN
Glen Perkins*,24,0,0,,1.50,1,1,0,0,0,0,6.0,2,1,1,1,1,0,2,0,0,0,20,0.500,3.0,1.5,1.5,3.0,2.00,1,2007,AAA,MIN
Jay Sawatski*,25,0,0,,4.87,11,1,4,0,0,0,20.1,25,11,11,1,4,1,16,1,0,0,87,1.426,11.1,0.4,1.8,7.1,4.00,0,2007,AAA,MIN
Kevin Slowey,23,10,5,.667,1.89,20,20,0,5,1,0,133.2,110,31,28,4,18,0,107,3,1,1,523,0.958,7.4,0.3,1.2,7.2,5.94,1,2007,AAA,MIN
Mike Venafro*,33,1,0,1.000,5.40,12,0,4,0,0,2,11.2,13,7,7,0,7,0,5,4,0,0,59,1.714,10.0,0.0,5.4,3.9,0.71,1,2007,AAA,MIN
Jerome Williams,25,0,1,.000,9.00,8,1,4,0,0,1,11.0,18,11,11,0,7,0,6,1,0,0,57,2.273,14.7,0.0,5.7,4.9,0.86,1,2007,AAA,MIN
