Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Anthony Aguilera,23,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,1.000,9.0,0.0,0.0,9.0,,0
Chris Balcom-Miller,21,6,7,.462,3.31,19,19,0,1,1,0,108.2,86,42,40,3,19,0,117,13,0,17,438,0.966,7.1,0.2,1.6,9.7,6.16,0
Rhett Ballard,24,1,3,.250,4.67,44,0,14,0,0,2,52.0,53,29,27,2,24,1,46,10,0,5,234,1.481,9.2,0.3,4.2,8.0,1.92,0
Paul Bargas*,21,5,4,.556,3.59,58,0,18,0,0,5,67.2,57,31,27,3,19,0,64,2,0,3,277,1.123,7.6,0.4,2.5,8.5,3.37,0
Chad Bettis,21,2,0,1.000,0.96,3,3,0,0,0,0,18.2,14,2,2,1,3,0,17,0,0,0,71,0.911,6.8,0.5,1.4,8.2,5.67,1
Alan DeRatt,24,3,1,.750,2.28,19,2,6,0,0,3,43.1,32,11,11,4,9,0,37,2,0,0,168,0.946,6.6,0.8,1.9,7.7,4.11,0
Marco Duarte,23,1,0,1.000,9.49,9,0,4,0,0,0,12.1,24,16,13,1,9,1,10,0,0,3,71,2.676,17.5,0.7,6.6,7.3,1.11,0
Leuris Gomez,23,6,5,.545,4.62,48,0,11,0,0,1,78.0,91,45,40,3,20,0,75,2,0,8,341,1.423,10.5,0.3,2.3,8.7,3.75,0
Juan Gonzalez,20,3,8,.273,4.54,22,22,0,0,0,0,115.0,133,65,58,7,31,0,69,10,3,12,495,1.426,10.4,0.5,2.4,5.4,2.23,0
Josh Hungerman*,23,0,0,,6.00,11,0,4,0,0,0,15.0,12,10,10,0,10,0,11,3,1,5,68,1.467,7.2,0.0,6.0,6.6,1.10,0
Sheng-An Kuo,24,3,1,.750,4.87,55,0,38,0,0,20,61.0,60,40,33,9,22,0,60,8,0,9,263,1.344,8.9,1.3,3.2,8.9,2.73,0
Tyler Matzek*,19,5,1,.833,2.92,18,18,0,0,0,0,89.1,62,31,29,6,62,0,88,4,3,7,376,1.388,6.2,0.6,6.2,8.9,1.42,1
Wes Musick*,23,8,7,.533,4.05,23,23,0,0,0,0,122.1,127,68,55,7,26,0,109,5,1,9,517,1.251,9.3,0.5,1.9,8.0,4.19,0
Daniel Perkins,24,6,6,.500,4.90,38,10,8,0,0,1,90.0,103,60,49,12,45,0,76,8,0,6,414,1.644,10.3,1.2,4.5,7.6,1.69,0
Chad Rose,22,8,6,.571,3.63,48,0,19,0,0,1,86.2,83,39,35,8,31,0,94,8,0,15,375,1.315,8.6,0.8,3.2,9.8,3.03,0
Charles Ruiz,21,0,1,.000,5.23,11,0,9,0,0,5,10.1,8,6,6,0,4,0,11,1,0,0,44,1.161,7.0,0.0,3.5,9.6,2.75,0
Nick Schnaitmann,20,8,10,.444,5.32,25,24,0,0,0,0,132.0,163,90,78,12,38,0,59,11,0,5,583,1.523,11.1,0.8,2.6,4.0,1.55,0
Jonathan Vargas*,21,4,9,.308,6.53,22,18,2,0,0,0,93.2,113,75,68,12,54,0,55,8,1,13,435,1.783,10.9,1.2,5.2,5.3,1.02,0
Coty Woods,22,0,1,.000,2.70,16,0,4,0,0,1,26.2,28,9,8,3,2,0,32,0,0,0,106,1.125,9.5,1.0,0.7,10.8,16.00,0
