Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Armando Araiza,25,22,60,55,3,7,4,0,0,3,0,0,4,18,.127,.200,.200,.400,11,4,1,0,0,0,0,2018,AA,BAL
Rylan Bannon,22,32,122,98,16,20,6,0,2,11,0,0,22,24,.204,.344,.327,.671,32,4,0,0,2,0,0,2018,AA,BAL
Tim Beckham,28,3,10,8,1,1,0,0,0,0,1,0,2,0,.125,.300,.125,.425,1,1,0,0,0,0,1,2018,AA,BAL
Jaycob Brugman*,26,12,49,46,10,12,3,0,3,6,0,0,3,15,.261,.306,.522,.828,24,2,0,0,0,0,1,2018,AA,BAL
Martin Cervenka,25,97,375,337,41,87,22,0,15,60,1,0,30,65,.258,.317,.457,.774,154,10,2,0,6,0,0,2018,AA,BAL
Chris Clare,23,2,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,2018,AA,BAL
Brett Cumberland#,23,15,49,42,6,8,0,0,3,7,0,0,4,12,.190,.292,.405,.696,17,0,2,1,0,0,0,2018,AA,BAL
Yusniel Diaz,21,38,152,134,23,32,5,1,5,15,4,5,18,28,.239,.329,.403,.732,54,2,0,0,0,0,0,2018,AA,BAL
Anderson Feliz#,26,113,436,393,65,110,19,1,10,48,20,5,38,97,.280,.347,.410,.757,161,8,3,1,1,1,0,2018,AA,BAL
Craig Gentry,34,3,13,10,3,6,0,0,0,0,0,0,3,2,.600,.692,.600,1.292,6,0,0,0,0,0,1,2018,AA,BAL
Austin Hays,22,66,288,273,34,66,12,2,12,43,6,3,12,59,.242,.271,.432,.703,118,3,0,0,3,1,1,2018,AA,BAL
Corban Joseph*,29,122,523,459,73,143,30,2,17,68,8,2,52,43,.312,.381,.497,.878,228,10,3,3,6,1,1,2018,AA,BAL
Alejandro Juvier*,22,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2018,AA,BAL
Adrian Marin,24,27,100,85,10,21,3,0,0,7,0,1,13,24,.247,.354,.282,.636,24,3,1,1,0,0,0,2018,AA,BAL
Ryan McKenna,21,60,250,213,35,51,8,2,3,16,4,1,29,56,.239,.341,.338,.679,72,1,4,4,0,0,1,2018,AA,BAL
Ryan Mountcastle,21,102,428,394,63,117,19,4,13,59,2,0,26,79,.297,.341,.464,.806,183,10,3,0,5,2,1,2018,AA,BAL
Cedric Mullins*,23,49,218,201,36,63,12,5,6,28,9,1,15,28,.313,.362,.512,.875,103,0,1,0,1,0,1,2018,AA,BAL
Audry Perez,29,38,135,127,12,27,2,0,8,22,0,0,7,20,.213,.252,.417,.669,53,4,0,0,1,0,1,2018,AA,BAL
Colby Rasmus*,31,4,17,14,2,3,0,0,1,2,0,0,3,5,.214,.353,.429,.782,6,0,0,0,0,0,1,2018,AA,BAL
Ademar Rifaela*,23,100,396,359,36,95,22,2,7,41,2,2,30,95,.265,.322,.396,.717,142,4,2,1,4,0,0,2018,AA,BAL
Aderlin Rodriguez,26,128,531,483,76,138,20,2,23,92,1,1,29,95,.286,.335,.478,.813,231,18,11,0,8,2,0,2018,AA,BAL
Erick Salcedo#,25,127,471,432,44,97,19,5,0,32,2,4,29,54,.225,.275,.292,.567,126,5,3,2,5,1,0,2018,AA,BAL
Anthony Santander#,23,54,222,209,26,54,9,3,5,22,4,1,10,32,.258,.293,.402,.695,84,4,1,0,2,0,1,2018,AA,BAL
Jonathan Schoop,26,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2018,AA,BAL
Sharlon Schoop,31,8,25,18,1,5,0,0,1,2,0,1,5,7,.278,.458,.444,.903,8,0,1,1,0,0,0,2018,AA,BAL
Mark Trumbo,32,3,12,10,0,1,0,0,0,0,0,0,2,2,.100,.250,.100,.350,1,1,0,0,0,0,1,2018,AA,BAL
Johnni Turbo,29,44,131,123,16,36,5,0,0,11,6,1,7,20,.293,.328,.333,.662,41,0,0,0,1,0,0,2018,AA,BAL
Stevie Wilkerson#,26,5,21,19,3,3,1,0,0,0,0,1,2,6,.158,.238,.211,.449,4,1,0,0,0,0,1,2018,AA,BAL
Mike Yastrzemski*,27,27,117,104,13,21,10,0,1,11,2,1,10,30,.202,.276,.327,.603,34,2,1,1,1,2,1,2018,AA,BAL
