Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Angel Aguilar,23,4,14,12,2,1,0,0,1,1,0,0,2,5,.083,.214,.333,.548,4,0,0,0,0,0,0
Armando Alvarez,23,99,389,359,54,94,25,3,11,54,2,1,25,48,.262,.314,.440,.754,158,17,3,0,2,0,0
Trey Amburgey,23,125,517,481,65,124,25,2,16,74,12,2,22,108,.258,.300,.418,.718,201,15,9,0,5,0,1
Abiatal Avelino,23,49,211,190,32,64,7,2,10,28,15,4,18,37,.337,.392,.553,.945,105,7,0,2,1,0,1
Greg Bird*,25,5,20,15,5,2,0,0,1,1,0,0,5,2,.133,.350,.333,.683,5,0,0,0,0,0,1
Devyn Bolasky*,25,38,163,148,19,54,6,2,0,11,0,1,12,16,.365,.417,.432,.850,64,6,2,0,1,0,0
Bruce Caldwell*,26,74,307,266,32,73,24,1,4,35,1,1,38,72,.274,.363,.417,.780,111,4,0,1,2,2,0
Vicente Conde,24,25,80,67,7,8,2,0,1,6,0,0,10,14,.119,.231,.194,.425,13,2,0,2,1,0,0
Rashad Crawford*,24,52,206,184,14,41,7,1,2,21,8,4,17,52,.223,.298,.304,.602,56,0,3,1,1,0,0
Kellin Deglan*,26,3,10,10,0,1,0,0,0,0,0,0,0,3,.100,.100,.100,.200,1,0,0,0,0,0,0
Andy Diaz*,22,1,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Cesar Diaz#,25,10,36,29,5,8,1,0,1,10,2,0,5,6,.276,.371,.414,.785,12,0,0,1,1,0,0
Francisco Diaz#,28,19,73,64,12,22,4,0,1,12,0,0,8,12,.344,.417,.453,.870,29,1,0,1,0,0,0
Brandon Drury,25,6,25,19,4,5,0,0,1,2,0,0,5,10,.263,.400,.421,.821,8,0,0,0,1,0,1
Billy Fleming,25,44,188,168,22,50,12,1,6,23,2,1,16,35,.298,.356,.488,.844,82,6,1,0,3,1,0
Chris Gittens,24,53,213,183,21,36,8,0,6,26,0,1,27,65,.197,.300,.339,.639,62,7,1,0,2,0,1
Jeff Hendrix*,24,91,370,308,34,60,7,1,1,21,8,5,46,114,.195,.315,.234,.549,72,5,9,5,2,0,0
Kyle Holder*,24,32,132,117,10,29,4,1,1,10,0,1,8,15,.248,.297,.325,.622,38,1,1,4,2,0,0
Jhalan Jackson,25,102,395,346,52,71,16,2,17,44,7,2,38,148,.205,.297,.410,.707,142,4,8,1,2,0,0
Gosuke Katoh*,23,118,503,433,55,99,27,2,5,35,11,6,62,123,.229,.327,.335,.662,145,5,3,2,3,3,0
Ryan Lidge#,23,33,120,102,9,21,1,0,1,7,1,2,17,17,.206,.319,.245,.564,25,2,0,1,0,0,0
Ryan McBroom,26,25,111,102,13,33,5,1,4,14,0,3,7,27,.324,.378,.510,.888,52,4,2,0,0,1,1
Billy McKinney*,23,5,21,18,2,4,1,0,0,0,1,1,3,4,.222,.333,.278,.611,5,0,0,0,0,0,1
Rey Navarro#,28,10,34,32,3,6,2,0,1,2,0,0,0,6,.188,.206,.344,.550,11,1,1,0,1,0,1
Chace Numata#,25,38,135,128,6,23,6,1,0,8,1,1,7,25,.180,.222,.242,.464,31,2,0,0,0,0,0
Danienger Perez,21,9,32,27,4,6,0,0,1,3,0,0,4,7,.222,.323,.333,.656,9,1,0,1,0,0,0
Chris Rabago,25,7,30,28,1,2,0,0,0,0,0,0,2,10,.071,.133,.071,.205,2,0,0,0,0,0,0
Wendell Rijo,22,49,197,175,19,38,10,1,0,12,2,2,20,29,.217,.297,.286,.583,50,2,0,2,0,2,0
Ben Ruta*,24,36,134,121,17,38,8,1,0,13,12,3,11,25,.314,.366,.397,.762,48,1,0,0,2,0,0
Jorge Saez,27,47,173,152,20,36,4,0,5,19,2,2,18,42,.237,.324,.362,.686,55,4,2,0,1,0,0
Matt Snyder*,28,4,15,15,2,4,1,0,0,1,1,0,0,4,.267,.267,.333,.600,5,0,0,0,0,0,0
Ricky Surum,23,5,17,15,3,3,0,1,0,1,0,0,1,4,.200,.235,.333,.569,5,1,0,0,1,0,0
Brandon Wagner*,22,37,159,130,16,34,8,0,1,10,1,0,27,38,.262,.390,.346,.736,45,6,1,0,1,0,0
Zack Zehner,25,32,135,116,15,34,6,3,4,21,2,2,17,33,.293,.385,.500,.885,58,3,1,0,1,0,0
