Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Colby Lewis,35,17,9,.654,4.66,33,33,0,2,1,0,204.2,211,114,106,26,42,2,142,11,0,5,861,91,4.17,1.236,9.3,1.1,1.8,6.2,3.38,1
SP,Yovani Gallardo,29,13,11,.542,3.42,33,33,0,0,0,0,184.1,193,76,70,15,68,0,121,1,0,10,793,124,4.00,1.416,9.4,0.7,3.3,5.9,1.78,1
SP,Nick Martinez,24,7,7,.500,3.96,24,21,1,0,0,0,125.0,135,66,55,16,46,2,77,13,0,4,558,107,4.98,1.448,9.7,1.2,3.3,5.5,1.67,1
SP,Wandy Rodriguez*,36,6,4,.600,4.90,17,15,1,0,0,0,86.1,99,48,47,10,36,2,72,3,0,3,392,86,4.33,1.564,10.3,1.0,3.8,7.5,2.00,1
SP,Cole Hamels*,31,7,1,.875,3.66,12,12,0,1,0,0,83.2,77,35,34,10,23,0,78,4,2,2,343,116,3.79,1.195,8.3,1.1,2.5,8.4,3.39,1
SP,Martin Perez*,24,3,6,.333,4.46,14,14,0,0,0,0,78.2,88,45,39,3,24,1,48,2,0,1,339,95,3.40,1.424,10.1,0.3,2.7,5.5,2.00,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Shawn Tolleson,27,6,4,.600,2.99,73,0,53,0,0,35,72.1,66,25,24,9,17,5,76,2,0,0,298,142,3.44,1.147,8.2,1.1,2.1,9.5,4.47,1
RP,Anthony Bass,27,0,0,,4.50,33,0,9,0,0,0,64.0,66,33,32,5,20,1,45,1,0,1,272,94,3.73,1.344,9.3,0.7,2.8,6.3,2.25,1
RP,Keone Kela,22,7,5,.583,2.39,68,0,11,0,0,1,60.1,52,18,16,4,18,0,68,0,1,6,243,178,2.64,1.160,7.8,0.6,2.7,10.1,3.78,1
RP,Tanner Scheppers,28,4,1,.800,5.63,42,0,7,0,0,0,38.1,37,25,24,6,23,3,32,2,0,1,176,75,5.46,1.565,8.7,1.4,5.4,7.5,1.39,1
RP,Sam Freeman*,28,0,0,,3.05,54,0,10,0,0,0,38.1,31,13,13,4,25,0,40,3,0,0,171,139,4.59,1.461,7.3,0.9,5.9,9.4,1.60,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chi Chi Gonzalez,23,4,6,.400,3.90,14,10,1,1,1,0,67.0,49,33,29,6,32,1,30,3,1,2,280,109,4.97,1.209,6.6,0.8,4.3,4.0,0.94,1
,Derek Holland*,28,4,3,.571,4.91,10,10,0,1,1,0,58.2,59,32,32,11,17,2,41,5,0,1,245,86,5.30,1.295,9.1,1.7,2.6,6.3,2.41,1
,Ross Detwiler*,29,0,5,.000,7.12,17,7,4,0,0,0,43.0,62,37,34,9,20,0,28,3,0,3,208,60,6.16,1.907,13.0,1.9,4.2,5.9,1.40,1
,Sam Dyson,27,2,1,.667,1.15,31,0,6,0,0,2,31.1,24,5,4,1,4,0,30,1,0,2,119,371,2.11,0.894,6.9,0.3,1.1,8.6,7.50,1
,Spencer Patton,27,1,1,.500,9.00,27,0,6,0,0,0,24.0,24,24,24,5,12,0,28,4,0,1,109,48,5.51,1.500,9.0,1.9,4.5,10.5,2.33,1
,Jake Diekman*,28,0,0,,2.08,26,0,1,0,0,0,21.2,13,5,5,2,7,0,20,1,0,1,85,206,3.60,0.923,5.4,0.8,2.9,8.3,2.86,1
,Neftali Feliz,27,1,2,.333,4.58,18,0,12,0,0,6,19.2,24,10,10,2,9,3,16,0,0,2,91,94,4.20,1.678,11.0,0.9,4.1,7.3,1.78,1
,Ross Ohlendorf,32,3,1,.750,3.72,21,0,6,0,0,1,19.1,21,8,8,4,7,2,19,0,0,0,85,115,4.94,1.448,9.8,1.9,3.3,8.8,2.71,1
,Phil Klein,26,1,0,1.000,6.75,11,2,3,0,0,0,17.1,23,15,13,4,10,0,12,0,0,1,86,64,6.48,1.904,11.9,2.1,5.2,6.2,1.20,1
,Matt Harrison*,29,1,2,.333,6.75,3,3,0,0,0,0,16.0,19,12,12,3,6,0,5,0,1,0,69,64,6.07,1.563,10.7,1.7,3.4,2.8,0.83,1
,Alex Claudio*,23,1,1,.500,2.87,18,0,6,0,0,0,15.2,12,6,5,4,6,2,13,1,0,1,66,150,6.13,1.149,6.9,2.3,3.4,7.5,2.17,1
,Anthony Ranaudo,25,0,1,.000,7.63,4,2,0,0,0,0,15.1,18,13,13,2,8,0,11,1,0,0,73,57,5.16,1.696,10.6,1.2,4.7,6.5,1.38,1
,Roman Mendez,24,0,1,.000,5.40,12,0,5,0,0,0,11.2,11,7,7,1,7,1,9,1,0,0,49,80,4.76,1.543,8.5,0.8,5.4,6.9,1.29,1
,Stolmy Pimentel,25,0,1,.000,3.97,8,0,5,0,0,0,11.1,11,5,5,1,3,0,7,0,0,1,46,110,3.84,1.235,8.7,0.8,2.4,5.6,2.33,1
,Andrew Faulkner*,22,0,0,,2.79,11,0,1,0,0,0,9.2,8,3,3,2,3,1,10,0,0,0,40,157,4.69,1.138,7.4,1.9,2.8,9.3,3.33,1
,Logan Verrett,25,0,1,.000,6.00,4,0,1,0,0,0,9.0,11,7,6,1,4,1,3,0,0,1,42,73,5.25,1.667,11.0,1.0,4.0,3.0,0.75,1
,Luke Jackson,23,0,0,,4.26,7,0,4,0,0,0,6.1,5,3,3,1,2,0,6,0,0,1,27,105,4.24,1.105,7.1,1.4,2.8,8.5,3.00,1
,Jon Edwards,27,0,0,,6.00,11,0,2,0,0,0,6.0,6,4,4,1,8,0,6,0,0,1,31,74,7.30,2.333,9.0,1.5,12.0,9.0,0.75,1
,Adam Rosales,32,0,0,,9.00,2,0,2,0,0,0,2.0,2,3,2,2,1,0,1,0,0,0,10,55,16.63,1.500,9.0,9.0,4.5,4.5,1.00,1
,Kyuji Fujikawa,34,0,0,,16.20,2,0,0,0,0,0,1.2,2,3,3,1,0,0,1,1,0,0,8,32,11.53,1.200,10.8,5.4,0.0,5.4,,1
,Team Totals,28.4,88,74,.543,4.24,162,162,157,5,3,45,1442.2,1459,733,680,171,508,29,1095,63,5,51,6215,100,4.34,1.363,9.1,1.1,3.2,6.8,2.16,1
,Rank in 15 AL teams,,3,13,,13,,,,6,12,5,10 ,12,13,13,7,15,,14,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
