Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Corey Kluber,29,9,16,.360,3.49,32,32,0,4,0,0,222.0,189,92,86,22,45,3,245,11,1,6,886,123,2.97,1.054,7.7,0.9,1.8,9.9,5.44,1
SP,Danny Salazar,25,14,10,.583,3.45,30,30,0,0,0,0,185.0,156,79,71,23,53,1,195,7,2,3,757,125,3.62,1.130,7.6,1.1,2.6,9.5,3.68,1
SP,Carlos Carrasco,28,14,12,.538,3.63,30,30,0,3,1,0,183.2,154,75,74,18,43,2,216,5,0,5,730,119,2.84,1.073,7.5,0.9,2.1,10.6,5.02,1
SP,Trevor Bauer,24,11,12,.478,4.55,31,30,1,1,0,0,176.0,152,90,89,23,79,1,170,5,1,7,744,95,4.33,1.313,7.8,1.2,4.0,8.7,2.15,1
SP,Cody Anderson,24,7,3,.700,3.05,15,15,0,1,0,0,91.1,77,32,31,9,24,1,44,1,1,0,365,141,4.27,1.106,7.6,0.9,2.4,4.3,1.83,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Cody Allen,26,2,5,.286,2.99,70,0,58,0,0,34,69.1,56,26,23,2,25,2,99,2,0,9,286,145,1.82,1.168,7.3,0.3,3.2,12.9,3.96,1
RP,Zach McAllister,27,4,4,.500,3.00,61,1,9,0,0,1,69.0,70,28,23,7,23,4,84,3,0,3,299,144,3.15,1.348,9.1,0.9,3.0,11.0,3.65,1
RP,Bryan Shaw,27,3,3,.500,2.95,74,0,19,0,0,2,64.0,59,24,21,8,19,1,54,1,0,3,265,146,4.01,1.219,8.3,1.1,2.7,7.6,2.84,1
RP,Ryan Webb,29,1,0,1.000,3.20,40,0,11,0,0,0,50.2,46,21,18,4,12,2,31,2,0,1,204,135,3.77,1.145,8.2,0.7,2.1,5.5,2.58,1
RP,Marc Rzepczynski*,29,2,3,.400,4.43,45,0,6,0,0,0,20.1,23,15,10,1,10,3,24,1,0,1,94,99,3.04,1.623,10.2,0.4,4.4,10.6,2.40,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Josh Tomlin,30,7,2,.778,3.02,10,10,0,2,0,0,65.2,47,22,22,13,8,0,57,2,0,1,251,143,4.43,0.838,6.4,1.8,1.1,7.8,7.13,1
,Jeff Manship,30,1,0,1.000,0.92,32,0,7,0,0,0,39.1,20,4,4,1,10,0,33,1,0,0,144,473,2.63,0.763,4.6,0.2,2.3,7.6,3.30,1
,Shaun Marcum,33,3,2,.600,5.40,7,6,1,0,0,0,35.0,32,21,21,9,11,3,30,1,0,2,142,80,5.79,1.229,8.2,2.3,2.8,7.7,2.73,1
,Austin Adams,28,2,0,1.000,3.78,28,0,9,0,0,1,33.1,37,15,14,2,13,0,23,0,0,1,149,115,3.70,1.500,10.0,0.5,3.5,6.2,1.77,1
,Nick Hagadone*,29,0,1,.000,4.28,36,0,6,0,0,0,27.1,30,16,13,3,12,1,28,0,0,2,124,102,3.83,1.537,9.9,1.0,4.0,9.2,2.33,1
,Scott Atchison,39,1,1,.500,6.86,23,0,7,0,0,0,19.2,23,15,15,6,4,0,12,1,0,3,87,64,6.64,1.373,10.5,2.7,1.8,5.5,3.00,1
,Kyle Crockett*,23,0,0,,4.08,31,0,4,0,0,0,17.2,17,9,8,1,7,0,15,1,0,0,74,107,3.53,1.358,8.7,0.5,3.6,7.6,2.14,1
,Gavin Floyd,32,0,0,,2.70,7,0,2,0,0,0,13.1,11,4,4,0,4,0,7,1,0,1,55,163,3.21,1.125,7.4,0.0,2.7,4.7,1.75,1
,Anthony Swarzak,29,0,0,,3.38,10,0,3,0,0,0,13.1,18,9,5,1,4,1,13,0,0,0,61,131,3.06,1.650,12.2,0.7,2.7,8.8,3.25,1
,T.J. House*,25,0,4,.000,13.15,4,4,0,0,0,0,13.0,21,19,19,1,12,1,7,2,0,0,73,34,6.29,2.538,14.5,0.7,8.3,4.8,0.58,1
,Shawn Armstrong,24,0,0,,2.25,8,0,5,0,0,0,8.0,5,2,2,1,2,0,11,0,0,0,30,199,2.76,0.875,5.6,1.1,2.3,12.4,5.50,1
,Bruce Chen*,38,0,1,.000,12.79,2,2,0,0,0,0,6.1,17,9,9,3,1,1,4,0,0,0,35,35,8.50,2.842,24.2,4.3,1.4,5.7,4.00,1
,Toru Murata,30,0,1,.000,8.10,1,1,0,0,0,0,3.1,4,5,3,2,1,0,2,0,0,0,16,59,10.63,1.500,10.8,5.4,2.7,5.4,2.00,1
,Giovanni Soto*,24,0,0,,0.00,6,0,1,0,0,0,3.1,3,0,0,0,0,0,0,0,0,0,13,,3.13,0.900,8.1,0.0,0.0,0.0,,1
,C.C. Lee,28,0,0,,5.40,2,0,0,0,0,0,1.2,4,1,1,0,1,0,3,0,0,0,10,97,1.33,3.000,21.6,0.0,5.4,16.2,3.00,1
,Ryan Raburn,34,0,0,,0.00,1,0,0,0,0,0,0.2,1,2,0,0,1,0,0,0,0,0,4,,7.63,3.000,13.5,0.0,13.5,0.0,0.00,1
,David Murphy*,33,0,0,,0.00,1,0,1,0,0,0,0.1,2,5,0,1,1,0,0,1,0,0,6,,60.13,9.000,54.0,27.0,27.0,0.0,0.00,1
,Team Totals,27.3,81,80,.503,3.67,161,161,150,11,1,38,1432.2,1274,640,584,161,425,27,1407,48,5,48,5904,117,3.62,1.186,8.0,1.0,2.7,8.8,3.31,1
,Rank in 15 AL teams,,8,8,,2,,,,1,8,11,15 ,1,2,2,3,4,,1,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
