Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
David Armendariz,24,0,1,.000,0.00,1,0,1,0,0,0,2.0,1,1,0,0,1,0,1,0,0,0,9,1.000,4.5,0.0,4.5,4.5,1.00,0,2016,Adv A,CLE
Robbie Aviles,24,2,0,1.000,2.16,6,0,4,0,0,0,8.1,8,3,2,1,2,0,7,1,0,0,36,1.200,8.6,1.1,2.2,7.6,3.50,0,2016,Adv A,CLE
Sean Brady*,22,12,6,.667,4.95,26,25,1,1,0,0,145.1,180,97,80,11,46,0,118,3,1,8,647,1.555,11.1,0.7,2.8,7.3,2.57,0,2016,Adv A,CLE
Mitch Brown,22,4,6,.400,5.03,36,17,8,0,0,0,98.1,81,60,55,3,77,0,120,12,0,25,447,1.607,7.4,0.3,7.0,11.0,1.56,0,2016,Adv A,CLE
Juan De La Cruz,22,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,1.000,9.0,0.0,0.0,0.0,,0,2016,Adv A,CLE
Dominic DeMasi,23,2,1,.667,7.04,11,2,3,0,0,0,23.0,29,21,18,2,9,1,12,1,0,3,112,1.652,11.3,0.8,3.5,4.7,1.33,0,2016,Adv A,CLE
Matt Esparza,21,2,4,.333,3.92,7,7,0,0,0,0,39.0,39,19,17,3,14,0,32,0,0,4,170,1.359,9.0,0.7,3.2,7.4,2.29,0,2016,Adv A,CLE
Luke Eubank,22,2,2,.500,4.97,18,0,6,0,0,1,25.1,32,16,14,0,11,1,21,1,0,2,114,1.697,11.4,0.0,3.9,7.5,1.91,0,2016,Adv A,CLE
Trevor Frank,25,1,1,.500,2.47,44,0,35,0,0,17,43.2,30,12,12,3,10,0,43,1,0,1,170,0.916,6.2,0.6,2.1,8.9,4.30,0,2016,Adv A,CLE
Justin Garcia,23,2,0,1.000,3.38,33,0,5,0,0,0,50.2,47,20,19,2,25,2,42,1,0,2,217,1.421,8.3,0.4,4.4,7.5,1.68,0,2016,Adv A,CLE
Brock Hartson,22,2,1,.667,4.18,6,6,0,0,0,0,32.1,38,16,15,4,7,0,26,1,0,0,140,1.392,10.6,1.1,1.9,7.2,3.71,0,2016,Adv A,CLE
Paul Hendrix,24,0,0,,9.00,2,0,1,0,0,0,2.0,4,3,2,0,1,0,2,0,0,0,11,2.500,18.0,0.0,4.5,9.0,2.00,0,2016,Adv A,CLE
Cam Hill,22,6,1,.857,2.41,31,0,12,0,0,3,56.0,51,17,15,3,14,1,57,0,1,1,226,1.161,8.2,0.5,2.3,9.2,4.07,1,2016,Adv A,CLE
Leandro Linares,22,0,0,,0.00,2,0,0,0,0,0,2.1,2,0,0,0,1,0,3,0,0,0,10,1.286,7.7,0.0,3.9,11.6,3.00,0,2016,Adv A,CLE
Sicnarf Loopstok,23,0,0,,0.00,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,0.000,0.0,0.0,0.0,0.0,,0,2016,Adv A,CLE
Luis Lugo*,22,8,5,.615,4.04,26,26,0,0,0,0,136.0,130,68,61,12,52,0,113,3,4,12,572,1.338,8.6,0.8,3.4,7.5,2.17,0,2016,Adv A,CLE
Julian Merryweather,24,8,2,.800,1.03,11,11,0,0,0,0,61.0,47,14,7,4,15,0,58,1,0,6,242,1.016,6.9,0.6,2.2,8.6,3.87,1,2016,Adv A,CLE
Jordan Milbrath,24,3,5,.375,5.43,41,0,20,0,0,4,59.2,59,49,36,6,35,1,62,4,0,22,283,1.575,8.9,0.9,5.3,9.4,1.77,0,2016,Adv A,CLE
Thomas Pannone*,22,3,0,1.000,1.65,8,7,0,0,0,0,43.2,31,10,8,1,16,0,38,2,0,0,175,1.076,6.4,0.2,3.3,7.8,2.38,1,2016,Adv A,CLE
Nick Pasquale,25,2,1,.667,2.03,8,5,1,0,0,0,26.2,25,8,6,0,7,1,25,1,0,2,108,1.200,8.4,0.0,2.4,8.4,3.57,0,2016,Adv A,CLE
Anderson Polanco*,23,4,2,.667,4.53,13,8,3,0,0,1,55.2,52,36,28,3,30,0,59,2,1,11,244,1.473,8.4,0.5,4.9,9.5,1.97,0,2016,Adv A,CLE
Jared Robinson,21,3,5,.375,6.15,9,3,5,0,0,0,41.0,50,29,28,5,13,3,21,0,0,4,179,1.537,11.0,1.1,2.9,4.6,1.62,0,2016,Adv A,CLE
Antonio Romero,25,1,1,.500,9.98,7,1,1,0,0,1,15.1,21,22,17,1,13,0,13,0,1,4,82,2.217,12.3,0.6,7.6,7.6,1.00,0,2016,Adv A,CLE
Justus Sheffield*,20,7,5,.583,3.59,19,19,0,0,0,0,95.1,91,40,38,6,40,0,93,4,1,9,408,1.374,8.6,0.6,3.8,8.8,2.33,1,2016,Adv A,CLE
David Speer*,23,4,1,.800,1.78,39,1,12,0,0,3,60.2,45,15,12,3,12,1,60,2,0,5,243,0.940,6.7,0.4,1.8,8.9,5.00,0,2016,Adv A,CLE
Billy Strode*,23,2,1,.667,2.08,18,0,2,0,0,0,26.0,22,6,6,0,6,0,24,2,0,2,104,1.077,7.6,0.0,2.1,8.3,4.00,0,2016,Adv A,CLE
Cole Sulser,26,1,1,.500,4.12,12,0,8,0,0,2,19.2,21,12,9,1,4,0,25,1,0,2,83,1.271,9.6,0.5,1.8,11.4,6.25,1,2016,Adv A,CLE
