Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Mario Alcantara,23,9,2,.818,3.16,32,1,9,0,0,2,79.2,56,34,28,2,48,0,68,9,0,10,342,1.305,6.3,0.2,5.4,7.7,1.42,0,2016,Adv A,BOS
Trey Ball*,22,8,6,.571,3.84,23,23,0,0,0,0,117.1,121,61,50,8,68,0,86,8,0,8,533,1.611,9.3,0.6,5.2,6.6,1.26,0,2016,Adv A,BOS
Jalen Beeks*,22,4,4,.500,3.07,13,13,0,1,0,0,67.1,67,25,23,9,24,0,55,4,0,5,289,1.351,9.0,1.2,3.2,7.4,2.29,1,2016,Adv A,BOS
Jordan Betts,24,0,0,,0.00,2,0,2,0,0,1,2.0,0,0,0,0,4,0,2,0,0,0,10,2.000,0.0,0.0,18.0,9.0,0.50,0,2016,Adv A,BOS
Jamie Callahan,21,5,3,.625,3.29,36,0,18,0,0,7,65.2,53,30,24,1,38,1,63,4,0,4,287,1.386,7.3,0.1,5.2,8.6,1.66,1,2016,Adv A,BOS
Jake Cosart,22,0,0,,1.00,8,0,0,0,0,0,18.0,7,2,2,0,11,0,28,1,0,6,75,1.000,3.5,0.0,5.5,14.0,2.55,0,2016,Adv A,BOS
Jake Drehoff*,24,0,1,.000,4.24,13,1,10,0,0,6,17.0,14,11,8,1,5,0,25,2,0,0,74,1.118,7.4,0.5,2.6,13.2,5.00,0,2016,Adv A,BOS
Jeffry Fernandez,23,2,1,.667,5.79,9,1,4,0,0,0,18.2,19,13,12,1,10,0,15,1,0,2,83,1.554,9.2,0.5,4.8,7.2,1.50,0,2016,Adv A,BOS
Taylor Grover,25,1,1,.500,2.67,17,0,13,0,0,3,30.1,25,9,9,1,9,0,31,1,0,1,123,1.121,7.4,0.3,2.7,9.2,3.44,0,2016,Adv A,BOS
Dedgar Jimenez*,20,2,3,.400,6.35,9,9,0,0,0,0,39.2,52,33,28,1,21,0,14,5,0,2,192,1.840,11.8,0.2,4.8,3.2,0.67,0,2016,Adv A,BOS
Trevor Kelley,22,0,0,,0.00,1,0,1,0,0,0,2.0,0,0,0,0,0,0,3,0,0,0,6,0.000,0.0,0.0,0.0,13.5,,1,2016,Adv A,BOS
Matthew Kent*,23,10,7,.588,3.69,26,26,0,1,0,0,156.0,171,70,64,4,33,2,120,14,0,4,667,1.308,9.9,0.2,1.9,6.9,3.64,0,2016,Adv A,BOS
Michael Kopech,20,4,1,.800,2.25,11,11,0,0,0,0,52.0,25,15,13,1,29,0,82,5,0,8,205,1.038,4.3,0.2,5.0,14.2,2.83,1,2016,Adv A,BOS
Travis Lakins,22,6,3,.667,5.93,19,18,0,0,0,0,91.0,111,65,60,8,36,0,79,5,1,5,418,1.615,11.0,0.8,3.6,7.8,2.19,1,2016,Adv A,BOS
Adam Lau,21,3,0,1.000,4.35,5,0,2,0,0,0,10.1,4,5,5,1,6,0,10,3,1,2,43,0.968,3.5,0.9,5.2,8.7,1.67,0,2016,Adv A,BOS
Angelo Leclerc,24,4,3,.571,4.04,14,9,2,0,0,0,55.2,56,27,25,6,23,1,43,3,3,2,248,1.419,9.1,1.0,3.7,7.0,1.87,0,2016,Adv A,BOS
Austin Maddox,25,2,0,1.000,3.33,13,0,11,0,0,5,24.1,29,10,9,0,8,1,24,0,0,5,108,1.521,10.7,0.0,3.0,8.9,3.00,1,2016,Adv A,BOS
Jorge Marban,27,1,0,1.000,5.94,9,0,3,0,0,1,16.2,23,11,11,3,7,0,9,0,0,0,78,1.800,12.4,1.6,3.8,4.9,1.29,0,2016,Adv A,BOS
Kuehl McEachern,23,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.000,0.0,0.0,0.0,9.0,,0,2016,Adv A,BOS
Daniel McGrath*,21,8,6,.571,4.11,19,19,0,2,0,0,103.0,80,54,47,12,43,1,62,5,0,3,422,1.194,7.0,1.0,3.8,5.4,1.44,0,2016,Adv A,BOS
Simon Mercedes,24,5,2,.714,4.86,23,0,19,0,0,6,37.0,35,21,20,3,13,2,38,0,0,3,157,1.297,8.5,0.7,3.2,9.2,2.92,0,2016,Adv A,BOS
Yankory Pimentel,22,9,6,.600,3.12,32,3,11,0,0,4,78.0,71,37,27,7,36,0,70,2,1,10,335,1.372,8.2,0.8,4.2,8.1,1.94,0,2016,Adv A,BOS
Bobby Poyner*,23,3,1,.750,4.99,23,1,15,0,0,4,39.2,44,24,22,4,11,1,30,1,0,2,175,1.387,10.0,0.9,2.5,6.8,2.73,1,2016,Adv A,BOS
German Taveras,23,1,0,1.000,9.38,25,1,9,0,0,0,47.0,59,53,49,6,34,2,33,0,0,14,234,1.979,11.3,1.1,6.5,6.3,0.97,0,2016,Adv A,BOS
Ben Taylor,23,0,2,.000,2.60,15,3,5,0,0,3,45.0,35,14,13,0,10,0,56,3,0,4,179,1.000,7.0,0.0,2.0,11.2,5.60,1,2016,Adv A,BOS
