year,exit,observed,pct
1,TRUE,TRUE,0.2089452155837189
1,TRUE,FALSE,0.14941319286234217
2,TRUE,TRUE,0.20552538054046804
2,TRUE,FALSE,0.10206604015422498
3,TRUE,TRUE,0.1448400724200362
3,TRUE,FALSE,0.0512404444621804
4,TRUE,TRUE,0.09964460537785824
4,TRUE,FALSE,0.015835810393279526
5,TRUE,TRUE,0.07208475826460135
5,TRUE,FALSE,0.002639963252232183
6,TRUE,TRUE,0.05699725072084758
6,TRUE,FALSE,2.1816650069604774e-4
7,TRUE,TRUE,0.04613424528934486
7,TRUE,FALSE,8.501857524375177e-6
8,TRUE,TRUE,0.03460068396700865
8,TRUE,FALSE,1.5224742970276086e-7
9,TRUE,TRUE,0.02641990209883994
9,TRUE,FALSE,1.243065301963838e-9
10,TRUE,TRUE,0.02306712264467243
10,TRUE,FALSE,4.658011022704387e-12
1,FALSE,TRUE,0.2285844248066748
1,FALSE,FALSE,0.13292826396824048
2,FALSE,TRUE,0.20228539925486091
2,FALSE,FALSE,0.22029819473848375
3,FALSE,TRUE,0.14839575546478043
3,FALSE,FALSE,0.18463197855109845
4,FALSE,TRUE,0.11283573554414604
4,FALSE,FALSE,0.0759263700908205
5,FALSE,TRUE,0.08557488565135674
5,FALSE,FALSE,0.014909401144886298
6,FALSE,TRUE,0.06809716334106036
6,FALSE,FALSE,0.0013657513586187403
7,FALSE,TRUE,0.05166370745810875
7,FALSE,FALSE,5.733804029907621e-5
8,FALSE,TRUE,0.0372913037343902
8,FALSE,FALSE,1.092374958916473e-6
9,FALSE,TRUE,0.02890969162017575
9,FALSE,FALSE,9.439624158473948e-9
10,FALSE,TRUE,0.0220120370606091
10,FALSE,FALSE,3.7358581920359286e-11
