Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Austin Adams,26,44,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Michael Almanzar,26,44,150,142,12,38,7,0,2,19,0,0,7,33,.268,.300,.359,.659,51,7,0,0,1,0,,0
Dustin Antolin,27,24,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,1,0,0,0,0,0,,1
Rafael Bautista,24,43,188,176,23,44,9,1,0,11,7,4,9,26,.250,.290,.313,.603,55,2,1,2,0,0,,1
Emmanuel Burriss#,32,42,153,146,16,37,3,0,0,18,3,2,5,11,.253,.283,.274,.557,40,7,1,1,0,0,,1
Joey Butler,31,28,90,79,8,17,3,0,2,8,0,0,11,21,.215,.311,.329,.640,26,1,0,0,0,0,,1
A.J. Cole,25,18,11,8,0,2,0,0,0,0,0,0,0,2,.250,.250,.250,.500,2,0,0,3,0,0,,1
Zach Collier*,26,31,121,108,23,28,6,0,5,12,4,2,13,27,.259,.339,.454,.793,49,0,0,0,0,0,,0
Alejandro De Aza*,33,56,212,186,30,52,11,0,4,19,2,0,25,30,.280,.368,.403,.771,75,3,1,0,0,1,,1
Wilmer Difo#,25,10,45,40,5,7,2,0,0,1,0,0,5,6,.175,.267,.225,.492,9,2,0,0,0,0,,1
Irving Falu#,34,119,421,382,41,107,19,1,9,44,6,4,32,43,.280,.333,.406,.739,155,14,0,4,3,0,,1
Erick Fedde,24,12,6,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,,1
Bengie Gonzalez#,27,31,99,90,9,23,3,0,0,5,0,0,9,10,.256,.323,.289,.612,26,2,0,0,0,1,,0
Brian Goodwin*,26,25,103,90,9,23,4,0,2,11,2,1,10,29,.256,.327,.367,.693,33,0,0,2,1,0,,1
