Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Josh Barfield,27,78,284,265,33,78,13,0,5,36,4,1,13,34,.294,.325,.400,.725,106,6,1,1,4,0,1,2010,AAA,SDP
Mike Baxter*,25,136,552,482,89,145,30,10,18,72,22,10,58,78,.301,.382,.517,.899,249,11,8,0,4,1,1,2010,AAA,SDP
Kyle Blanks,23,1,4,3,0,1,0,0,0,0,0,0,1,1,.333,.500,.333,.833,1,0,0,0,0,0,1,2010,AAA,SDP
Greg Burke,27,53,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2010,AAA,SDP
Matt Buschmann,26,8,5,4,1,0,0,0,0,0,0,0,1,3,.000,.200,.000,.200,0,0,0,0,0,0,1,2010,AAA,SDP
Everth Cabrera#,23,8,37,31,7,8,1,0,0,3,3,0,6,13,.258,.378,.290,.669,9,0,0,0,0,0,1,2010,AAA,SDP
Mitch Canham*,25,9,27,25,2,8,0,1,0,1,0,2,2,5,.320,.370,.400,.770,10,0,0,0,0,0,0,2010,AAA,SDP
Cesar Carrillo,26,27,24,20,3,1,0,0,0,0,0,0,2,8,.050,.136,.050,.186,1,1,0,2,0,0,1,2010,AAA,SDP
Simon Castro,22,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,1,2010,AAA,SDP
Brad Chalk*,24,27,88,80,9,25,4,1,0,5,2,2,8,10,.313,.375,.388,.763,31,1,0,0,0,1,0,2010,AAA,SDP
Mike Collins,25,3,8,8,0,2,1,0,0,0,0,0,0,1,.250,.250,.375,.625,3,0,0,0,0,0,0,2010,AAA,SDP
Christian Colonel,28,11,31,28,1,3,0,0,0,1,0,0,3,9,.107,.194,.107,.301,3,0,0,0,0,0,0,2010,AAA,SDP
Anthony Contreras*,26,61,173,161,19,44,6,0,4,16,2,1,8,22,.273,.310,.385,.695,62,6,1,2,1,1,0,2010,AAA,SDP
Craig Cooper,25,102,398,359,43,89,19,3,9,64,3,3,35,79,.248,.317,.393,.709,141,8,2,0,2,1,0,2010,AAA,SDP
Nathan Culp,25,4,4,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,2,0,0,0,2010,AAA,SDP
Aaron Cunningham,24,80,308,271,30,68,17,3,7,45,2,7,28,68,.251,.333,.413,.747,112,8,6,2,1,0,1,2010,AAA,SDP
Mike DeMark,27,30,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,0,2010,AAA,SDP
Chris Denorfia,29,34,134,121,17,37,10,4,2,12,7,1,12,18,.306,.368,.504,.873,61,5,0,1,0,0,1,2010,AAA,SDP
Luis Durango#,24,106,423,363,42,109,5,2,0,24,35,16,45,59,.300,.378,.325,.703,118,8,1,13,1,1,1,2010,AAA,SDP
Sean Gallagher,24,3,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,1,2010,AAA,SDP
Steve Garrison#,23,5,5,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,1,2010,AAA,SDP
Josh Geer,27,29,35,31,1,6,0,0,0,2,0,0,0,5,.194,.194,.194,.387,6,0,0,4,0,0,1,2010,AAA,SDP
