Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Dave Nilsson*,29,115,404,343,56,106,19,1,21,62,1,2,53,64,.309,.400,.554,.954,190,7,2,2,4,6,1
Mark Loretta,27,153,664,587,93,170,34,5,5,67,4,1,52,59,.290,.354,.390,.744,229,14,10,9,6,1,1
Ronnie Belliard,24,124,531,457,60,135,29,4,8,58,4,5,64,59,.295,.379,.429,.808,196,16,0,6,4,0,1
Jose Valentin#,29,89,313,256,45,58,9,5,10,38,3,2,48,52,.227,.347,.418,.765,107,3,2,2,5,7,1
Jeff Cirillo,29,157,697,607,98,198,35,1,15,88,7,4,75,83,.326,.401,.461,.862,280,15,5,3,7,4,1
Geoff Jenkins*,24,135,493,447,70,140,43,3,21,82,5,1,35,87,.313,.371,.564,.935,252,10,7,3,1,7,1
Marquis Grissom,32,154,661,603,92,161,27,1,20,83,24,6,49,109,.267,.320,.415,.734,250,12,0,4,5,4,1
Jeromy Burnitz*,30,130,580,467,87,126,33,2,33,103,7,3,91,124,.270,.402,.561,.963,262,11,16,0,6,7,1
Alex Ochoa,27,119,329,277,47,83,16,3,8,40,6,4,45,43,.300,.404,.466,.870,129,4,5,0,2,2,1
Sean Berry,33,106,281,259,26,59,11,1,2,23,0,0,17,50,.228,.281,.301,.582,78,4,3,0,2,0,1
Brian Banks#,28,105,249,219,34,53,7,1,5,22,6,1,25,59,.242,.317,.352,.669,77,2,0,3,2,5,1
Fernando Vina*,30,37,177,154,17,41,7,0,1,16,5,2,14,6,.266,.339,.331,.670,51,1,4,3,2,0,1
Rich Becker*,27,89,174,139,15,35,5,2,5,16,5,0,33,38,.252,.395,.424,.820,59,4,0,2,0,0,1
Lou Collier,25,74,152,135,18,35,9,0,2,21,3,2,14,32,.259,.325,.370,.695,50,2,0,1,2,0,1
Kevin Barker*,23,38,127,117,13,33,3,0,3,23,1,0,9,19,.282,.331,.385,.715,45,0,0,0,1,1,1
Bobby Hughes,28,48,106,101,10,26,2,0,3,8,0,0,5,28,.257,.292,.366,.659,37,3,0,0,0,0,1
Charlie Greene,28,32,49,42,4,8,1,0,0,1,0,0,5,11,.190,.271,.214,.485,9,0,0,1,1,0,1
Robinson Cancel,23,15,48,44,5,8,2,0,0,5,0,0,2,12,.182,.234,.227,.461,10,0,1,1,0,0,1
Lyle Mouton,30,14,19,17,2,3,1,0,1,3,0,0,2,3,.176,.263,.412,.675,7,0,0,0,0,0,1
Eddie Zosky,31,8,8,7,1,1,0,0,0,0,0,0,1,2,.143,.250,.143,.393,1,0,0,0,0,0,1
