Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Willie Adams,27,0,2,.000,5.47,22,0,15,0,0,4,26.1,38,18,16,4,7,2,21,1,0,0,124,1.709,13.0,1.4,2.4,7.2,3.00,,1
Brian Barkley*,24,0,0,,4.50,2,0,1,0,0,0,4.0,3,2,2,0,1,0,1,0,0,0,15,1.000,6.8,0.0,2.3,2.3,1.00,,1
Rod Beck,31,1,0,1.000,0.00,3,0,0,0,0,0,6.0,4,0,0,0,0,0,7,0,0,0,22,0.667,6.0,0.0,0.0,10.5,,,1
Joel Bennett,30,1,1,.500,5.08,19,0,3,0,0,0,33.2,37,21,19,5,15,1,29,1,0,0,147,1.545,9.9,1.3,4.0,7.8,1.93,,1
Carlos Castillo,25,2,3,.400,4.66,16,4,4,0,0,0,48.1,42,26,25,9,8,1,27,2,1,0,195,1.034,7.8,1.7,1.5,5.0,3.38,,1
Jin Ho Cho,24,4,3,.571,4.65,13,9,2,1,0,0,71.2,77,37,37,9,13,3,37,0,0,0,298,1.256,9.7,1.1,1.6,4.6,2.85,,1
Paxton Crawford,22,7,4,.636,4.55,12,11,1,1,1,0,61.1,47,32,31,6,22,1,47,6,0,0,252,1.125,6.9,0.9,3.2,6.9,2.14,,1
Rich Croushore,29,0,1,.000,3.43,11,0,5,0,0,0,21.0,16,8,8,1,10,0,23,0,0,2,87,1.238,6.9,0.4,4.3,9.9,2.30,,1
Jared Fernandez,28,10,4,.714,3.02,31,9,17,2,0,4,113.1,103,51,38,10,36,0,65,5,1,11,464,1.226,8.2,0.8,2.9,5.2,1.81,,1
Kevin Foster,31,2,4,.333,4.02,9,9,0,0,0,0,47.0,39,23,21,2,27,1,50,0,0,0,203,1.404,7.5,0.4,5.2,9.6,1.85,,1
Andy Hazlett*,24,0,0,,24.00,3,0,0,0,0,0,3.0,11,8,8,1,0,0,4,0,0,0,20,3.667,33.0,3.0,0.0,12.0,,,0
Sun-Woo Kim,22,11,7,.611,6.03,26,25,0,0,0,0,134.1,170,98,90,17,42,1,116,5,0,5,603,1.578,11.4,1.1,2.8,7.8,2.76,,1
Sang-Hoon Lee*,29,5,2,.714,2.03,45,1,18,0,0,2,71.0,51,23,16,5,24,2,73,1,4,1,287,1.056,6.5,0.6,3.0,9.3,3.04,,1
Ramon Martinez,32,1,0,1.000,2.31,2,2,0,0,0,0,11.2,8,4,3,1,4,0,10,0,0,0,46,1.029,6.2,0.8,3.1,7.7,2.50,,1
Tomo Ohka,24,9,6,.600,2.96,19,19,0,3,2,0,130.2,111,52,43,15,23,1,78,3,0,2,513,1.026,7.6,1.0,1.6,5.4,3.39,,1
Dario Perez,30,5,1,.833,3.27,14,0,6,0,0,0,33.0,28,14,12,2,12,3,27,2,0,1,135,1.212,7.6,0.5,3.3,7.4,2.25,,0
Hipolito Pichardo,30,0,0,,0.00,3,0,3,0,0,0,4.2,2,0,0,0,0,0,4,0,0,0,16,0.429,3.9,0.0,0.0,7.7,,,1
Nerio Rodriguez,29,0,1,.000,9.49,12,1,2,0,0,0,24.2,38,28,26,9,9,0,23,0,0,3,118,1.905,13.9,3.3,3.3,8.4,2.56,,1
Mel Rojas,33,0,0,,3.00,3,0,2,0,0,0,3.0,1,1,1,0,3,1,2,0,0,0,13,1.333,3.0,0.0,9.0,6.0,0.67,,1
Brian Rose,24,4,1,.800,3.19,5,5,0,1,0,0,31.0,28,13,11,2,13,0,20,1,0,0,134,1.323,8.1,0.6,3.8,5.8,1.54,,1
Bret Saberhagen,36,0,0,,5.54,4,4,0,0,0,0,13.0,14,8,8,2,4,0,9,0,0,0,54,1.385,9.7,1.4,2.8,6.2,2.25,,1
Julio Santana,27,5,3,.625,4.71,12,12,0,0,0,0,65.0,61,34,34,7,23,0,55,2,2,0,271,1.292,8.4,1.0,3.2,7.6,2.39,,1
Pete Schourek*,31,0,0,,0.00,1,1,0,0,0,0,3.0,1,0,0,0,1,0,1,0,0,0,11,0.667,3.0,0.0,3.0,3.0,1.00,,1
Jason Sekany,24,3,3,.500,5.47,17,7,2,1,0,0,52.2,59,34,32,8,16,2,29,2,0,4,229,1.424,10.1,1.4,2.7,5.0,1.81,,0
Andy Sheets,28,0,0,,0.00,2,0,2,0,0,0,2.0,1,0,0,0,0,0,1,0,0,0,7,0.500,4.5,0.0,0.0,4.5,,,1
Dan Smith,24,7,10,.412,4.84,24,21,1,2,1,0,124.2,134,72,67,15,41,1,70,9,0,7,546,1.404,9.7,1.1,3.0,5.1,1.71,,1
Rob Stanifer,28,3,4,.429,1.89,41,0,35,0,0,16,52.1,40,13,11,6,20,1,42,1,0,4,204,1.146,6.9,1.0,3.4,7.2,2.10,,1
John Wasdin,27,1,0,1.000,2.25,5,3,2,0,0,1,16.0,7,4,4,0,2,0,11,1,0,0,57,0.563,3.9,0.0,1.1,6.2,5.50,,1
Tim Young*,26,1,1,.500,2.40,32,0,11,0,0,6,41.1,35,13,11,5,12,1,43,3,0,0,171,1.137,7.6,1.1,2.6,9.4,3.58,,1
29 Players,26.4,82,61,.573,4.13,143,143,132,11,9,33,1249.2,1206,637,574,141,388,22,925,45,8,40,5242,1.276,8.7,1.0,2.8,6.7,2.38,,0
