Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Corey Kluber,32,20,7,.741,2.89,33,33,0,2,1,0,215.0,179,75,69,25,34,0,222,3,0,2,842,0.991,7.5,1.0,1.4,9.3,6.53,1,2018,MLB,CLE
Mike Clevinger,27,13,8,.619,3.02,32,32,0,1,1,0,200.0,164,71,67,21,67,0,207,4,0,4,810,1.155,7.4,0.9,3.0,9.3,3.09,1,2018,MLB,CLE
Carlos Carrasco,31,17,10,.630,3.38,32,30,1,2,0,0,192.0,173,78,72,21,43,4,231,6,0,9,784,1.125,8.1,1.0,2.0,10.8,5.37,1,2018,MLB,CLE
Trevor Bauer,27,12,6,.667,2.21,28,27,1,0,0,1,175.1,134,51,43,9,57,2,221,9,0,12,717,1.089,6.9,0.5,2.9,11.3,3.88,1,2018,MLB,CLE
Shane Bieber,23,11,5,.688,4.55,20,19,0,0,0,0,114.2,130,60,58,13,23,0,118,2,0,5,485,1.334,10.2,1.0,1.8,9.3,5.13,1,2018,MLB,CLE
Adam Plutko,26,4,5,.444,5.28,17,12,4,0,0,1,76.2,78,45,45,21,23,1,60,1,1,3,326,1.317,9.2,2.5,2.7,7.0,2.61,1,2018,MLB,CLE
Cody Allen,29,4,6,.400,4.70,70,0,45,0,0,27,67.0,58,35,35,11,33,2,80,4,0,3,289,1.358,7.8,1.5,4.4,10.7,2.42,1,2018,MLB,CLE
Dan Otero,33,2,1,.667,5.22,61,0,19,0,0,1,58.2,69,36,34,12,5,3,43,3,1,0,247,1.261,10.6,1.8,0.8,6.6,8.60,1,2018,MLB,CLE
Neil Ramirez,29,0,3,.000,4.54,47,0,9,0,0,0,41.2,36,21,21,9,18,1,51,3,0,0,180,1.296,7.8,1.9,3.9,11.0,2.83,1,2018,MLB,CLE
Oliver Perez*,36,1,1,.500,1.39,51,0,1,0,0,0,32.1,17,6,5,1,7,3,43,2,0,1,120,0.742,4.7,0.3,1.9,12.0,6.14,1,2018,MLB,CLE
Tyler Olson*,28,2,1,.667,4.94,43,0,5,0,0,0,27.1,26,16,15,4,12,2,40,0,0,1,118,1.390,8.6,1.3,4.0,13.2,3.33,1,2018,MLB,CLE
Josh Tomlin,33,2,5,.286,6.14,32,9,19,0,0,0,70.1,92,52,48,25,12,1,46,4,0,5,321,1.479,11.8,3.2,1.5,5.9,3.83,1,2018,MLB,CLE
Zach McAllister,30,1,2,.333,4.97,41,0,14,0,0,0,41.2,47,25,23,7,10,1,34,1,0,2,180,1.368,10.2,1.5,2.2,7.3,3.40,1,2018,MLB,CLE
Andrew Miller*,33,2,4,.333,4.24,37,0,5,0,0,2,34.0,31,16,16,3,16,1,45,5,0,1,154,1.382,8.2,0.8,4.2,11.9,2.81,1,2018,MLB,CLE
Brad Hand*,28,0,1,.000,2.28,28,0,11,0,0,8,27.2,19,7,7,3,13,1,41,2,0,1,115,1.157,6.2,1.0,4.2,13.3,3.15,1,2018,MLB,CLE
Adam Cimber,27,0,3,.000,4.05,28,0,6,0,0,0,20.0,26,9,9,3,7,6,7,4,0,1,92,1.650,11.7,1.4,3.2,3.2,1.00,1,2018,MLB,CLE
Nick Goody,26,0,2,.000,6.94,12,0,1,0,0,0,11.2,15,9,9,4,5,1,12,1,0,1,58,1.714,11.6,3.1,3.9,9.3,2.40,1,2018,MLB,CLE
Matt Belisle,38,0,0,,5.06,8,0,3,0,0,0,10.2,9,6,6,1,1,0,4,2,0,1,44,0.938,7.6,0.8,0.8,3.4,4.00,1,2018,MLB,CLE
Jon Edwards,30,0,0,,3.12,9,0,0,0,0,0,8.2,6,4,3,2,4,0,10,0,0,0,37,1.154,6.2,2.1,4.2,10.4,2.50,1,2018,MLB,CLE
Evan Marshall,28,0,0,,7.71,10,0,1,0,0,0,7.0,12,6,6,0,4,0,9,1,0,1,37,2.286,15.4,0.0,5.1,11.6,2.25,1,2018,MLB,CLE
Ben Taylor,25,0,0,,6.00,6,0,4,0,0,0,6.0,6,4,4,2,1,0,8,0,0,0,25,1.167,9.0,3.0,1.5,12.0,8.00,1,2018,MLB,CLE
George Kontos,33,0,0,,3.38,6,0,4,0,0,0,5.1,3,2,2,1,2,0,4,0,0,1,21,0.938,5.1,1.7,3.4,6.8,2.00,1,2018,MLB,CLE
Jeff Beliveau*,31,0,0,,11.57,9,0,2,0,0,1,4.2,7,6,6,2,5,0,2,1,0,0,26,2.571,13.5,3.9,9.6,3.9,0.40,1,2018,MLB,CLE
Oliver Drake,31,0,0,,12.46,4,0,0,0,0,0,4.1,7,6,6,0,1,0,4,1,0,0,22,1.846,14.5,0.0,2.1,8.3,4.00,1,2018,MLB,CLE
Marc Rzepczynski*,32,0,0,,0.00,5,0,1,0,0,0,2.2,3,0,0,0,1,0,1,0,0,0,10,1.500,10.1,0.0,3.4,3.4,1.00,1,2018,MLB,CLE
Brandon Guyer,32,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0.000,0.0,0.0,0.0,0.0,,1,2018,MLB,CLE
Alexi Ogando,34,0,1,.000,18.00,1,0,0,0,0,0,1.0,2,2,2,0,3,0,1,0,0,0,8,5.000,18.0,0.0,27.0,9.0,0.33,1,2018,MLB,CLE
