Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Blake Amaral,21,20,76,68,12,12,3,1,1,14,4,1,2,24,.176,.250,.294,.544,20,1,5,0,1,0,0
Tyson Auer,26,5,24,22,4,7,2,0,0,0,2,0,2,4,.318,.375,.409,.784,9,1,0,0,0,0,0
Glenn Beltran,20,41,176,163,15,43,5,3,1,14,1,1,10,40,.264,.313,.350,.662,57,4,2,0,1,0,0
Ryan Bolden,20,32,121,98,18,13,2,1,2,6,2,2,21,40,.133,.289,.235,.524,23,1,1,0,1,0,0
Joel Capote,22,9,37,30,7,11,2,0,1,6,3,0,5,3,.367,.472,.533,1.006,16,0,1,1,0,0,0
Jeremy Cruz,25,1,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Ryan Dalton,20,29,129,110,18,24,11,0,1,14,0,0,11,28,.218,.307,.345,.653,38,4,4,2,2,0,0
Quinten Davis,19,39,148,132,13,32,6,1,0,4,3,2,14,40,.242,.320,.303,.623,40,4,1,1,0,0,0
Kody Eaves*,18,42,187,165,25,43,7,5,2,19,6,0,16,34,.261,.328,.400,.728,66,2,2,1,3,0,0
Adrian Gutierrez,21,6,15,15,1,4,0,0,0,2,0,0,0,1,.267,.267,.267,.533,4,1,0,0,0,0,0
Raul Linares#,21,20,66,61,4,11,0,2,0,6,5,0,4,19,.180,.242,.246,.488,15,0,1,0,0,0,0
Zac Livingston,22,9,15,14,1,3,1,0,0,0,0,0,0,2,.214,.214,.286,.500,4,2,0,1,0,0,0
Sandy Martinez#,19,27,107,92,11,27,5,0,0,10,0,0,13,8,.293,.393,.348,.740,32,1,2,0,0,0,0
Samir Mendez,19,26,111,106,8,23,2,0,0,16,0,1,4,20,.217,.243,.236,.479,25,2,0,0,1,0,0
Chase Patterson,18,18,66,58,8,11,3,0,0,5,0,0,4,31,.190,.262,.241,.503,14,0,2,1,1,0,0
Pedro Pizarro,18,15,55,51,6,9,2,0,0,3,0,2,2,15,.176,.236,.216,.452,11,2,2,0,0,0,0
Jose Rondon,18,48,213,192,26,50,13,2,1,20,5,5,14,24,.260,.314,.365,.679,70,4,2,3,2,0,1
Chance Ross,22,23,87,74,9,21,3,2,0,12,3,0,9,11,.284,.372,.378,.750,28,0,2,1,1,0,0
James Sneed*,20,50,218,185,26,45,5,1,0,20,7,8,25,32,.243,.346,.281,.627,52,1,4,4,0,0,0
Pedro Toribio#,21,30,122,116,29,44,7,5,0,7,7,1,4,17,.379,.397,.526,.923,61,2,0,1,1,0,0
Landis Ware,23,21,88,74,11,24,9,1,0,16,3,0,9,16,.324,.402,.473,.875,35,1,2,1,2,0,0
Jackson Whitley*,19,32,134,110,13,25,5,1,1,16,0,1,23,31,.227,.366,.318,.684,35,5,1,0,0,0,0
