Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Robinson Arno,19,31,109,96,7,23,7,0,4,15,1,0,10,34,.240,.321,.438,.759,42,0,2,0,1,0,0,2012,Rookie,ATL
Justin Black,19,41,157,132,15,24,2,1,2,7,3,4,19,54,.182,.292,.258,.550,34,1,2,3,1,0,0,2012,Rookie,ATL
K.C. Clabough,23,28,81,65,13,16,4,0,0,4,7,1,6,11,.246,.383,.308,.690,20,0,9,0,1,0,0,2012,Rookie,ATL
Emmanuel Daniel,20,29,76,73,4,14,1,0,1,5,2,3,1,16,.192,.213,.247,.460,18,5,1,1,0,0,0,2012,Rookie,ATL
Bryan De La Rosa,18,29,73,68,5,11,1,0,1,3,0,1,2,30,.162,.194,.221,.415,15,3,1,1,1,0,0,2012,Rookie,ATL
Mike Dodig*,18,37,143,132,10,23,5,1,2,11,2,0,8,37,.174,.224,.273,.497,36,1,1,0,2,0,0,2012,Rookie,ATL
Eric Garcia*,21,24,104,87,14,22,5,0,3,13,2,3,15,22,.253,.375,.414,.789,36,3,2,0,0,0,0,2012,Rookie,ATL
Hector Garcia,20,21,74,66,5,19,3,0,0,7,2,1,7,16,.288,.365,.333,.698,22,2,1,0,0,0,0,2012,Rookie,ATL
Evan Gattis,25,4,13,12,2,6,0,0,0,1,0,0,1,2,.500,.538,.500,1.038,6,0,0,0,0,0,1,2012,Rookie,ATL
Victor Gomez,23,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2012,Rookie,ATL
Tommy La Stella*,23,5,18,13,4,3,0,1,1,3,0,0,4,1,.231,.444,.615,1.060,8,0,1,0,0,0,1,2012,Rookie,ATL
Chase Larsson*,23,5,17,12,1,4,0,0,0,1,2,0,5,2,.333,.529,.333,.863,4,0,0,0,0,0,0,2012,Rookie,ATL
Jackson Laumann,18,34,127,119,9,30,5,0,1,10,0,1,7,27,.252,.299,.319,.619,38,4,1,0,0,0,0,2012,Rookie,ATL
Connor Lien,18,48,180,149,30,34,4,2,0,11,15,3,19,49,.228,.352,.282,.634,42,2,10,1,1,0,0,2012,Rookie,ATL
Cody Livesay*,18,27,94,79,14,18,1,0,0,5,5,2,13,24,.228,.333,.241,.574,19,0,0,1,1,0,0,2012,Rookie,ATL
Luis Madrid,19,39,124,111,12,24,4,0,0,8,0,0,6,12,.216,.293,.252,.545,28,5,6,1,0,0,0,2012,Rookie,ATL
Joey Meneses,20,41,159,145,13,44,5,5,0,14,2,4,9,29,.303,.352,.407,.759,59,4,3,0,2,0,0,2012,Rookie,ATL
Seth Moranda,19,27,104,86,11,21,1,0,0,5,2,1,12,22,.244,.375,.256,.631,22,1,6,0,0,0,0,2012,Rookie,ATL
Anthony Nunez,22,23,44,40,5,11,3,0,0,4,2,0,4,12,.275,.341,.350,.691,14,2,0,0,0,0,0,2012,Rookie,ATL
Jordan Parraz,27,3,12,12,1,3,0,0,0,2,1,0,0,1,.250,.250,.250,.500,3,0,0,0,0,0,0,2012,Rookie,ATL
Jose Peraza,18,21,92,85,17,27,3,3,0,10,10,3,4,6,.318,.348,.424,.772,36,0,0,3,0,0,1,2012,Rookie,ATL
Carlos Sanchez,18,28,87,78,7,19,5,0,0,6,2,2,7,14,.244,.310,.308,.618,24,2,1,0,1,0,0,2012,Rookie,ATL
Fernelys Sanchez#,18,17,67,58,6,9,1,0,1,5,3,1,9,32,.155,.269,.224,.493,13,1,0,0,0,0,0,2012,Rookie,ATL
Tyler Tewell*,20,35,99,93,12,29,6,1,3,24,1,1,3,13,.312,.323,.495,.818,46,2,0,0,3,0,0,2012,Rookie,ATL
Angel Vargas#,24,17,54,43,4,6,1,0,0,2,3,0,7,24,.140,.283,.163,.446,7,0,2,1,1,0,0,2012,Rookie,ATL
