Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Andrew Barbosa*,28,0,0,,0.00,3,2,0,0,0,0,5.2,3,0,0,0,0,0,4,0,0,0,18,0.529,4.8,0.0,0.0,6.4,,,0
Enmanuel Berihuete,22,2,1,.667,4.91,17,0,9,0,0,1,25.2,26,20,14,1,9,0,23,4,0,5,115,1.364,9.1,0.4,3.2,8.1,2.56,,0
Garrison Bryant,17,0,0,,9.72,7,0,1,0,0,0,8.1,15,9,9,0,2,0,5,2,0,2,43,2.040,16.2,0.0,2.2,5.4,2.50,,0
Connor Buchmann,22,0,0,,3.00,1,1,0,0,0,0,3.0,3,1,1,0,3,0,3,0,0,0,14,2.000,9.0,0.0,9.0,9.0,1.00,,0
Luis Carreno,20,1,0,1.000,2.35,9,0,4,0,0,0,15.1,7,4,4,0,5,0,16,1,0,1,60,0.783,4.1,0.0,2.9,9.4,3.20,,0
Matt Cleveland,18,0,1,.000,12.27,7,0,1,0,0,0,7.1,12,12,10,1,6,0,2,0,0,3,40,2.455,14.7,1.2,7.4,2.5,0.33,,0
Yeudy Colon,21,4,2,.667,4.84,16,0,8,0,0,1,22.1,17,13,12,0,18,2,25,1,0,8,101,1.567,6.9,0.0,7.3,10.1,1.39,,0
Luis De Los Santos,22,3,4,.429,2.62,10,7,0,0,0,0,55.0,53,22,16,3,7,0,37,2,1,8,220,1.091,8.7,0.5,1.1,6.1,5.29,,0
Nicolas Debora,22,4,2,.667,4.46,11,7,1,0,0,0,40.1,39,21,20,4,12,0,41,7,0,2,173,1.264,8.7,0.9,2.7,9.1,3.42,,0
Jose Geraldo,20,2,0,1.000,1.31,5,3,1,1,0,0,20.2,15,7,3,0,3,0,15,1,0,1,79,0.871,6.5,0.0,1.3,6.5,5.00,,0
Carlos Hernandez,21,1,8,.111,5.07,11,10,0,0,0,0,55.0,58,33,31,3,15,0,43,7,0,1,236,1.327,9.5,0.5,2.5,7.0,2.87,,0
Chase Huchingson*,27,0,0,,3.38,3,1,0,0,0,0,2.2,4,1,1,0,1,0,5,0,0,2,12,1.875,13.5,0.0,3.4,16.9,5.00,,0
Christian James,18,0,1,.000,0.52,14,0,8,0,0,3,17.1,11,2,1,0,5,0,15,1,0,2,70,0.923,5.7,0.0,2.6,7.8,3.00,,0
Marbin Montijo,19,1,2,.333,3.05,11,5,1,0,0,1,38.1,32,13,13,4,19,0,17,3,1,3,156,1.330,7.5,0.9,4.5,4.0,0.89,,0
Joe Napolitano,24,1,0,1.000,0.00,3,0,2,0,0,1,4.0,2,0,0,0,1,0,3,1,0,0,16,0.750,4.5,0.0,2.3,6.8,3.00,,0
Aneury Olivo*,21,0,0,,4.76,1,1,0,0,0,0,5.2,5,3,3,0,3,0,3,1,0,0,25,1.412,7.9,0.0,4.8,4.8,1.00,,0
Corey Oswalt,22,0,0,,0.00,1,1,0,0,0,0,1.0,0,0,0,0,0,0,3,1,0,0,4,0.000,0.0,0.0,0.0,27.0,,,1
Josh Prevost,24,0,0,,4.76,2,2,0,0,0,0,5.2,7,5,3,0,1,0,4,0,0,1,26,1.412,11.1,0.0,1.6,6.4,4.00,,0
Kyle Regnault*,27,0,0,,1.80,4,2,0,0,0,0,5.0,3,1,1,1,1,0,8,0,0,0,19,0.800,5.4,1.8,1.8,14.4,8.00,,0
Richard Reina,21,2,1,.667,6.32,15,0,6,0,0,0,15.2,13,11,11,1,16,1,9,6,0,2,79,1.851,7.5,0.6,9.2,5.2,0.56,,0
Dariel Rivera,18,0,0,,2.79,8,0,2,0,0,1,9.2,7,5,3,0,5,0,3,1,0,0,41,1.241,6.5,0.0,4.7,2.8,0.60,,0
Ronald Sanchez,22,1,2,.333,5.23,10,1,3,0,0,2,20.2,21,13,12,0,12,0,20,2,0,7,93,1.597,9.1,0.0,5.2,8.7,1.67,,0
Luis Silva,19,2,1,.667,3.06,9,7,0,0,0,0,35.1,30,16,12,2,15,0,24,5,0,5,149,1.274,7.6,0.5,3.8,6.1,1.60,,0
Sixto Torres*,20,2,1,.667,1.89,4,2,0,0,0,0,19.0,14,4,4,1,7,0,21,0,0,3,76,1.105,6.6,0.5,3.3,9.9,3.00,,0
Eric Villanueva,18,0,1,.000,6.97,10,0,4,0,0,0,10.1,11,11,8,1,13,0,5,3,0,3,58,2.323,9.6,0.9,11.3,4.4,0.38,,0
Ezequiel Zabaleta,20,0,2,.000,3.28,9,3,3,0,0,1,24.2,23,12,9,2,2,0,20,1,0,2,103,1.014,8.4,0.7,0.7,7.3,10.00,,0
26 Players,20.7,26,29,.473,3.78,55,55,54,1,1,11,473.2,431,239,199,24,181,3,374,50,2,61,2026,1.292,8.2,0.5,3.4,7.1,2.07,,0
