Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Nick Andros*,23,0,2,.000,9.20,16,0,7,0,0,2,30.1,48,37,31,7,14,2,31,3,0,3,153,2.044,14.2,2.1,4.2,9.2,2.21,,0
Brian Bayliss,21,4,1,.800,3.18,11,0,9,0,0,2,17.0,20,7,6,1,5,2,14,0,0,2,74,1.471,10.6,0.5,2.6,7.4,2.80,,0
Enmanuel Camacho*,21,2,2,.500,4.54,19,0,8,0,0,1,33.2,29,25,17,3,21,1,22,2,0,3,157,1.485,7.8,0.8,5.6,5.9,1.05,,0
Reinaldo Cepin*,22,1,4,.200,3.86,15,4,7,0,0,1,44.1,46,24,19,2,18,1,31,0,0,3,198,1.444,9.3,0.4,3.7,6.3,1.72,,0
Igol Feliz,23,3,3,.500,5.08,13,13,0,0,0,0,72.2,90,50,41,9,23,0,32,6,1,3,326,1.555,11.1,1.1,2.8,4.0,1.39,,0
Christian Flecha*,21,1,1,.500,6.03,17,0,10,0,0,1,31.1,34,22,21,2,19,0,37,0,2,5,148,1.691,9.8,0.6,5.5,10.6,1.95,,0
Jason Freeman,24,3,2,.600,4.75,18,0,5,0,0,2,36.0,42,26,19,3,11,1,46,2,0,7,167,1.472,10.5,0.8,2.8,11.5,4.18,,0
Arnaldo Hernandez,20,5,2,.714,5.86,14,14,0,0,0,0,70.2,99,54,46,7,18,0,63,2,0,9,322,1.656,12.6,0.9,2.3,8.0,3.50,,0
Sam Lewis,24,0,0,,6.75,2,0,1,0,0,0,4.0,5,3,3,1,0,0,3,0,0,0,16,1.250,11.3,2.3,0.0,6.8,,,0
Richard Lovelady*,20,0,1,.000,1.84,13,0,11,0,0,6,14.2,10,4,3,0,7,0,16,1,0,2,58,1.159,6.1,0.0,4.3,9.8,2.29,,1
Alex Luna,23,5,1,.833,3.90,12,8,1,0,0,0,55.1,68,25,24,4,9,0,55,8,0,1,230,1.392,11.1,0.7,1.5,8.9,6.11,,0
Andres Machado,23,2,4,.333,3.99,13,13,0,0,0,0,58.2,67,35,26,5,14,0,64,4,1,5,260,1.381,10.3,0.8,2.1,9.8,4.57,,1
Stephen Milligan*,23,3,3,.500,7.22,18,0,9,0,0,0,33.2,50,28,27,1,11,0,39,1,1,2,163,1.812,13.4,0.3,2.9,10.4,3.55,,0
Matt Portland*,22,4,3,.571,5.25,13,13,0,0,0,0,60.0,63,50,35,5,37,0,57,6,0,4,279,1.667,9.5,0.8,5.6,8.6,1.54,,0
Reid Redman,27,1,0,1.000,4.50,3,0,2,0,0,0,6.0,5,3,3,1,0,0,8,0,0,0,22,0.833,7.5,1.5,0.0,12.0,,,0
Sam Selman*,25,0,0,,9.00,4,0,0,0,0,0,6.0,11,9,6,0,4,0,10,0,0,2,34,2.500,16.5,0.0,6.0,15.0,2.50,,1
Jace Vines,21,1,6,.143,6.47,12,11,1,0,0,1,55.2,79,51,40,6,17,0,35,1,0,7,262,1.725,12.8,1.0,2.7,5.7,2.06,,0
Cole Way*,24,4,1,.800,5.64,18,0,5,0,0,1,30.1,32,21,19,3,23,0,31,1,0,8,142,1.813,9.5,0.9,6.8,9.2,1.35,,0
Paul Young,23,1,0,1.000,0.00,4,0,0,0,0,0,5.0,3,1,0,0,4,0,4,0,0,0,21,1.400,5.4,0.0,7.2,7.2,1.00,,0
19 Players,22.2,40,36,.526,5.21,76,76,76,0,2,17,665.1,801,475,385,60,255,7,598,37,5,66,3032,1.587,10.8,0.8,3.4,8.1,2.35,,0
