Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Chris Sale*,28,17,8,.680,2.90,32,32,0,1,0,0,214.1,165,73,69,24,43,0,308,8,0,3,851,157,2.45,0.970,6.9,1.0,1.8,12.9,7.16,1
SP,Rick Porcello,28,11,17,.393,4.65,33,33,0,2,0,0,203.1,236,125,105,38,48,1,181,6,0,5,885,98,4.60,1.397,10.4,1.7,2.1,8.0,3.77,1
SP,Drew Pomeranz*,28,17,6,.739,3.32,32,32,0,0,0,0,173.2,166,69,64,19,69,0,174,4,0,6,740,137,3.84,1.353,8.6,1.0,3.6,9.0,2.52,1
SP,Eduardo Rodriguez*,24,6,7,.462,4.19,25,24,1,0,0,0,137.1,126,66,64,19,50,1,150,5,1,1,582,109,3.97,1.282,8.3,1.2,3.3,9.8,3.00,1
SP,Doug Fister,33,5,9,.357,4.88,18,15,3,1,0,0,90.1,87,55,49,9,38,3,83,3,1,2,392,94,3.98,1.384,8.7,0.9,3.8,8.3,2.18,1
SP,David Price*,31,6,3,.667,3.38,16,11,1,0,0,0,74.2,65,30,28,8,24,0,76,4,0,2,317,135,3.64,1.192,7.8,1.0,2.9,9.2,3.17,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Craig Kimbrel,29,5,0,1.000,1.43,67,0,51,0,0,35,69.0,33,11,11,6,14,0,126,4,0,5,254,319,1.42,0.681,4.3,0.8,1.8,16.4,9.00,1
RP,Matt Barnes,27,7,3,.700,3.88,70,0,15,0,0,1,69.2,57,31,30,7,28,0,83,1,0,3,287,118,3.33,1.220,7.4,0.9,3.6,10.7,2.96,1
RP,Heath Hembree,28,2,3,.400,3.63,62,0,8,0,0,0,62.0,72,29,25,10,18,0,70,1,0,2,271,126,3.92,1.452,10.5,1.5,2.6,10.2,3.89,1
