Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Ariel Miranda*,28,8,7,.533,5.12,31,29,1,1,0,0,160.0,140,93,91,37,63,1,137,5,0,8,678,81,5.73,1.269,7.9,2.1,3.5,7.7,2.17,1
SP,James Paxton*,28,12,5,.706,2.98,24,24,0,0,0,0,136.0,113,47,45,9,37,1,156,3,1,15,552,140,2.61,1.103,7.5,0.6,2.4,10.3,4.22,1
SP,Yovani Gallardo,31,5,10,.333,5.72,28,22,4,0,0,1,130.2,138,84,83,24,60,3,94,2,0,7,578,73,5.53,1.515,9.5,1.7,4.1,6.5,1.57,1
SP,Felix Hernandez,31,6,5,.545,4.36,16,16,0,0,0,0,86.2,86,46,42,17,26,0,78,6,0,8,368,96,5.02,1.292,8.9,1.8,2.7,8.1,3.00,1
SP,Sam Gaviglio,27,3,5,.375,4.62,12,11,1,0,0,0,62.1,63,37,32,15,21,1,40,2,2,1,259,91,6.11,1.348,9.1,2.2,3.0,5.8,1.90,1
SP,Erasmo Ramirez,27,1,3,.250,3.92,11,11,0,0,0,0,62.0,57,31,27,12,15,1,54,1,0,0,257,107,4.71,1.161,8.3,1.7,2.2,7.8,3.60,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Edwin Diaz,23,4,6,.400,3.27,66,0,52,0,0,34,66.0,44,28,24,10,32,2,89,3,1,3,278,128,4.02,1.152,6.0,1.4,4.4,12.1,2.78,1
RP,Nick Vincent,30,3,3,.500,3.20,69,0,7,0,0,0,64.2,62,23,23,3,13,5,50,0,0,0,262,131,2.82,1.160,8.6,0.4,1.8,7.0,3.85,1
RP,James Pazos*,26,4,5,.444,3.86,59,0,7,0,0,0,53.2,51,30,23,7,24,0,65,5,1,4,240,109,4.05,1.398,8.6,1.2,4.0,10.9,2.71,1
RP,Tony Zych,26,6,3,.667,2.66,45,0,7,0,0,1,40.2,30,12,12,2,21,3,35,5,1,1,173,158,3.99,1.254,6.6,0.4,4.6,7.7,1.67,1
RP,Marc Rzepczynski*,31,2,2,.500,4.02,64,0,6,0,0,1,31.1,29,16,14,2,20,5,25,1,0,3,137,105,4.40,1.564,8.3,0.6,5.7,7.2,1.25,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andrew Moore,23,1,5,.167,5.34,11,9,1,0,0,0,59.0,60,36,35,14,8,0,31,1,0,0,243,78,5.65,1.153,9.2,2.1,1.2,4.7,3.88,1
,Christian Bergman,29,4,5,.444,5.00,13,8,2,0,0,0,54.0,61,31,30,12,15,1,33,3,0,0,230,84,5.82,1.407,10.2,2.0,2.5,5.5,2.20,1
,Emilio Pagan,26,2,3,.400,3.22,34,0,9,0,0,0,50.1,39,20,18,7,8,0,56,1,0,1,196,130,3.28,0.934,7.0,1.3,1.4,10.0,7.00,1
,Dan Altavilla,24,1,1,.500,4.24,41,0,13,0,0,0,46.2,43,27,22,9,20,1,52,1,0,9,203,99,4.79,1.350,8.3,1.7,3.9,10.0,2.60,1
,Casey Lawrence,29,2,0,1.000,5.57,23,0,10,0,0,0,42.0,56,27,26,9,14,1,45,1,0,1,192,75,4.87,1.667,12.0,1.9,3.0,9.6,3.21,1
,Andrew Albers*,31,5,1,.833,3.51,9,6,2,0,0,1,41.0,43,22,16,6,10,0,37,2,0,1,178,119,4.13,1.293,9.4,1.3,2.2,8.1,3.70,1
,Marco Gonzales*,25,1,1,.500,5.40,10,7,1,0,0,0,36.2,53,22,22,5,11,0,30,1,0,2,169,78,4.28,1.745,13.0,1.2,2.7,7.4,2.73,1
,Mike Leake,29,3,1,.750,2.53,5,5,0,0,0,0,32.0,32,10,9,1,2,0,27,2,0,1,128,166,2.25,1.063,9.0,0.3,0.6,7.6,13.50,1
,Hisashi Iwakuma,36,0,2,.000,4.35,6,6,0,0,0,0,31.0,27,16,15,7,12,0,16,2,0,1,128,97,6.42,1.258,7.8,2.0,3.5,4.6,1.33,1
,Chase De Jong,23,0,3,.000,6.35,7,4,2,0,0,0,28.1,31,20,20,5,13,0,13,0,0,0,125,66,5.91,1.553,9.8,1.6,4.1,4.1,1.00,1
,Steve Cishek,31,1,1,.500,3.15,23,0,8,0,0,1,20.0,13,7,7,3,7,1,15,1,1,1,80,134,4.81,1.000,5.9,1.4,3.2,6.8,2.14,1
,Dillon Overton*,25,0,0,,6.38,9,1,4,0,0,0,18.1,21,15,13,4,2,1,8,0,0,3,79,66,5.45,1.255,10.3,2.0,1.0,3.9,4.00,1
,Ryan Garton,27,0,0,,1.54,13,0,3,0,0,0,11.2,5,2,2,1,1,0,7,0,0,0,42,278,3.33,0.514,3.9,0.8,0.8,5.4,7.00,1
,David Phelps,30,2,1,.667,3.12,10,0,1,0,0,0,8.2,9,3,3,0,5,0,11,1,0,0,41,139,2.70,1.615,9.3,0.0,5.2,11.4,2.20,1
,Jean Machi,35,1,0,1.000,1.17,5,0,0,0,0,0,7.2,7,2,1,1,4,0,4,0,0,0,31,371,5.38,1.435,8.2,1.2,4.7,4.7,1.00,1
,Evan Marshall,27,0,0,,9.39,6,0,2,0,0,0,7.2,12,8,8,1,5,1,4,0,0,0,38,46,5.77,2.217,14.1,1.2,5.9,4.7,0.80,1
,Shae Simmons,26,0,2,.000,7.04,9,0,3,0,0,0,7.2,4,6,6,1,4,0,8,0,0,1,30,62,4.33,1.043,4.7,1.2,4.7,9.4,2.00,1
,Rob Whalen,23,0,1,.000,6.14,2,1,1,0,0,0,7.1,7,5,5,1,2,0,2,2,0,0,31,71,6.02,1.227,8.6,1.2,2.5,2.5,1.00,1
,Evan Scribner,31,0,2,.000,11.05,8,0,4,0,0,0,7.1,13,9,9,3,0,0,6,0,0,0,34,40,6.84,1.773,16.0,3.7,0.0,7.4,,1
,Casey Fien,33,0,0,,15.00,6,0,2,0,0,0,6.0,9,10,10,3,4,0,6,0,0,0,29,29,9.66,2.167,13.5,4.5,6.0,9.0,1.50,1
,Chris Heston,29,0,1,.000,19.80,2,1,0,0,0,0,5.0,14,12,11,3,5,0,3,0,0,0,34,23,12.76,3.800,25.2,5.4,9.0,5.4,0.60,1
,Zac Curtis*,24,0,0,,0.00,3,0,2,0,0,0,4.2,3,3,0,1,1,0,2,2,0,2,21,,7.02,0.857,5.8,1.9,1.9,3.9,2.00,1
,Ryan Weber,26,0,0,,2.45,1,1,0,0,0,0,3.2,3,1,1,0,0,0,0,0,0,0,14,186,3.16,0.818,7.4,0.0,0.0,0.0,,1
