Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Marcos Almonte,22,39,130,122,11,24,5,0,1,14,2,0,6,22,.197,.233,.262,.495,32,1,0,1,1,0,0
Griffin Benson#,20,8,29,25,3,5,2,0,0,1,1,0,3,11,.200,.310,.280,.590,7,1,1,0,0,0,0
José Bermúdez#,20,8,29,26,2,4,0,0,0,3,2,1,1,11,.154,.214,.154,.368,4,0,1,1,0,0,0
Austin Bush*,22,42,164,152,17,36,8,0,5,19,0,0,5,50,.237,.280,.388,.669,59,1,5,0,2,1,0
William Contreras,20,82,342,307,54,90,17,1,11,39,1,1,29,73,.293,.360,.463,.822,142,8,4,0,2,0,1
Alan Crowley,22,18,64,56,6,10,4,0,1,3,0,0,5,32,.179,.266,.304,.569,17,1,2,0,1,0,0
Derian Cruz#,19,112,432,406,41,90,15,4,4,31,4,9,12,114,.222,.254,.308,.562,125,4,6,7,1,0,0
Justin Dean,21,28,126,113,20,29,2,5,0,8,9,3,11,27,.257,.333,.363,.696,41,2,2,0,0,0,0
Riley Delgado,23,78,340,309,35,102,19,0,2,45,1,0,17,30,.330,.382,.411,.793,127,1,11,0,3,0,0
JC Encarnacion,20,97,379,361,45,104,23,5,10,57,5,5,13,100,.288,.314,.463,.777,167,4,2,0,3,1,0
AJ Graffanino*,20,37,153,143,19,43,8,0,1,11,4,3,8,24,.301,.333,.378,.711,54,4,0,0,2,0,0
Trey Harris,22,22,94,84,10,24,9,0,0,11,3,0,7,13,.286,.351,.393,.744,33,1,2,0,1,0,0
Kurt Hoekstra*,25,32,124,106,18,27,8,1,2,15,2,0,15,21,.255,.339,.406,.744,43,3,0,0,3,0,0
Greyson Jenista*,21,32,130,117,20,39,5,3,1,23,4,1,10,17,.333,.377,.453,.830,53,6,0,0,3,0,0
Kevin Josephina#,21,9,36,29,2,5,2,0,0,1,0,0,5,10,.172,.314,.241,.556,7,1,1,1,0,0,0
Drew Lugbauer*,21,114,461,409,48,95,22,0,12,46,3,1,43,153,.232,.317,.374,.691,153,3,8,0,1,1,0
Carlos Martinez,23,22,79,74,7,20,4,0,0,6,1,0,5,5,.270,.316,.324,.641,24,5,0,0,0,0,0
Michael Mateja,21,1,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,1,0,0,0,0,0,0
Luis Mejia#,21,29,102,97,13,27,5,1,0,6,1,2,3,29,.278,.300,.351,.651,34,4,0,2,0,0,0
Shean Michel,20,32,116,101,10,27,6,0,0,5,1,4,12,32,.267,.339,.327,.666,33,0,0,1,2,0,0
Hagen Owenby,22,45,169,158,10,44,6,0,1,12,0,0,7,24,.278,.314,.335,.649,53,4,2,0,2,1,0
Jefrey Ramos,19,122,503,469,57,115,24,6,16,69,2,0,27,89,.245,.290,.424,.715,199,17,4,0,3,1,0
Gary Schwartz*,22,20,75,64,8,13,3,0,0,4,1,1,9,22,.203,.320,.250,.570,16,1,2,0,0,0,0
Justin Smith,22,33,126,117,9,21,6,0,3,13,0,0,5,42,.179,.238,.308,.546,36,2,4,0,0,0,0
Dansby Swanson,24,1,4,4,0,2,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,2,0,0,0,0,0,1
Brendan Venter,21,43,167,149,17,26,6,0,4,22,0,0,10,37,.174,.228,.295,.523,44,3,2,0,6,1,0
Drew Waters#,19,84,365,337,58,102,32,6,9,36,20,5,21,72,.303,.353,.513,.867,173,6,6,0,1,0,0
Izzy Wilson*,20,68,257,223,38,51,10,2,6,25,11,4,28,77,.229,.316,.372,.688,83,2,1,4,1,0,0
