Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Osvaldo Abreu,20,58,231,210,31,48,7,3,1,15,10,6,9,41,.229,.279,.305,.584,64,4,6,5,1,0,,0
Brenton Allen*,22,4,15,13,1,2,0,0,0,1,0,0,2,3,.154,.267,.154,.421,2,1,0,0,0,0,,0
Kyle Bacak,22,11,32,28,0,4,0,0,0,2,0,0,2,8,.143,.200,.143,.343,4,0,0,2,0,0,,0
D.K. Carey,22,47,184,157,21,39,8,0,3,18,6,2,19,26,.248,.353,.357,.710,56,5,7,0,1,0,,0
Austin Chubb,25,3,12,7,3,2,0,0,0,2,0,0,4,1,.286,.583,.286,.869,2,0,1,0,0,0,,0
Austin Davidson*,21,43,168,153,17,38,13,1,2,22,1,0,11,26,.248,.298,.386,.683,59,3,1,0,3,0,,0
Cutter Dykstra,25,5,22,18,5,7,3,0,0,1,1,1,3,3,.389,.500,.556,1.056,10,0,1,0,0,0,,0
Diomedes Eusebio,21,34,119,114,11,28,8,0,4,15,0,1,3,24,.246,.261,.421,.682,48,3,0,0,2,0,,0
Jeff Gardner*,22,49,183,165,20,34,6,1,4,11,2,5,16,54,.206,.284,.327,.611,54,3,2,0,0,0,,0
Garrett Gordon,21,38,122,113,15,26,4,0,2,11,4,1,8,25,.230,.287,.319,.605,36,0,1,0,0,1,,0
Cody Gunter*,20,54,201,172,19,40,9,2,4,28,0,1,23,51,.233,.322,.378,.700,65,0,1,2,3,1,,0
Destin Hood,24,3,10,7,0,1,1,0,0,1,0,0,3,5,.143,.400,.286,.686,2,0,0,0,0,0,,1
Alec Keller*,22,2,10,10,0,1,0,0,0,2,0,0,0,1,.100,.100,.100,.200,1,0,0,0,0,0,,0
Bryan Langlois,22,41,163,141,25,34,8,0,0,9,4,1,17,35,.241,.333,.298,.631,42,3,3,1,1,0,,0
Jose Marmolejos*,21,65,267,234,30,62,19,3,1,31,0,1,28,50,.265,.341,.385,.725,90,5,1,0,4,1,,1
Alex Marquez,21,13,28,26,2,4,0,0,0,1,0,0,2,3,.154,.214,.154,.368,4,1,0,0,0,0,,0
David Masters,21,8,27,24,4,7,2,0,2,3,0,0,2,4,.292,.370,.625,.995,15,0,1,0,0,0,,0
Willie Medina#,23,27,84,73,10,18,1,1,0,2,6,2,7,12,.247,.321,.288,.609,21,0,1,3,0,0,,0
Bryan Mejia#,20,45,143,135,19,35,5,5,2,14,8,2,5,22,.259,.282,.415,.697,56,0,0,1,2,0,,0
Brandon Miller,24,3,15,14,1,5,1,0,0,1,0,0,1,3,.357,.400,.429,.829,6,1,0,0,0,0,,0
Matthew Page*,22,38,133,117,10,29,5,2,1,13,1,0,14,30,.248,.331,.350,.681,41,2,1,0,1,1,,0
Raudy Read,20,57,229,210,27,59,20,0,6,35,0,3,14,37,.281,.332,.462,.794,97,4,3,0,2,0,,1
Chris Riopedre,21,23,77,74,5,16,3,0,0,7,3,0,1,15,.216,.227,.257,.483,19,1,0,2,0,0,,0
Wilman Rodriguez,23,6,25,23,4,7,2,0,0,1,1,0,2,6,.304,.360,.391,.751,9,0,0,0,0,0,,0
Adderling Ruiz,23,13,33,25,3,6,0,0,0,2,1,1,5,9,.240,.394,.240,.634,6,0,2,0,1,0,,0
Jean Carlos Valdez,21,5,18,17,2,4,2,0,0,3,0,0,1,4,.235,.278,.353,.631,6,0,0,0,0,0,,0
Drew Vettleson*,22,8,26,22,3,7,1,1,0,2,1,0,3,5,.318,.423,.455,.878,10,1,1,0,0,0,,0
Clay Williamson*,21,37,124,106,10,25,5,0,0,6,4,4,11,34,.236,.347,.283,.630,30,0,7,0,0,0,,0
John Wooten,23,5,20,18,0,3,2,0,0,1,0,1,2,4,.167,.250,.278,.528,5,1,0,0,0,0,,0
Greg Zebrack,23,5,16,14,1,2,0,0,0,0,0,0,2,4,.143,.250,.143,.393,2,1,0,0,0,0,,0
30 Players,21.2,75,2737,2440,299,593,135,19,32,260,53,32,220,545,.243,.313,.353,.667,862,39,40,16,21,4,,0
