Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Edgar Barclay*,21,0,0,,3.86,2,0,1,0,0,0,4.2,3,2,2,0,3,0,5,0,0,2,20,1.286,5.8,0.0,5.8,9.6,1.67,0
Wilser Barrios,21,0,0,,3.00,1,0,0,0,0,0,3.0,2,1,1,0,1,0,1,0,0,0,12,1.000,6.0,0.0,3.0,3.0,1.00,0
Andrew Bellatti,27,1,0,1.000,6.43,4,0,2,0,0,0,7.0,7,5,5,0,3,0,8,1,0,3,31,1.429,9.0,0.0,3.9,10.3,2.67,1
Daniel Bies,23,1,1,.500,5.03,6,2,1,0,0,1,19.2,22,15,11,1,12,0,24,2,0,2,95,1.729,10.1,0.5,5.5,11.0,2.00,0
Bryan Blanton,23,0,0,,3.24,4,0,2,0,0,1,8.1,5,3,3,0,4,0,8,1,0,0,33,1.080,5.4,0.0,4.3,8.6,2.00,0
Braden Bristo,24,3,1,.750,1.94,24,0,11,0,0,1,41.2,28,11,9,3,11,0,57,3,0,2,163,0.936,6.0,0.6,2.4,12.3,5.18,0
Diego Cordero,19,1,0,1.000,0.00,1,0,0,0,0,0,3.0,0,0,0,0,0,0,3,0,0,0,9,0.000,0.0,0.0,0.0,9.0,,0
Deivi Diaz*,20,0,0,,0.00,1,0,0,0,0,0,4.1,3,1,0,0,2,0,6,0,0,0,18,1.154,6.2,0.0,4.2,12.5,3.00,0
Wellington Diaz,22,0,0,,2.35,2,0,1,0,0,0,7.2,4,2,2,0,5,0,4,0,0,0,29,1.174,4.7,0.0,5.9,4.7,0.80,0
Matt Frawley,23,1,0,1.000,5.40,3,0,1,0,0,1,5.0,3,3,3,0,1,0,4,2,0,2,21,0.800,5.4,0.0,1.8,7.2,4.00,0
Deivi Garcia,20,0,2,.000,3.06,4,4,0,0,0,0,17.2,14,10,6,0,8,0,33,0,0,1,73,1.245,7.1,0.0,4.1,16.8,4.13,1
Rony Garcia,21,0,2,.000,2.16,5,4,0,0,0,0,25.0,21,7,6,2,7,0,25,0,0,1,100,1.120,7.6,0.7,2.5,9.0,3.57,1
Mickey Gasper,23,0,0,,0.00,2,0,2,0,0,0,2.0,2,0,0,0,3,0,0,0,0,0,11,2.500,9.0,0.0,13.5,0.0,0.00,0
Frank German,21,4,4,.500,3.79,16,15,0,0,0,0,76.0,70,35,32,9,35,0,82,3,1,10,324,1.382,8.3,1.1,4.1,9.7,2.34,0
Luis Gil,21,1,0,1.000,4.85,3,3,0,0,0,0,13.0,11,7,7,0,8,0,11,1,0,2,57,1.462,7.6,0.0,5.5,7.6,1.38,1
Carlos Gomez,21,0,0,,4.50,1,1,0,0,0,0,4.0,4,5,2,0,3,0,3,0,0,2,18,1.750,9.0,0.0,6.8,6.8,1.00,0
Hobie Harris,26,3,4,.429,4.62,29,0,11,0,0,1,48.2,35,31,25,5,29,0,59,3,0,7,210,1.315,6.5,0.9,5.4,10.9,2.03,0
Ben Heller,27,0,0,,0.00,2,2,0,0,0,0,2.2,3,0,0,0,1,0,2,0,0,1,12,1.500,10.1,0.0,3.4,6.8,2.00,1
Dan Jennings*,32,0,0,,1.80,2,2,0,0,0,0,5.0,3,1,1,0,0,0,6,0,0,1,18,0.600,5.4,0.0,0.0,10.8,,1
Janson Junk,23,4,6,.400,5.24,20,12,2,1,0,0,80.2,94,53,47,8,37,0,76,3,0,5,376,1.624,10.5,0.9,4.1,8.5,2.05,1
Brooks Kriske,25,1,1,.500,0.00,7,0,5,0,0,1,12.0,4,1,0,0,5,2,16,1,0,0,43,0.750,3.0,0.0,3.8,12.0,3.20,1
Brady Lail,25,0,0,,6.75,1,0,0,0,0,0,2.2,5,3,2,1,0,0,3,0,0,0,14,1.875,16.9,3.4,0.0,10.1,,1
Trevor Lane*,25,1,0,1.000,0.00,1,0,0,0,0,0,2.0,0,0,0,0,0,0,3,0,0,0,6,0.000,0.0,0.0,0.0,13.5,,0
