Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Jose Acuna,20,1,2,.333,5.20,11,4,3,0,0,1,27.2,28,16,16,3,7,0,18,1,0,1,116,1.265,9.1,1.0,2.3,5.9,2.57,0,2002,Rookie,WSN
Ken Beck,22,0,2,.000,6.75,5,0,4,0,0,2,8.0,8,6,6,0,3,0,6,1,0,2,35,1.375,9.0,0.0,3.4,6.8,2.00,0,2002,Rookie,WSN
Gerardo Casadiego,21,1,0,1.000,0.00,1,0,0,0,0,0,3.0,3,0,0,0,0,0,4,0,0,0,12,1.000,9.0,0.0,0.0,12.0,,0,2002,Rookie,WSN
Eddie Diaz,19,0,3,.000,4.56,9,3,2,0,0,0,25.2,24,16,13,1,8,0,26,4,0,5,111,1.247,8.4,0.4,2.8,9.1,3.25,0,2002,Rookie,WSN
Britt Echols,21,4,2,.667,2.82,11,10,0,0,0,0,51.0,54,22,16,3,9,0,24,0,0,4,204,1.235,9.5,0.5,1.6,4.2,2.67,0,2002,Rookie,WSN
Keith Evans,26,0,0,,1.13,3,2,0,0,0,0,8.0,7,2,1,0,1,0,9,0,0,0,32,1.000,7.9,0.0,1.1,10.1,9.00,0,2002,Rookie,WSN
Jon Felfoldi*,20,0,2,.000,7.36,4,3,0,0,0,0,11.0,12,9,9,0,6,0,11,0,0,1,49,1.636,9.8,0.0,4.9,9.0,1.83,0,2002,Rookie,WSN
Williams Figueroa,18,0,0,,5.40,5,0,2,0,0,2,5.0,7,3,3,0,4,0,3,0,0,0,26,2.200,12.6,0.0,7.2,5.4,0.75,0,2002,Rookie,WSN
Armando Galarraga,20,0,0,,2.45,2,2,0,0,0,0,3.2,1,1,1,1,0,0,1,0,0,0,12,0.273,2.5,2.5,0.0,2.5,,1,2002,Rookie,WSN
Warmar Gomez,19,1,0,1.000,3.21,19,0,15,0,0,4,28.0,26,12,10,3,7,0,20,3,0,0,115,1.179,8.4,1.0,2.3,6.4,2.86,0,2002,Rookie,WSN
Tory Imotichey*,19,2,4,.333,6.35,13,8,3,0,0,1,39.2,43,33,28,6,26,0,25,4,1,5,182,1.739,9.8,1.4,5.9,5.7,0.96,0,2002,Rookie,WSN
Ty Kirkman*,19,2,1,.667,5.14,7,3,0,0,0,0,21.0,23,14,12,2,5,0,6,0,0,1,88,1.333,9.9,0.9,2.1,2.6,1.20,0,2002,Rookie,WSN
Nick Long,19,5,2,.714,1.67,8,6,1,0,0,0,37.2,34,15,7,3,12,0,37,1,0,5,159,1.221,8.1,0.7,2.9,8.8,3.08,0,2002,Rookie,WSN
Nexcys Marino,18,3,1,.750,2.31,18,0,7,0,0,1,35.0,27,13,9,2,11,0,14,5,1,2,141,1.086,6.9,0.5,2.8,3.6,1.27,0,2002,Rookie,WSN
Greg Martin*,22,2,3,.400,3.74,13,1,5,0,0,2,33.2,29,16,14,2,16,0,27,0,0,1,143,1.337,7.8,0.5,4.3,7.2,1.69,0,2002,Rookie,WSN
Scott McAdam,19,1,1,.500,3.29,19,0,13,0,0,2,27.1,32,13,10,0,6,0,11,3,2,2,117,1.390,10.5,0.0,2.0,3.6,1.83,0,2002,Rookie,WSN
Todd Meyer,22,1,2,.333,2.23,9,4,1,0,0,0,40.1,33,14,10,2,9,0,30,2,0,1,161,1.041,7.4,0.4,2.0,6.7,3.33,0,2002,Rookie,WSN
Jason Norderum*,20,0,1,.000,15.88,4,2,0,0,0,0,5.2,8,10,10,0,10,0,6,1,0,5,35,3.176,12.7,0.0,15.9,9.5,0.60,0,2002,Rookie,WSN
Anthony Pearson,20,0,1,.000,8.22,4,2,0,0,0,0,7.2,11,8,7,1,6,0,4,1,0,1,42,2.217,12.9,1.2,7.0,4.7,0.67,0,2002,Rookie,WSN
Hank Pole,19,1,1,.500,3.65,6,0,2,0,0,0,12.1,13,5,5,0,2,0,6,0,0,0,50,1.216,9.5,0.0,1.5,4.4,3.00,0,2002,Rookie,WSN
David Thorne,20,3,2,.600,1.50,9,9,0,0,0,0,42.0,33,12,7,1,19,0,45,5,0,3,179,1.238,7.1,0.2,4.1,9.6,2.37,0,2002,Rookie,WSN
Luis Torres,21,0,0,,0.00,1,1,0,0,0,0,5.0,4,0,0,0,0,0,4,0,0,0,17,0.800,7.2,0.0,0.0,7.2,,0,2002,Rookie,WSN
Isaiah Wright,18,1,2,.333,5.57,13,0,2,0,0,0,21.0,24,16,13,1,14,0,10,2,0,5,98,1.810,10.3,0.4,6.0,4.3,0.71,0,2002,Rookie,WSN
