Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Michael Burgess*,20,131,545,480,63,113,23,2,19,71,12,8,54,135,.235,.325,.410,.735,197,8,10,0,1,5,,0
Danny Espinosa#,22,133,576,474,90,125,31,4,18,72,29,11,74,129,.264,.375,.460,.834,218,8,13,10,5,2,,1
Devin Ivany,26,52,200,171,27,46,14,0,7,31,2,4,25,30,.269,.360,.474,.834,81,6,1,0,3,0,,0
Stephen King,21,91,360,315,40,70,12,2,7,35,14,8,34,98,.222,.304,.340,.644,107,11,5,2,4,2,,0
Dan Lyons,24,46,180,142,18,26,6,1,2,17,11,3,29,30,.183,.326,.282,.607,40,3,2,5,2,0,,0
Chris Marrero,20,112,469,414,58,119,21,2,16,65,2,3,42,97,.287,.360,.464,.824,192,7,8,0,5,0,,1
Michael Martinez#,26,49,218,198,40,58,14,5,4,29,10,6,16,31,.293,.347,.475,.822,94,3,1,2,1,0,,1
Dan Nelson#,25,92,372,317,48,83,22,3,6,39,16,7,49,57,.262,.362,.407,.769,129,9,2,2,2,1,,0
Tim Pahuta*,26,90,322,295,34,74,16,1,8,42,4,4,24,80,.251,.308,.393,.702,116,4,1,1,1,1,,0
Brian Peacock,24,80,276,247,37,63,16,4,8,32,13,7,24,66,.255,.322,.449,.772,111,3,2,0,3,1,,0
Francisco Plasencia*,25,91,383,340,52,93,19,1,10,48,6,8,35,81,.274,.346,.424,.769,144,10,4,1,3,0,,0
Travis Reagan,24,3,6,3,1,0,0,0,0,0,0,0,3,1,.000,.500,.000,.500,0,1,0,0,0,0,,0
Sean Rooney#,23,60,245,217,26,65,18,0,6,40,3,2,24,33,.300,.366,.465,.832,101,3,0,2,2,0,,0
Aaron Seuss,24,32,98,91,6,17,7,0,2,9,1,1,4,19,.187,.245,.330,.575,30,4,3,0,0,0,,0
Jesus Valdez,24,89,367,343,51,102,20,2,9,55,6,3,18,53,.297,.341,.446,.787,153,11,5,0,1,0,,0
Greg Veloz#,21,19,57,51,14,7,1,1,1,3,3,1,6,12,.137,.228,.255,.483,13,2,0,0,0,0,,0
Boomer Whiting#,25,114,429,355,68,87,16,3,3,22,54,12,52,90,.245,.350,.332,.683,118,2,7,12,3,0,,0
Dmitri Young#,35,1,4,3,1,1,0,0,1,1,0,0,1,1,.333,.500,1.333,1.833,4,0,0,0,0,0,,1
18 Players,23.2,137,5107,4456,674,1149,256,31,127,611,186,88,514,1043,.258,.341,.415,.755,1848,95,64,37,36,12,,0
