Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Vince Blue*,20,70,275,233,47,67,7,8,2,26,13,3,38,56,.288,.388,.412,.800,96,0,1,2,1,1,,0
Michael Brown,22,45,184,169,18,45,5,4,1,10,5,1,8,19,.266,.315,.361,.676,61,7,4,3,0,0,,0
Richie Burgos,21,34,141,125,11,36,4,4,2,22,0,1,10,31,.288,.333,.432,.765,54,1,1,0,5,1,,0
Pedro Cotto*,21,30,105,99,11,27,5,0,0,3,1,3,5,7,.273,.314,.323,.638,32,3,1,0,0,0,,0
Nate Doyle,22,29,97,79,16,15,5,0,0,12,2,1,12,27,.190,.320,.253,.573,20,2,4,0,2,0,,0
Bo Flowers,19,37,135,124,17,22,1,2,0,9,5,1,9,42,.177,.244,.218,.462,27,4,2,0,0,0,,0
Jake Ford,22,28,108,97,8,21,7,0,2,14,0,0,6,18,.216,.278,.351,.628,34,1,3,0,2,0,,0
Tony Giarratano#,20,47,206,189,31,62,11,4,3,27,9,4,12,22,.328,.369,.476,.845,90,3,2,0,3,0,,1
Andrew Graham,21,20,62,55,6,10,3,0,0,8,0,0,3,11,.182,.233,.236,.470,13,1,1,2,1,1,,0
Bobby Huddleston,23,38,136,120,10,25,4,0,0,10,0,0,9,18,.208,.289,.242,.531,29,3,5,1,1,0,,0
Kelly Hunt,22,47,200,179,18,46,13,0,2,21,0,0,16,42,.257,.322,.363,.685,65,8,2,1,2,0,,0
Kody Kirkland,20,67,295,254,46,77,15,11,4,49,14,5,25,60,.303,.390,.496,.886,126,6,13,0,3,1,,0
John McGorty*,22,32,104,93,10,16,2,0,0,5,0,1,9,24,.172,.250,.194,.444,18,3,1,0,1,0,,0
Nick McIntyre#,22,33,115,102,12,25,3,0,0,9,4,5,11,24,.245,.325,.275,.599,28,3,1,1,0,0,,0
Garth McKinney,21,54,214,196,27,44,6,4,4,19,6,1,12,61,.224,.285,.357,.642,70,2,5,0,1,0,,0
Gilberto Mejia#,20,6,25,21,4,5,1,1,0,5,1,1,3,3,.238,.333,.381,.714,8,0,0,1,0,0,,0
Kurt Piantek,22,1,2,1,0,1,0,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000,1,0,0,0,0,0,,0
Eric Rodland*,23,57,267,244,43,80,15,8,0,27,13,2,17,25,.328,.377,.455,.832,111,4,3,2,1,0,,0
Ed Romprey,23,8,32,28,1,5,1,0,0,3,0,0,3,9,.179,.250,.214,.464,6,0,0,0,1,1,,0
Danilo Sanchez,22,38,139,121,16,32,9,0,5,23,0,1,15,16,.264,.348,.463,.811,56,4,1,1,1,0,,0
20 Players,21.3,75,2842,2529,352,661,117,46,25,302,73,30,224,515,.261,.331,.374,.704,945,55,50,14,25,5,,0
