Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Nate Cabrera,20,0,1,.000,5.56,5,3,0,1,0,0,11.1,9,8,7,0,5,0,9,0,0,1,50,1.235,7.1,0.0,4.0,7.1,1.80,0
Justin Cerrato,21,0,0,,3.00,2,1,0,0,0,0,3.0,2,1,1,0,1,0,2,0,0,0,12,1.000,6.0,0.0,3.0,6.0,2.00,0
Cesar Cespedes,21,0,1,.000,3.00,2,0,2,0,0,0,3.0,5,1,1,0,2,1,3,0,0,0,15,2.333,15.0,0.0,6.0,9.0,1.50,0
Clemente Doble,21,5,4,.556,3.00,10,9,0,1,1,0,57.0,57,27,19,2,9,0,44,7,0,6,240,1.158,9.0,0.3,1.4,6.9,4.89,0
Nelson Echarry,21,1,0,1.000,3.65,6,1,1,0,0,1,12.1,11,8,5,0,9,0,10,2,0,1,56,1.622,8.0,0.0,6.6,7.3,1.11,0
Luis Encarnacion,20,1,2,.333,5.50,12,6,1,0,0,0,37.2,41,29,23,4,19,0,19,4,0,4,176,1.593,9.8,1.0,4.5,4.5,1.00,0
Lee Gwaltney,23,0,0,,0.00,1,1,0,0,0,0,2.0,3,2,0,0,0,0,1,0,0,0,11,1.500,13.5,0.0,0.0,4.5,,0
Rob Harrand,23,0,0,,3.60,2,1,0,0,0,0,5.0,7,2,2,0,0,0,7,1,0,0,23,1.400,12.6,0.0,0.0,12.6,,0
Chris Honsa,19,1,2,.333,3.00,11,0,5,0,0,4,24.0,24,17,8,0,9,0,17,1,0,4,108,1.375,9.0,0.0,3.4,6.4,1.89,0
Andy Jarvis*,22,1,0,1.000,2.25,2,0,1,0,0,0,4.0,2,1,1,0,1,0,0,0,0,1,15,0.750,4.5,0.0,2.3,0.0,0.00,0
Elvis Jimenez,17,0,1,.000,5.45,16,2,9,0,0,1,34.2,44,31,21,1,19,0,19,4,0,7,170,1.817,11.4,0.3,4.9,4.9,1.00,0
Kyle Kendrick,18,0,4,.000,5.46,9,5,0,0,0,0,31.1,40,24,19,3,12,0,26,0,0,2,145,1.660,11.5,0.9,3.4,7.5,2.17,1
Jarrod Lawson,24,0,1,.000,9.00,4,0,1,0,0,1,5.0,3,11,5,0,11,0,6,0,0,2,31,2.800,5.4,0.0,19.8,10.8,0.55,0
Matt Linder,18,0,0,,3.60,3,0,2,0,0,0,5.0,4,2,2,0,6,0,4,0,0,1,23,2.000,7.2,0.0,10.8,7.2,0.67,0
Scott Mathieson,19,2,7,.222,5.52,12,11,0,0,0,0,58.2,59,42,36,5,13,0,51,1,0,4,257,1.227,9.1,0.8,2.0,7.8,3.92,1
Harry Ochoa*,20,4,2,.667,2.65,15,1,8,0,0,0,37.1,35,15,11,0,14,0,29,1,0,2,163,1.313,8.4,0.0,3.4,7.0,2.07,0
Fernando Quijada,18,2,4,.333,6.23,17,0,13,0,0,3,34.2,48,29,24,2,18,3,33,3,0,2,172,1.904,12.5,0.5,4.7,8.6,1.83,0
Nelson Santander,20,1,0,1.000,6.00,5,2,1,0,0,0,18.0,27,15,12,1,6,0,11,1,0,2,88,1.833,13.5,0.5,3.0,5.5,1.83,0
Cory Schultz,22,1,1,.500,1.04,11,0,9,0,0,5,17.1,9,4,2,0,2,0,13,1,0,2,64,0.635,4.7,0.0,1.0,6.8,6.50,0
Zack Segovia,20,0,1,.000,4.00,5,4,0,0,0,0,9.0,8,5,4,0,0,0,6,1,0,0,35,0.889,8.0,0.0,0.0,6.0,,1
Jesse Torborg,20,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,5,6.000,0.0,0.0,54.0,0.0,0.00,0
Joe Wilson*,20,4,2,.667,2.24,11,9,0,0,0,0,52.1,44,20,13,1,17,0,58,3,0,2,220,1.166,7.6,0.2,2.9,10.0,3.41,0
