Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Jose Alvarez,18,1,1,.500,6.04,14,0,3,0,0,0,28.1,34,21,19,4,13,0,10,7,1,7,136,1.659,10.8,1.3,4.1,3.2,0.77,0,2003,Rookie,CHC
Bear Bay,19,7,1,.875,2.50,10,6,0,0,0,0,57.2,51,18,16,2,9,0,69,2,0,4,227,1.040,8.0,0.3,1.4,10.8,7.67,0,2003,Rookie,CHC
Jason Blanton,23,0,1,.000,2.70,6,3,0,0,0,0,6.2,7,4,2,0,9,0,8,0,0,7,34,2.400,9.5,0.0,12.2,10.8,0.89,0,2003,Rookie,CHC
Luis Brito,19,1,0,1.000,5.17,5,1,0,0,0,0,15.2,16,13,9,2,2,0,15,0,0,1,65,1.149,9.2,1.1,1.1,8.6,7.50,0,2003,Rookie,CHC
Ed Campusano*,20,1,1,.500,4.91,6,3,1,0,0,0,22.0,30,12,12,0,9,1,14,1,1,1,104,1.773,12.3,0.0,3.7,5.7,1.56,0,2003,Rookie,CHC
Scott Chiasson,25,0,0,,3.38,2,2,0,0,0,0,2.2,3,1,1,0,0,0,5,0,0,0,10,1.125,10.1,0.0,0.0,16.9,,1,2003,Rookie,CHC
Ben Christensen,25,0,0,,2.70,2,0,0,0,0,0,3.1,3,2,1,0,1,0,4,0,0,1,14,1.200,8.1,0.0,2.7,10.8,4.00,0,2003,Rookie,CHC
Matt Clanton,22,0,0,,0.00,1,1,0,0,0,0,2.0,2,0,0,0,2,0,0,0,0,0,9,2.000,9.0,0.0,9.0,0.0,0.00,0,2003,Rookie,CHC
Darin Downs*,18,0,2,.000,6.57,13,11,0,0,0,0,38.1,48,30,28,2,17,0,32,3,0,5,172,1.696,11.3,0.5,4.0,7.5,1.88,1,2003,Rookie,CHC
Ryan Fitzgerald,22,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.000,0.0,0.0,0.0,0.0,,0,2003,Rookie,CHC
Craig Green,21,0,2,.000,10.80,4,0,2,0,0,0,5.0,9,7,6,0,2,1,5,0,0,1,28,2.200,16.2,0.0,3.6,9.0,2.50,0,2003,Rookie,CHC
Kris Gross,22,1,1,.500,2.91,9,0,6,0,0,1,21.2,19,7,7,0,6,0,16,0,0,2,83,1.154,7.9,0.0,2.5,6.6,2.67,0,2003,Rookie,CHC
Ryan Kalita,22,0,0,,40.50,1,0,0,0,0,0,0.2,5,3,3,0,1,0,0,0,0,0,8,9.000,67.5,0.0,13.5,0.0,0.00,0,2003,Rookie,CHC
Matt Laird,22,2,0,1.000,0.45,14,0,9,0,0,5,20.0,13,3,1,0,7,2,25,0,0,5,80,1.000,5.9,0.0,3.2,11.3,3.57,0,2003,Rookie,CHC
Carlos Marmol,20,3,5,.375,4.19,14,9,0,0,0,0,62.1,54,38,29,5,37,0,74,7,2,6,288,1.460,7.8,0.7,5.3,10.7,2.00,1,2003,Rookie,CHC
Juan Mateo,20,4,1,.800,4.46,18,0,11,0,0,2,36.1,42,25,18,2,14,0,35,2,0,0,167,1.541,10.4,0.5,3.5,8.7,2.50,1,2003,Rookie,CHC
Jose Ortiz,19,1,1,.500,1.52,7,3,0,0,0,0,23.2,19,9,4,0,10,0,16,1,0,2,102,1.225,7.2,0.0,3.8,6.1,1.60,0,2003,Rookie,CHC
Sean Overholt,21,1,0,1.000,5.40,9,1,4,0,0,0,16.2,19,15,10,1,6,0,15,1,0,4,77,1.500,10.3,0.5,3.2,8.1,2.50,0,2003,Rookie,CHC
Alfredo Polanco,21,1,1,.500,7.80,6,5,0,0,0,0,15.0,18,14,13,3,8,0,19,1,1,1,70,1.733,10.8,1.8,4.8,11.4,2.38,0,2003,Rookie,CHC
Pedro Rodriguez,18,2,4,.333,8.84,14,6,2,0,0,0,38.2,58,46,38,2,19,0,31,7,0,6,199,1.991,13.5,0.5,4.4,7.2,1.63,0,2003,Rookie,CHC
Sam Rosario,23,1,0,1.000,9.00,1,0,1,0,0,0,1.0,2,1,1,0,0,0,0,1,0,0,6,2.000,18.0,0.0,0.0,0.0,,0,2003,Rookie,CHC
Felix Sanchez*,21,0,0,,0.00,1,1,0,0,0,0,2.0,2,0,0,0,0,0,3,0,0,0,8,1.000,9.0,0.0,0.0,13.5,,1,2003,Rookie,CHC
Andy Santana*,19,1,5,.167,5.89,13,4,3,0,0,0,36.2,47,41,24,1,27,0,25,3,0,4,179,2.018,11.5,0.2,6.6,6.1,0.93,0,2003,Rookie,CHC
Jose Urena,22,0,1,.000,4.74,16,0,10,0,0,4,24.2,24,21,13,0,22,0,25,4,0,6,122,1.865,8.8,0.0,8.0,9.1,1.14,0,2003,Rookie,CHC
Matt Weber,18,0,2,.000,4.05,7,0,3,0,0,1,13.1,14,10,6,0,3,0,13,3,0,2,61,1.275,9.5,0.0,2.0,8.8,4.33,0,2003,Rookie,CHC
Randy Wells,20,0,0,,3.60,3,0,0,0,0,0,5.0,5,2,2,0,4,0,4,0,0,0,25,1.800,9.0,0.0,7.2,7.2,1.00,1,2003,Rookie,CHC
