Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Nick Abel,23,0,2,.000,3.07,7,0,4,0,0,0,14.2,10,5,5,0,6,1,9,3,0,1,65,1.091,6.1,0.0,3.7,5.5,1.50,,0
Josh Appell*,23,0,1,.000,5.40,9,0,3,0,0,0,13.1,13,8,8,1,5,0,12,2,0,2,57,1.350,8.8,0.7,3.4,8.1,2.40,,0
Eric Brown,22,7,1,.875,1.16,10,10,0,1,0,0,70.0,53,16,9,2,4,0,55,2,0,4,270,0.814,6.8,0.3,0.5,7.1,13.75,,0
Jonathan Castillo,22,3,2,.600,4.09,15,1,4,0,0,1,33.0,36,22,15,3,16,1,28,1,0,3,152,1.576,9.8,0.8,4.4,7.6,1.75,,0
Ryan Cullen*,26,0,0,,2.70,2,0,2,0,0,0,3.1,3,1,1,0,0,0,4,0,0,0,13,0.900,8.1,0.0,0.0,10.8,,,0
Jose De La Torre,20,2,2,.500,2.84,17,0,13,0,0,5,25.1,18,9,8,1,12,3,29,1,0,1,110,1.184,6.4,0.4,4.3,10.3,2.42,,1
Eric Domangue*,21,0,0,,15.43,1,0,0,0,0,0,2.1,5,4,4,0,2,0,1,0,0,2,15,3.000,19.3,0.0,7.7,3.9,0.50,,0
Tim Haines,21,2,0,1.000,3.09,10,0,6,0,0,3,11.2,7,5,4,0,6,1,7,0,0,1,48,1.114,5.4,0.0,4.6,5.4,1.17,,0
Grady Hinchman*,24,4,1,.800,3.34,22,0,7,0,0,1,35.0,30,19,13,0,23,5,47,0,0,1,155,1.514,7.7,0.0,5.9,12.1,2.04,,0
David Koons,22,0,0,,6.75,6,0,3,0,0,0,6.2,13,8,5,0,1,0,6,1,0,0,38,2.100,17.6,0.0,1.4,8.1,6.00,,0
German Marte,21,2,0,1.000,0.00,9,0,7,0,0,4,9.0,7,0,0,0,6,2,6,0,0,1,38,1.444,7.0,0.0,6.0,6.0,1.00,,0
Jeremy Mizell,23,2,0,1.000,1.34,18,0,3,0,0,1,33.2,29,11,5,0,12,3,25,1,0,2,139,1.218,7.8,0.0,3.2,6.7,2.08,,0
Greg Mullens,21,0,1,.000,2.61,2,2,0,0,0,0,10.1,7,5,3,1,4,0,5,0,0,3,42,1.065,6.1,0.9,3.5,4.4,1.25,,0
Nelson Portillo,20,3,5,.375,3.68,14,13,1,0,0,0,71.0,77,34,29,8,16,0,35,5,0,2,298,1.310,9.8,1.0,2.0,4.4,2.19,,0
Todd Privett*,20,1,2,.333,2.11,8,8,0,0,0,0,47.0,44,14,11,4,8,1,38,2,0,8,192,1.106,8.4,0.8,1.5,7.3,4.75,,0
Matthew Rainey,22,0,0,,54.00,1,0,0,0,0,0,0.1,1,2,2,0,1,0,0,0,0,1,3,6.000,27.0,0.0,27.0,0.0,0.00,,0
Jorge Reyes,22,1,4,.200,5.63,7,7,0,0,0,0,32.0,42,22,20,3,12,1,26,1,1,1,145,1.688,11.8,0.8,3.4,7.3,2.17,,0
Jake Ruckle,20,5,3,.625,3.38,14,14,0,0,0,0,80.0,88,41,30,2,8,2,51,5,1,3,338,1.200,9.9,0.2,0.9,5.7,6.38,,0
Jeramy Simmons,23,2,2,.500,3.43,4,4,0,0,0,0,21.0,25,10,8,0,4,0,19,1,0,3,89,1.381,10.7,0.0,1.7,8.1,4.75,,0
Joe Smith,22,0,1,.000,0.45,17,0,15,0,0,9,20.0,10,3,1,0,3,1,28,4,0,2,78,0.650,4.5,0.0,1.4,12.6,9.33,,1
Alay Soler,26,0,1,.000,6.23,1,1,0,0,0,0,4.1,2,3,3,1,2,0,9,0,1,0,18,0.923,4.2,2.1,4.2,18.7,4.50,,1
Ricky Sparks,21,0,0,,6.75,3,0,1,0,0,0,4.0,3,3,3,0,4,0,3,2,0,0,20,1.750,6.8,0.0,9.0,6.8,0.75,,0
Tobi Stoner,21,6,2,.750,2.15,14,14,0,1,0,0,83.2,66,25,20,1,17,2,62,4,1,2,329,0.992,7.1,0.1,1.8,6.7,3.65,,1
Nicholas Waechter,21,0,0,,0.00,1,0,0,0,0,0,2.0,2,0,0,0,1,0,2,0,0,0,9,1.500,9.0,0.0,4.5,9.0,2.00,,0
Rip Warren*,22,1,2,.333,2.96,13,0,2,0,0,0,27.1,24,9,9,0,9,2,34,2,0,5,115,1.207,7.9,0.0,3.0,11.2,3.78,,0
Mark Wright,22,0,1,.000,13.50,1,0,1,0,0,0,2.0,4,5,3,0,2,0,0,0,0,1,13,3.000,18.0,0.0,9.0,0.0,0.00,,0
26 Players,21.6,41,33,.554,2.96,74,74,72,2,10,24,663.0,619,284,218,27,184,25,541,37,4,49,2789,1.211,8.4,0.4,2.5,7.3,2.94,,0
