Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Brian Baker,23,0,1,.000,2.93,21,0,15,0,0,6,30.2,17,11,10,2,11,0,31,1,0,1,125,0.913,5.0,0.6,3.2,9.1,2.82,,0
Josh Butler,21,0,3,.000,5.40,5,2,1,0,0,0,13.1,13,9,8,0,7,0,12,0,0,2,58,1.500,8.8,0.0,4.7,8.1,1.71,,1
Matt Falk,21,4,4,.500,3.90,17,6,0,0,0,0,57.2,59,28,25,2,10,0,47,5,1,5,241,1.197,9.2,0.3,1.6,7.3,4.70,,0
Woods Fines,20,7,3,.700,2.47,14,14,0,0,0,0,87.1,78,30,24,1,17,0,63,8,3,1,346,1.088,8.0,0.1,1.8,6.5,3.71,,0
Neal Frontz,22,0,2,.000,3.12,21,0,12,0,0,5,40.1,34,14,14,1,10,0,27,3,0,3,163,1.091,7.6,0.2,2.2,6.0,2.70,,0
Roberto Gil,22,2,2,.500,5.79,20,0,6,0,0,0,28.0,33,21,18,1,13,1,31,1,1,4,133,1.643,10.6,0.3,4.2,10.0,2.38,,0
Jeremy Hellickson,19,4,3,.571,2.43,15,14,0,0,0,0,77.2,55,24,21,3,16,0,96,6,0,4,309,0.914,6.4,0.3,1.9,11.1,6.00,,1
Thomas Lagreid,22,0,0,,40.50,1,0,1,0,0,0,0.2,4,3,3,1,0,0,0,0,0,0,6,6.000,54.0,13.5,0.0,0.0,,,0
Matt Larson,25,0,0,,3.00,6,0,0,0,0,0,6.0,7,5,2,0,3,0,4,0,0,0,30,1.667,10.5,0.0,4.5,6.0,1.33,,0
Ryan Morse*,23,1,2,.333,2.50,3,3,0,0,0,0,18.0,17,8,5,1,3,0,12,1,0,3,74,1.111,8.5,0.5,1.5,6.0,4.00,,0
Joseph Muro,22,1,1,.500,4.15,15,0,2,0,0,0,17.1,14,10,8,0,16,1,17,4,0,5,84,1.731,7.3,0.0,8.3,8.8,1.06,,0
Brett Nagy,24,1,3,.250,6.46,22,0,9,0,0,0,30.2,35,25,22,7,11,1,31,3,0,1,137,1.500,10.3,2.1,3.2,9.1,2.82,,0
Ryan Owen*,21,5,3,.625,2.65,15,13,0,0,0,0,71.1,63,26,21,2,11,0,57,8,0,1,288,1.037,7.9,0.3,1.4,7.2,5.18,,0
Ryan Reid,21,1,9,.100,6.24,15,12,1,0,0,0,53.1,60,42,37,2,24,0,43,9,1,3,248,1.575,10.1,0.3,4.1,7.3,1.79,,1
Claudio Rodriguez,23,1,1,.500,2.14,12,0,6,0,0,1,21.0,17,6,5,0,8,0,21,1,0,2,86,1.190,7.3,0.0,3.4,9.0,2.63,,0
Heath Rollins,21,1,3,.250,4.08,12,10,1,0,0,0,46.1,44,25,21,3,14,0,48,4,0,2,197,1.252,8.5,0.6,2.7,9.3,3.43,,0
Celso Rondon,22,0,1,.000,1.93,14,0,4,0,0,1,23.1,21,9,5,1,8,1,21,1,0,0,101,1.243,8.1,0.4,3.1,8.1,2.63,,0
Ben Rulon*,23,0,1,.000,9.82,4,0,0,0,0,0,3.2,4,4,4,0,4,0,3,0,0,2,19,2.182,9.8,0.0,9.8,7.4,0.75,,0
Erik Walker,22,3,1,.750,0.48,20,0,16,0,0,7,37.2,18,3,2,0,6,0,53,5,1,2,141,0.637,4.3,0.0,1.4,12.7,8.83,,0
19 Players,21.6,31,43,.419,3.43,74,74,74,0,6,20,664.1,593,303,253,27,192,4,617,60,7,41,2786,1.182,8.0,0.4,2.6,8.4,3.21,,0
