Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Dylan Axelrod,25,6,1,.857,2.27,15,15,0,0,0,0,91.1,74,27,23,2,21,0,75,4,0,0,367,1.040,7.3,0.2,2.1,7.4,3.57,,1
J.R. Ballinger,23,0,0,,0.00,1,0,1,0,0,0,3.1,2,0,0,0,1,0,2,0,0,0,11,0.900,5.4,0.0,2.7,5.4,2.00,,0
Cameron Bayne,23,0,1,.000,13.50,1,1,0,0,0,0,4.0,13,6,6,0,1,0,2,1,0,1,26,3.500,29.3,0.0,2.3,4.5,2.00,,0
Joe Bisenius,28,5,1,.833,3.09,13,13,0,0,0,0,67.0,53,29,23,5,39,0,53,3,0,10,293,1.373,7.1,0.7,5.2,7.1,1.36,,1
Brian Bruney,29,1,0,1.000,1.31,19,0,18,0,0,7,20.2,12,3,3,0,9,0,30,1,0,0,84,1.016,5.2,0.0,3.9,13.1,3.33,,1
Anthony Carter,25,0,2,.000,7.23,35,0,10,0,0,3,47.1,60,39,38,6,26,2,48,5,0,7,228,1.817,11.4,1.1,4.9,9.1,1.85,,0
Jonathan Casey,22,0,0,,0.00,1,0,0,0,0,0,3.0,3,0,0,0,1,0,2,0,0,0,12,1.333,9.0,0.0,3.0,6.0,2.00,,0
Justin Cassel,26,0,1,.000,4.32,2,2,0,0,0,0,8.1,7,4,4,1,2,0,4,0,0,3,34,1.080,7.6,1.1,2.2,4.3,2.00,,0
Kyle Cofield,24,0,0,,9.00,2,0,2,0,0,0,2.0,2,2,2,0,0,0,2,0,0,1,8,1.000,9.0,0.0,0.0,9.0,,,0
Tyson Corley,25,4,2,.667,4.34,16,0,2,0,0,0,29.0,31,14,14,2,14,1,14,6,0,4,134,1.552,9.6,0.6,4.3,4.3,1.00,,0
John Danks*,26,1,0,1.000,2.00,2,2,0,0,0,0,9.0,9,2,2,2,2,0,6,0,0,0,36,1.222,9.0,2.0,2.0,6.0,3.00,,1
Doug Davis*,35,2,5,.286,2.60,9,9,0,0,0,0,52.0,51,20,15,2,12,0,46,1,1,5,213,1.212,8.8,0.3,2.1,8.0,3.83,,1
Freddy Dolsi,28,3,7,.300,6.87,15,14,0,0,0,0,77.1,96,63,59,13,23,0,59,7,2,1,355,1.539,11.2,1.5,2.7,6.9,2.57,,1
Lucas Harrell,26,7,3,.700,3.27,13,12,1,0,0,0,74.1,67,28,27,6,26,0,56,1,0,5,305,1.251,8.1,0.7,3.1,6.8,2.15,,1
Deunte Heath,25,4,7,.364,4.73,30,16,1,0,0,1,102.2,98,62,54,12,62,0,117,4,1,8,465,1.558,8.6,1.1,5.4,10.3,1.89,,1
Gaby Hernandez,25,4,6,.400,7.69,11,11,0,0,0,0,55.0,76,49,47,12,27,0,40,4,0,8,271,1.873,12.4,2.0,4.4,6.5,1.48,,0
Philip Humber,28,0,0,,7.20,1,1,0,0,0,0,5.0,7,4,4,1,1,0,5,0,0,0,23,1.600,12.6,1.8,1.8,9.0,5.00,,1
Brandon Hynick,26,1,4,.200,7.85,7,7,0,0,0,0,36.2,51,32,32,10,11,0,26,2,0,3,166,1.691,12.5,2.5,2.7,6.4,2.36,,0
Gregory Infante,23,1,4,.200,3.35,34,0,13,0,0,4,48.1,50,20,18,5,21,1,40,2,0,5,214,1.469,9.3,0.9,3.9,7.4,1.90,,1
Josh Kinney,32,6,3,.667,2.77,49,0,39,0,0,14,61.2,49,22,19,2,17,0,66,5,1,6,250,1.070,7.2,0.3,2.5,9.6,3.88,,1
Brandon Kloess,26,1,0,1.000,0.00,4,0,2,0,0,0,6.1,2,0,0,0,0,0,8,0,0,0,20,0.316,2.8,0.0,0.0,11.4,,,0
