Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Erik Arnesen,27,0,2,.000,3.57,3,3,0,0,0,0,17.2,22,7,7,2,3,0,15,0,0,0,74,1.415,11.2,1.0,1.5,7.6,5.00,,0
Collin Balester,25,2,1,.667,4.35,28,0,9,0,0,1,39.1,47,19,19,2,15,1,46,1,0,3,174,1.576,10.8,0.5,3.4,10.5,3.07,,1
Evan Bronson*,24,1,0,1.000,6.23,1,0,1,0,0,0,4.1,3,3,3,0,2,0,3,0,0,0,18,1.154,6.2,0.0,4.2,6.2,1.50,,0
Adam Carr,27,2,2,.500,6.63,17,0,6,0,0,0,19.0,22,14,14,4,12,0,13,0,0,2,90,1.789,10.4,1.9,5.7,6.2,1.08,,0
Matt Chico*,28,0,2,.000,5.06,8,0,5,0,0,0,10.2,16,7,6,0,5,1,8,0,0,3,51,1.969,13.5,0.0,4.2,6.8,1.60,,1
Ross Detwiler*,25,6,6,.500,4.53,16,16,0,0,0,0,87.1,98,48,44,4,32,1,63,1,0,2,380,1.489,10.1,0.4,3.3,6.5,1.97,,1
Jeff Frazier,28,0,0,,0.00,2,0,2,0,0,0,1.2,1,0,0,0,2,0,1,0,0,1,8,1.800,5.4,0.0,10.8,5.4,0.50,,1
Christian Garcia,25,0,0,,0.00,1,0,0,0,0,0,2.0,0,0,0,0,1,0,2,0,0,0,7,0.500,0.0,0.0,4.5,9.0,2.00,,1
Chad Gaudin,28,0,2,.000,4.38,6,2,2,0,0,0,12.1,17,9,6,0,3,0,14,1,0,1,56,1.622,12.4,0.0,2.2,10.2,4.67,,1
Tom Gorzelanny*,28,0,1,.000,9.00,1,1,0,0,0,0,4.0,5,4,4,1,1,0,3,1,0,0,18,1.500,11.3,2.3,2.3,6.8,3.00,,1
Lee Hyde*,26,2,0,1.000,5.68,42,0,5,0,0,1,38.0,40,26,24,5,26,0,38,4,0,3,176,1.737,9.5,1.2,6.2,9.0,1.46,,0
Cole Kimball,25,1,0,1.000,0.00,12,0,11,0,0,5,13.2,8,0,0,0,8,1,14,0,0,1,57,1.171,5.3,0.0,5.3,9.2,1.75,,1
Jeff Mandel,26,4,4,.500,3.81,43,0,20,0,0,3,54.1,67,25,23,5,16,3,48,9,0,2,251,1.528,11.1,0.8,2.7,8.0,3.00,,0
