Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Taylor Black,23,2,3,.400,3.52,17,0,15,0,0,5,23.0,24,11,9,3,2,0,28,3,0,2,100,1.130,9.4,1.2,0.8,11.0,14.00,0,2015,Short-Season A,COL
Logan Cozart,22,3,0,1.000,3.96,25,0,7,0,0,0,36.1,31,19,16,3,14,0,30,2,1,4,157,1.239,7.7,0.7,3.5,7.4,2.14,0,2015,Short-Season A,COL
Dylan Craig*,22,0,0,,3.18,5,5,0,0,0,0,17.0,18,7,6,0,5,0,16,2,0,1,75,1.353,9.5,0.0,2.6,8.5,3.20,0,2015,Short-Season A,COL
David Hill,21,0,0,,3.09,8,7,0,0,0,0,23.1,20,8,8,1,9,0,23,2,0,1,97,1.243,7.7,0.4,3.5,8.9,2.56,0,2015,Short-Season A,COL
Drasen Johnson,23,2,4,.333,2.37,15,4,0,0,0,0,38.0,39,13,10,1,13,0,28,0,0,0,160,1.368,9.2,0.2,3.1,6.6,2.15,0,2015,Short-Season A,COL
Hayden Jones,21,0,1,.000,11.00,10,0,3,0,0,0,9.0,14,14,11,1,8,0,8,7,0,6,58,2.444,14.0,1.0,8.0,8.0,1.00,0,2015,Short-Season A,COL
Salvador Justo,20,2,0,1.000,3.22,25,0,1,0,0,0,22.1,21,13,8,1,15,0,13,1,0,5,102,1.612,8.5,0.4,6.0,5.2,0.87,0,2015,Short-Season A,COL
Alec Kenilvort,22,1,2,.333,5.40,22,0,6,0,0,0,38.1,37,25,23,2,20,0,31,3,0,5,168,1.487,8.7,0.5,4.7,7.3,1.55,0,2015,Short-Season A,COL
Justin Lawrence,20,0,3,.000,8.05,16,0,2,0,0,0,19.0,21,22,17,3,15,0,15,2,0,0,95,1.895,9.9,1.4,7.1,7.1,1.00,1,2015,Short-Season A,COL
Angel Lezama,21,1,3,.250,8.10,13,7,3,0,0,0,40.0,66,48,36,4,9,0,24,6,0,6,201,1.875,14.9,0.9,2.0,5.4,2.67,0,2015,Short-Season A,COL
Tyler Matzek*,24,0,1,.000,23.14,3,0,0,0,0,0,2.1,2,6,6,0,8,0,4,1,0,1,16,4.286,7.7,0.0,30.9,15.4,0.50,1,2015,Short-Season A,COL
Ryan McCormick,21,1,2,.333,4.09,12,7,1,0,0,0,44.0,54,29,20,2,15,0,25,4,0,3,197,1.568,11.0,0.4,3.1,5.1,1.67,0,2015,Short-Season A,COL
Matt Meier,23,0,0,,5.49,17,0,6,0,0,0,19.2,18,15,12,2,11,0,13,3,1,4,91,1.475,8.2,0.9,5.0,5.9,1.18,0,2015,Short-Season A,COL
Javier Palacios,21,3,3,.500,3.26,12,12,0,0,0,0,60.2,68,28,22,0,12,0,38,4,0,2,260,1.319,10.1,0.0,1.8,5.6,3.17,0,2015,Short-Season A,COL
Cristian Quintin,21,3,5,.375,3.68,26,0,23,0,0,7,36.2,34,17,15,3,9,0,31,1,1,2,153,1.173,8.3,0.7,2.2,7.6,3.44,0,2015,Short-Season A,COL
Logan Sawyer,22,4,4,.500,4.11,11,10,0,0,0,0,61.1,61,33,28,2,22,0,41,7,0,3,268,1.353,9.0,0.3,3.2,6.0,1.86,0,2015,Short-Season A,COL
Craig Schlitter,23,2,0,1.000,2.25,9,0,3,0,0,1,12.0,8,3,3,0,2,0,17,0,0,0,45,0.833,6.0,0.0,1.5,12.8,8.50,0,2015,Short-Season A,COL
John Sheehan,24,0,0,,0.00,3,0,0,0,0,0,3.1,0,0,0,0,1,0,3,0,0,1,11,0.300,0.0,0.0,2.7,8.1,3.00,0,2015,Short-Season A,COL
Dylan Thompson,22,1,3,.250,4.65,19,3,4,0,0,2,40.2,38,27,21,1,25,0,30,4,0,9,189,1.549,8.4,0.2,5.5,6.6,1.20,0,2015,Short-Season A,COL
Cesar Villarroel,20,0,3,.000,9.38,14,0,1,0,0,0,24.0,32,27,25,2,11,0,13,8,0,5,122,1.792,12.0,0.8,4.1,4.9,1.18,0,2015,Short-Season A,COL
Colin Welmon,22,2,5,.286,4.20,12,12,0,0,0,0,49.1,56,31,23,2,15,0,37,1,0,6,218,1.439,10.2,0.4,2.7,6.8,2.47,0,2015,Short-Season A,COL
Jack Wynkoop*,21,2,4,.333,4.25,11,9,1,0,0,0,48.2,52,28,23,6,8,0,34,2,0,1,205,1.233,9.6,1.1,1.5,6.3,4.25,0,2015,Short-Season A,COL
Chad Zurat,23,1,0,1.000,0.00,2,0,0,0,0,0,1.2,0,0,0,0,0,0,1,0,0,0,5,0.000,0.0,0.0,0.0,5.4,,0,2015,Short-Season A,COL
