Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Adbert Alzolay,20,6,2,.750,2.04,12,3,1,0,0,0,53.0,29,13,12,5,15,0,49,0,0,5,200,0.830,4.9,0.8,2.5,8.3,3.27,1,2015,Short-Season A,CHC
Pedro Araujo,21,0,2,.000,2.68,21,0,12,0,0,1,50.1,43,17,15,1,9,1,70,1,1,9,208,1.033,7.7,0.2,1.6,12.5,7.78,1,2015,Short-Season A,CHC
David Berg,22,1,0,1.000,0.00,2,0,1,0,0,1,3.1,0,0,0,0,0,0,4,0,0,0,10,0.000,0.0,0.0,0.0,10.8,,0,2015,Short-Season A,CHC
Casey Bloomquist,21,0,2,.000,2.29,8,4,0,0,0,0,19.2,13,5,5,0,2,0,22,1,0,1,74,0.763,5.9,0.0,0.9,10.1,11.00,0,2015,Short-Season A,CHC
Jordan Brink,22,1,0,1.000,1.93,2,0,0,0,0,0,4.2,5,3,1,0,1,0,8,0,0,1,21,1.286,9.6,0.0,1.9,15.4,8.00,0,2015,Short-Season A,CHC
Craig Brooks,22,2,0,1.000,3.38,10,0,7,0,0,2,10.2,7,6,4,0,3,0,21,0,0,2,43,0.938,5.9,0.0,2.5,17.7,7.00,0,2015,Short-Season A,CHC
Francisco Carrillo,25,1,1,.500,3.55,5,0,1,0,0,1,12.2,11,5,5,0,5,0,11,0,0,0,53,1.263,7.8,0.0,3.6,7.8,2.20,0,2015,Short-Season A,CHC
Jared Cheek,22,0,0,,7.84,9,0,7,0,0,2,10.1,13,9,9,1,7,0,9,0,0,1,49,1.935,11.3,0.9,6.1,7.8,1.29,0,2015,Short-Season A,CHC
Oscar De La Cruz,20,6,3,.667,2.84,13,13,0,0,0,0,73.0,56,27,23,4,17,0,73,4,5,3,290,1.000,6.9,0.5,2.1,9.0,4.29,0,2015,Short-Season A,CHC
Andin Diaz*,22,0,2,.000,7.36,4,4,0,0,0,0,14.2,13,13,12,1,15,0,18,0,0,0,71,1.909,8.0,0.6,9.2,11.0,1.20,0,2015,Short-Season A,CHC
Heath Dwyer*,22,0,0,,4.50,4,0,1,0,0,0,6.0,10,3,3,0,2,0,8,0,0,1,28,2.000,15.0,0.0,3.0,12.0,4.00,0,2015,Short-Season A,CHC
Scott Effross,21,0,0,,1.26,7,0,4,0,0,2,14.1,9,3,2,0,5,0,11,0,0,1,57,0.977,5.7,0.0,3.1,6.9,2.20,1,2015,Short-Season A,CHC
Greyfer Eregua,21,0,3,.000,2.47,17,0,5,0,0,2,43.2,31,15,12,0,14,0,45,1,0,4,177,1.031,6.4,0.0,2.9,9.3,3.21,0,2015,Short-Season A,CHC
Scott Frazier,23,1,0,1.000,7.71,7,0,3,0,0,0,7.0,11,7,6,3,0,0,8,0,0,0,33,1.571,14.1,3.9,0.0,10.3,,0,2015,Short-Season A,CHC
Tanner Griggs,21,0,1,.000,12.91,6,0,2,0,0,1,7.2,11,12,11,0,6,0,9,4,0,2,43,2.217,12.9,0.0,7.0,10.6,1.50,0,2015,Short-Season A,CHC
Jae-Hoon Ha,24,3,0,1.000,2.33,16,0,5,0,0,0,27.0,24,8,7,0,13,0,29,1,0,4,117,1.370,8.0,0.0,4.3,9.7,2.23,0,2015,Short-Season A,CHC
Luis Hernandez,20,0,0,,4.50,4,0,0,0,0,0,6.0,4,3,3,1,5,0,9,1,0,0,27,1.500,6.0,1.5,7.5,13.5,1.80,0,2015,Short-Season A,CHC
Corbin Hoffner,21,0,0,,0.00,3,0,1,0,0,0,4.1,4,0,0,0,0,0,2,0,0,1,16,0.923,8.3,0.0,0.0,4.2,,0,2015,Short-Season A,CHC
Ryan Kellogg*,21,0,1,.000,4.98,10,9,0,0,0,0,21.2,27,14,12,1,8,0,14,1,0,5,100,1.615,11.2,0.4,3.3,5.8,1.75,0,2015,Short-Season A,CHC
Mark Malave,20,0,1,.000,5.87,5,0,1,0,0,1,7.2,6,6,5,0,5,0,8,0,0,2,35,1.435,7.0,0.0,5.9,9.4,1.60,0,2015,Short-Season A,CHC
Dillon Maples,23,0,1,.000,7.20,3,0,0,0,0,0,5.0,7,9,4,0,1,0,8,2,0,1,27,1.600,12.6,0.0,1.8,14.4,8.00,1,2015,Short-Season A,CHC
Trey Masek,23,0,0,,3.31,14,0,7,0,0,2,16.1,12,6,6,1,7,0,17,2,0,3,73,1.163,6.6,0.6,3.9,9.4,2.43,0,2015,Short-Season A,CHC
Kyle Miller,21,1,1,.500,3.94,8,3,1,0,0,0,16.0,16,8,7,1,7,0,12,0,0,2,68,1.438,9.0,0.6,3.9,6.8,1.71,0,2015,Short-Season A,CHC
Preston Morrison,21,1,1,.500,0.81,9,4,1,0,0,0,22.1,15,2,2,0,3,0,30,0,0,1,85,0.806,6.0,0.0,1.2,12.1,10.00,0,2015,Short-Season A,CHC
Jose Paulino*,20,4,6,.400,4.42,12,6,0,0,0,0,55.0,59,33,27,5,21,0,57,5,0,14,246,1.455,9.7,0.8,3.4,9.3,2.71,0,2015,Short-Season A,CHC
Tyler Peitzmeier*,22,2,3,.400,5.94,12,0,6,0,0,1,16.2,14,11,11,2,5,1,16,0,0,4,67,1.140,7.6,1.1,2.7,8.6,3.20,0,2015,Short-Season A,CHC
Carson Sands*,20,3,4,.429,3.92,14,14,0,0,0,0,57.1,62,40,25,0,21,0,41,6,1,7,255,1.448,9.7,0.0,3.3,6.4,1.95,0,2015,Short-Season A,CHC
Alex Santana,21,2,1,.667,6.52,7,0,5,0,0,1,9.2,11,9,7,2,3,0,11,2,0,4,45,1.448,10.2,1.9,2.8,10.2,3.67,0,2015,Short-Season A,CHC
Justin Steele*,19,3,1,.750,2.66,10,10,0,0,0,0,40.2,38,24,12,0,15,0,38,0,1,6,175,1.303,8.4,0.0,3.3,8.4,2.53,1,2015,Short-Season A,CHC
