Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Nick Additon,25,25,32,23,0,2,1,0,0,0,0,0,3,10,.087,.192,.130,.323,3,0,0,6,0,0,0
Vance Albitz,25,28,88,82,12,22,3,0,1,9,3,0,2,9,.268,.299,.341,.640,28,2,2,1,1,0,0
Mitchell Boggs,29,18,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
Keith Butler,24,20,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
Richard Castillo,23,5,5,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,1,0,0,0
Adron Chambers*,26,101,393,333,51,84,13,4,8,43,16,2,39,75,.252,.338,.387,.725,129,7,7,8,6,0,1
Justin Christian,33,107,411,374,41,101,16,3,3,29,14,4,31,44,.270,.332,.353,.685,132,18,4,1,1,2,1
Maikel Cleto,24,16,8,7,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,0,0,0,1,0,0,1
Jermaine Curtis,25,115,436,370,45,95,17,1,5,49,10,2,52,53,.257,.355,.349,.703,129,9,7,2,5,2,1
Eric Fornataro,25,37,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,1
Sam Freeman,26,49,6,5,1,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,2,0,0,1,0,0,1
David Freese,30,3,13,12,2,4,2,0,0,4,0,0,1,2,.333,.385,.500,.885,6,0,0,0,0,0,1
Greg Garcia*,23,116,424,354,50,96,23,4,3,35,14,2,49,70,.271,.377,.384,.761,136,10,11,10,0,1,1
John Gast*,24,7,10,9,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,0,0,0,1,0,0,1
Nick Greenwood,25,22,9,6,0,1,0,0,0,0,0,0,0,1,.167,.167,.167,.333,1,0,0,3,0,0,1
Deryk Hooker,24,15,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Chad Huffman,28,108,365,309,49,87,18,1,13,55,2,0,47,70,.282,.379,.472,.852,146,10,4,1,4,0,1
Ryan Jackson,25,121,510,442,49,123,19,1,3,34,9,0,52,91,.278,.352,.346,.698,153,13,2,7,7,0,1
Rob Johnson,30,59,221,195,27,46,8,1,7,32,0,2,24,42,.236,.317,.395,.712,77,4,0,0,2,1,1
Tyler Lyons*,25,17,30,23,3,4,1,0,0,2,0,0,2,10,.174,.240,.217,.457,5,0,0,5,0,0,1
Seth Maness,24,4,5,5,0,1,1,0,0,0,0,0,0,1,.200,.200,.400,.600,2,0,0,0,0,0,1
Carlos Martinez,21,13,24,16,2,3,1,0,0,0,0,0,0,9,.188,.188,.250,.438,4,0,0,8,0,0,1
Luis Mateo,23,5,16,14,3,4,0,0,0,1,0,0,2,3,.286,.375,.286,.661,4,0,0,0,0,0,0
Scott McGregor,26,18,22,18,2,2,0,0,0,1,0,0,1,5,.111,.158,.111,.269,2,0,0,3,0,0,0
Mike O'Neill*,25,32,133,112,16,33,3,0,0,3,1,0,20,11,.295,.402,.321,.723,36,2,0,1,0,0,0
Audry Perez,24,25,93,90,7,19,3,0,0,7,0,0,2,10,.211,.228,.244,.473,22,5,0,1,0,0,1
Brock Peterson,29,122,508,456,69,135,30,1,25,86,1,1,44,114,.296,.364,.531,.895,242,12,6,0,2,1,1
Tommy Pham,25,30,113,106,6,28,6,1,1,13,2,1,7,25,.264,.310,.368,.678,39,4,0,0,0,0,1
James Ramsey*,23,1,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Jamie Romak,27,134,518,458,69,111,32,1,22,74,6,1,49,115,.242,.322,.461,.782,211,12,6,2,3,1,1
Jorge Rondon,25,51,1,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,2,0,0,0,0,0,1
Marc Rzepczynski*,27,32,2,1,0,1,0,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000,1,0,0,0,0,0,1
Kevin Siegrist*,23,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
Chris Swauger*,26,48,113,104,10,22,6,0,2,12,1,1,7,24,.212,.259,.327,.586,34,2,0,1,1,1,0
Travis Tartamella,25,53,193,176,11,43,4,0,3,18,0,1,14,54,.244,.302,.318,.620,56,2,1,1,1,1,1
Oscar Taveras*,21,46,186,173,25,53,12,0,5,32,5,1,9,22,.306,.341,.462,.803,80,6,1,1,2,1,1
J.R. Towles,29,19,71,59,15,14,3,1,5,14,0,0,8,10,.237,.366,.576,.942,34,1,4,0,0,1,1
Michael Wacha,21,15,11,10,0,1,0,0,0,0,0,0,0,4,.100,.100,.100,.200,1,0,0,1,0,0,1
Boone Whiting,23,21,23,20,1,4,0,0,0,1,0,0,1,7,.200,.238,.200,.438,4,1,0,2,0,0,0
Kolten Wong*,22,107,463,412,68,125,21,8,10,45,20,1,41,60,.303,.369,.466,.835,192,9,4,2,4,3,1
