Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Felix Carvallo*,21,3,2,.600,5.18,36,0,9,0,0,2,64.1,68,40,37,7,24,0,63,0,2,3,283,1.430,9.5,1.0,3.4,8.8,2.63,,0
Lendy Castillo,26,0,0,,6.43,2,1,0,0,0,0,7.0,14,5,5,0,2,0,5,1,0,1,38,2.286,18.0,0.0,2.6,6.4,2.50,,1
Cody Ege*,24,3,0,1.000,1.35,9,0,6,0,0,1,13.1,7,2,2,1,3,0,25,1,0,1,51,0.750,4.7,0.7,2.0,16.9,8.33,,1
John Fasola,23,3,2,.600,5.28,23,0,20,0,0,6,29.0,31,19,17,6,9,1,30,0,0,3,125,1.379,9.6,1.9,2.8,9.3,3.33,,0
Dallas Gallant,26,2,1,.667,5.72,8,5,0,0,0,0,28.1,26,21,18,6,16,0,27,3,0,4,132,1.482,8.3,1.9,5.1,8.6,1.69,,0
Reed Garrett,22,7,5,.583,4.96,18,18,0,2,0,0,103.1,110,66,57,16,33,0,70,5,1,4,450,1.384,9.6,1.4,2.9,6.1,2.12,,1
Juan Grullon*,25,3,0,1.000,1.93,19,0,7,0,0,2,32.2,24,8,7,3,6,2,35,1,0,0,126,0.918,6.6,0.8,1.7,9.6,5.83,,0
Jefri Hernandez,24,0,1,.000,2.21,14,0,12,0,0,4,20.1,19,6,5,1,7,0,22,0,0,3,83,1.279,8.4,0.4,3.1,9.7,3.14,,0
Pat Kaminska,24,1,1,.500,5.21,24,1,8,0,0,2,48.1,60,28,28,4,10,0,36,2,0,1,209,1.448,11.2,0.7,1.9,6.7,3.60,,0
Trey Lambert,24,9,3,.750,4.60,20,20,0,0,0,0,101.2,125,55,52,10,22,0,86,1,1,2,437,1.446,11.1,0.9,1.9,7.6,3.91,,0
Angelo Leclerc,23,3,3,.500,5.52,29,0,10,0,0,3,44.0,50,32,27,6,17,0,42,5,2,4,200,1.523,10.2,1.2,3.5,8.6,2.47,,0
David Ledbetter,23,3,9,.250,7.46,27,24,1,0,0,0,120.2,176,106,100,23,34,0,90,11,0,9,565,1.740,13.1,1.7,2.5,6.7,2.65,,0
Ryan Ledbetter,23,2,3,.400,7.50,40,1,17,0,0,3,66.0,84,59,55,13,32,2,69,9,0,8,314,1.758,11.5,1.8,4.4,9.4,2.16,,0
Frank Lopez*,21,4,1,.800,2.95,7,7,0,0,0,0,42.2,35,17,14,4,8,0,43,4,1,0,169,1.008,7.4,0.8,1.7,9.1,5.38,,0
David Lyon,25,0,0,,10.80,2,0,2,0,0,0,1.2,3,2,2,2,0,0,0,0,0,0,8,1.800,16.2,10.8,0.0,0.0,,,0
Shane McCain*,23,2,1,.667,5.29,16,2,3,0,0,1,32.1,34,22,19,4,13,0,41,4,0,3,146,1.454,9.5,1.1,3.6,11.4,3.15,,0
Jose Monegro,25,2,0,1.000,1.76,7,0,0,0,0,0,15.1,11,7,3,2,6,0,20,1,0,0,64,1.109,6.5,1.2,3.5,11.7,3.33,,0
Adam Parks,22,1,1,.500,3.06,10,0,4,0,0,2,17.2,19,7,6,3,3,0,16,0,1,1,71,1.245,9.7,1.5,1.5,8.2,5.33,,0
Luis Parra*,23,2,5,.286,7.00,12,11,0,0,0,0,54.0,72,48,42,7,37,0,50,1,0,10,264,2.019,12.0,1.2,6.2,8.3,1.35,,0
Richelson Pena,21,10,8,.556,4.76,21,20,0,0,0,0,111.2,118,71,59,23,23,1,87,5,0,4,475,1.263,9.5,1.9,1.9,7.0,3.78,,0
David Perez,22,4,3,.571,4.42,16,6,2,0,0,1,55.0,51,29,27,6,14,0,60,4,0,4,231,1.182,8.3,1.0,2.3,9.8,4.29,,0
Joeanthony Rivera*,21,1,0,1.000,3.60,7,0,0,0,0,0,10.0,5,4,4,1,9,0,10,1,0,4,44,1.400,4.5,0.9,8.1,9.0,1.11,,0
Connor Sadzeck,23,2,1,.667,3.98,11,8,0,0,0,0,40.2,32,22,18,4,24,0,48,3,0,6,181,1.377,7.1,0.9,5.3,10.6,2.00,,1
Ryne Slack*,22,7,1,.875,4.58,29,0,5,0,0,1,53.0,55,31,27,4,18,1,54,1,1,4,229,1.377,9.3,0.7,3.1,9.2,3.00,,0
Tyler Smith,23,1,4,.200,7.71,7,7,0,0,0,0,32.2,48,32,28,7,15,0,27,2,0,2,157,1.929,13.2,1.9,4.1,7.4,1.80,,0
Justin Sprenger,24,1,3,.250,6.20,13,0,7,0,0,1,20.1,25,19,14,2,16,0,25,4,0,5,107,2.016,11.1,0.9,7.1,11.1,1.56,,0
Jose Valdespina,23,1,1,.500,2.25,25,0,14,0,0,4,32.0,33,12,8,1,11,0,26,3,2,4,145,1.375,9.3,0.3,3.1,7.3,2.36,,0
Dakota Watts,27,0,1,.000,8.44,12,0,11,0,0,3,10.2,17,13,10,2,7,0,8,0,0,0,55,2.250,14.3,1.7,5.9,6.8,1.14,,0
Cole Wiper,23,1,2,.333,5.88,9,9,0,0,0,0,33.2,41,28,22,5,14,0,29,2,0,1,153,1.634,11.0,1.3,3.7,7.8,2.07,,0
29 Players,23.0,78,62,.557,5.17,140,140,138,2,7,36,1242.1,1393,811,713,173,433,7,1144,74,11,91,5512,1.470,10.1,1.3,3.1,8.3,2.64,,0
