Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Jeff Mathis,35,69,218,195,15,39,9,1,1,20,0,0,20,66,.200,.272,.272,.544,45,53,7,0,1,2,1,1
1B,Paul Goldschmidt,30,158,690,593,95,172,35,5,33,83,7,4,90,173,.290,.389,.533,.922,142,316,7,6,0,0,11,1
2B,Ketel Marte#,24,153,580,520,68,135,26,12,14,59,6,1,54,79,.260,.332,.437,.768,102,227,12,3,1,2,3,1
SS,Nick Ahmed,28,153,564,516,61,121,33,5,16,70,5,4,40,109,.234,.290,.411,.700,83,212,15,2,1,5,2,1
3B,Jake Lamb*,27,56,238,207,34,46,8,0,6,31,1,2,26,65,.222,.307,.348,.655,74,72,4,1,0,4,0,1
LF,David Peralta*,30,146,614,560,75,164,25,5,30,87,4,0,48,124,.293,.352,.516,.868,127,289,14,4,0,2,4,1
CF,AJ Pollock,30,113,460,413,61,106,21,5,21,65,13,2,31,100,.257,.316,.484,.800,108,200,6,8,1,7,2,1
RF,Steven Souza Jr.,29,72,272,241,21,53,15,3,5,29,6,1,28,75,.220,.309,.369,.678,79,89,4,3,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
IF,Daniel Descalso*,31,138,423,349,54,83,22,4,13,57,0,1,64,110,.238,.353,.436,.789,108,152,2,2,0,7,2,1
RF,Jon Jay*,33,84,320,289,46,68,10,5,2,22,1,1,14,56,.235,.304,.325,.629,68,94,7,15,1,1,0,1
RF,Chris Owings,26,106,309,281,34,58,15,0,4,22,11,4,24,75,.206,.272,.302,.574,53,85,4,2,0,2,4,1
CF,Jarrod Dyson*,33,67,237,206,29,39,4,2,2,12,16,3,27,34,.189,.282,.257,.539,45,53,3,0,3,1,2,1
C,Alex Avila*,31,80,234,194,13,32,6,0,7,20,0,0,37,90,.165,.299,.304,.603,61,59,4,1,0,2,2,1
3B,Eduardo Escobar#,29,54,223,198,30,53,11,0,8,21,1,1,18,35,.268,.327,.444,.772,102,88,5,2,0,5,2,1
C,John Ryan Murphy,27,87,223,208,19,42,9,0,9,24,0,0,11,71,.202,.244,.375,.619,61,78,1,1,2,1,1,1
3B,Deven Marrero,27,49,85,78,11,13,1,1,0,7,3,0,6,23,.167,.224,.205,.429,15,16,5,0,0,1,0,1
UT,Christian Walker,27,37,53,49,6,8,2,0,3,6,1,0,3,22,.163,.226,.388,.614,59,19,1,1,0,0,0,1
