Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Hunter Adkins,25,2,1,.667,6.75,5,1,0,0,0,0,14.2,13,11,11,2,15,0,10,1,0,2,68,1.909,8.0,1.2,9.2,6.1,0.67,0
Dylan Axelrod,30,9,7,.563,4.19,26,25,1,1,0,0,133.1,140,65,62,13,33,0,86,1,0,8,552,1.298,9.5,0.9,2.2,5.8,2.61,1
Kyle Barraclough,26,1,0,1.000,1.50,3,0,1,0,0,1,6.0,2,1,1,0,1,0,9,0,0,0,21,0.500,3.0,0.0,1.5,13.5,9.00,1
Tyler Bremer,26,0,0,,5.25,5,0,1,0,0,0,12.0,16,7,7,1,7,0,10,2,0,2,60,1.917,12.0,0.8,5.3,7.5,1.43,0
Craig Breslow*,35,1,3,.250,6.46,14,0,5,0,0,2,23.2,34,18,17,3,11,0,29,0,0,0,115,1.901,12.9,1.1,4.2,11.0,2.64,1
Austin Brice,24,0,0,,1.04,5,0,3,0,0,2,8.2,3,1,1,1,1,0,10,0,0,0,28,0.462,3.1,1.0,1.0,10.4,10.00,1
Hunter Cervenka*,26,0,0,,0.00,2,0,1,0,0,1,2.0,1,0,0,0,0,0,4,0,0,0,7,0.500,4.5,0.0,0.0,18.0,,1
Ryan Chaffee,28,0,0,,12.46,2,0,1,0,0,0,4.1,8,6,6,2,4,0,2,0,0,0,24,2.769,16.6,4.2,8.3,4.2,0.50,0
Paul Clemens,28,6,4,.600,4.30,14,14,0,2,1,0,75.1,66,38,36,6,25,0,66,3,0,2,316,1.208,7.9,0.7,3.0,7.9,2.64,1
Jarred Cosart,26,3,4,.429,4.09,10,10,0,0,0,0,50.2,55,30,23,8,25,0,30,0,0,1,224,1.579,9.8,1.4,4.4,5.3,1.20,1
Cody Ege*,25,4,3,.571,4.50,36,0,21,0,0,5,44.0,42,24,22,1,27,2,35,6,0,5,203,1.568,8.6,0.2,5.5,7.2,1.30,1
Brian Ellington,25,1,0,1.000,3.12,32,0,11,0,0,2,34.2,17,12,12,2,26,0,54,2,0,4,147,1.240,4.4,0.5,6.8,14.0,2.08,1
Jake Esch,26,2,1,.667,5.70,4,4,0,1,1,0,23.2,26,15,15,2,9,0,14,1,0,0,101,1.479,9.9,0.8,3.4,5.3,1.56,1
