Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Mark Appel,24,3,3,.500,4.46,8,8,0,0,0,0,38.1,40,22,19,3,20,0,34,1,0,6,172,1.565,9.4,0.7,4.7,8.0,1.70,0,2016,AAA,PHI
Elvis Araujo*,24,1,0,1.000,2.18,18,0,8,0,0,1,20.2,15,7,5,2,6,0,19,1,0,1,84,1.016,6.5,0.9,2.6,8.3,3.17,1,2016,AAA,PHI
Alec Asher,24,3,0,1.000,1.53,4,4,0,0,0,0,29.1,15,8,5,4,3,0,19,0,0,0,107,0.614,4.6,1.2,0.9,5.8,6.33,1,2016,AAA,PHI
Andrew Bailey,32,1,0,1.000,1.50,5,0,3,0,0,1,6.0,4,1,1,0,2,0,12,0,0,1,24,1.000,6.0,0.0,3.0,18.0,6.00,1,2016,AAA,PHI
Jeremy Bleich*,29,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.000,0.0,0.0,0.0,9.0,,1,2016,AAA,PHI
David Buchanan,27,10,9,.526,3.98,27,26,1,1,0,0,167.1,163,81,74,15,40,0,95,2,1,1,686,1.213,8.8,0.8,2.2,5.1,2.38,1,2016,AAA,PHI
Jimmy Cordero,24,0,1,.000,27.00,1,0,0,0,0,0,1.1,4,4,4,0,2,0,1,0,0,1,10,4.500,27.0,0.0,13.5,6.8,0.50,1,2016,AAA,PHI
Zach Eflin,22,5,2,.714,2.90,11,11,0,0,0,0,68.1,49,24,22,2,11,0,55,3,0,4,263,0.878,6.5,0.3,1.4,7.2,5.00,1,2016,AAA,PHI
Luis Garcia,29,6,3,.667,2.14,48,0,26,0,0,13,54.2,38,13,13,3,24,0,53,5,1,8,219,1.134,6.3,0.5,4.0,8.7,2.21,1,2016,AAA,PHI
Severino Gonzalez,23,0,1,.000,3.31,15,1,1,0,0,0,35.1,37,14,13,3,6,0,26,2,0,3,150,1.217,9.4,0.8,1.5,6.6,4.33,1,2016,AAA,PHI
Frank Herrmann,32,6,1,.857,1.72,27,0,10,0,0,0,31.1,24,6,6,2,6,2,31,0,0,1,123,0.957,6.9,0.6,1.7,8.9,5.17,1,2016,AAA,PHI
Dalier Hinojosa,30,1,3,.250,2.96,22,0,11,0,0,1,24.1,25,9,8,2,14,1,23,0,0,0,108,1.603,9.2,0.7,5.2,8.5,1.64,1,2016,AAA,PHI
Mario Hollands*,27,0,0,,2.31,8,0,1,0,0,0,11.2,11,5,3,1,4,1,8,1,0,0,52,1.286,8.5,0.8,3.1,6.2,2.00,1,2016,AAA,PHI
Gregory Infante,28,2,1,.667,5.82,9,1,1,0,0,0,17.0,17,11,11,3,12,0,12,2,0,0,76,1.706,9.0,1.6,6.4,6.4,1.00,1,2016,AAA,PHI
Phil Klein,27,5,1,.833,1.52,14,10,0,0,0,0,65.1,44,13,11,4,13,1,76,5,0,4,251,0.872,6.1,0.6,1.8,10.5,5.85,1,2016,AAA,PHI
Bobby LaFromboise*,30,1,3,.250,5.94,13,0,6,0,0,0,16.2,29,17,11,1,9,1,8,0,0,4,87,2.280,15.7,0.5,4.9,4.3,0.89,1,2016,AAA,PHI
Ben Lively,24,11,5,.688,3.06,19,19,0,1,1,0,117.2,83,45,40,10,27,0,90,3,1,0,460,0.935,6.3,0.8,2.1,6.9,3.33,1,2016,AAA,PHI
Michael Mariot,27,1,2,.333,2.23,26,0,9,0,0,1,32.1,16,8,8,3,13,0,24,1,0,1,122,0.897,4.5,0.8,3.6,6.7,1.85,1,2016,AAA,PHI
Hoby Milner*,25,0,1,.000,4.50,11,0,4,0,0,1,16.0,16,8,8,2,3,0,22,0,0,0,67,1.188,9.0,1.1,1.7,12.4,7.33,1,2016,AAA,PHI
Adam Morgan*,26,6,1,.857,3.04,8,7,1,0,0,0,50.1,43,19,17,4,10,0,52,2,0,1,201,1.053,7.7,0.7,1.8,9.3,5.20,1,2016,AAA,PHI
Edward Mujica,32,0,3,.000,3.69,36,0,29,0,0,23,39.0,42,19,16,3,4,0,27,0,0,0,165,1.179,9.7,0.7,0.9,6.2,6.75,1,2016,AAA,PHI
Colton Murray,26,2,2,.500,2.95,27,0,6,0,0,0,36.2,31,14,12,2,15,0,36,2,0,2,153,1.255,7.6,0.5,3.7,8.8,2.40,1,2016,AAA,PHI
Nick Pivetta,23,1,2,.333,2.55,5,5,0,0,0,0,24.2,20,7,7,2,10,0,27,2,0,1,101,1.216,7.3,0.7,3.6,9.9,2.70,1,2016,AAA,PHI
Edubray Ramos,23,1,0,1.000,0.38,15,0,8,0,0,3,23.2,15,1,1,0,3,0,26,1,0,1,90,0.761,5.7,0.0,1.1,9.9,8.67,1,2016,AAA,PHI
Joely Rodriguez*,24,0,0,,2.79,13,0,1,0,0,0,19.1,16,6,6,0,6,0,18,0,0,0,77,1.138,7.4,0.0,2.8,8.4,3.00,1,2016,AAA,PHI
Reinier Roibal,27,0,2,.000,6.65,9,5,2,0,0,0,21.2,28,17,16,3,7,0,16,2,0,0,100,1.615,11.6,1.2,2.9,6.6,2.29,0,2016,AAA,PHI
James Russell*,30,3,5,.375,4.29,29,13,4,0,0,0,79.2,88,43,38,11,19,0,49,2,0,1,348,1.343,9.9,1.2,2.1,5.5,2.58,1,2016,AAA,PHI
Patrick Schuster*,25,0,0,,1.50,6,0,2,0,0,0,6.0,4,1,1,0,6,0,7,1,0,0,29,1.667,6.0,0.0,9.0,10.5,1.17,1,2016,AAA,PHI
Brock Stassi*,26,1,1,.500,4.50,4,0,4,0,0,0,4.0,5,2,2,0,1,0,3,0,0,0,17,1.500,11.3,0.0,2.3,6.8,3.00,1,2016,AAA,PHI
Daniel Stumpf*,25,0,0,,20.25,2,0,0,0,0,0,1.1,4,3,3,0,0,0,1,0,0,0,8,3.000,27.0,0.0,0.0,6.8,,1,2016,AAA,PHI
Jake Thompson,22,11,5,.688,2.50,21,21,0,0,0,0,129.2,105,44,36,10,37,1,87,6,0,5,517,1.095,7.3,0.7,2.6,6.0,2.35,1,2016,AAA,PHI
Anthony Vasquez*,29,4,1,.800,2.64,12,12,0,2,0,0,71.2,71,22,21,10,16,0,51,1,1,1,295,1.214,8.9,1.3,2.0,6.4,3.19,1,2016,AAA,PHI
