Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Victor Acosta,19,57,232,211,28,53,16,1,1,25,9,3,12,42,.251,.307,.351,.658,74,5,6,1,2,0,,0
Jordon Austin,20,23,71,64,5,17,1,1,0,6,3,1,5,33,.266,.329,.313,.641,20,0,1,1,0,0,,0
Roldani Baldwin,19,3,7,7,0,2,1,0,0,0,0,0,0,1,.286,.286,.429,.714,3,0,0,0,0,0,,0
Luis Alexander Basabe#,18,56,256,222,36,54,8,3,7,23,15,4,32,67,.243,.340,.401,.741,89,1,1,0,1,0,,1
Andrew Benintendi*,20,35,153,124,19,36,2,4,7,15,7,1,25,15,.290,.408,.540,.948,67,3,1,1,2,1,,1
Sean Coyle,23,3,13,12,2,3,1,0,0,1,1,0,1,3,.250,.308,.333,.641,4,0,0,0,0,0,,0
Chad De La Guerra*,22,58,249,223,28,59,14,3,2,29,4,3,21,46,.265,.321,.381,.702,85,7,0,0,5,2,,0
Mitch Gunsolus*,22,49,183,160,18,36,6,0,1,21,3,1,20,46,.225,.319,.281,.600,45,6,2,1,0,1,,0
Tyler Hill,19,4,15,15,4,6,1,0,0,0,2,0,0,2,.400,.400,.467,.867,7,0,0,0,0,0,,0
Bryan Hudson*,20,6,28,26,9,10,0,1,0,5,3,0,2,6,.385,.429,.462,.890,12,0,0,0,0,0,,0
Zach Kapstein,23,4,19,16,5,4,1,0,0,3,0,0,2,3,.250,.316,.313,.628,5,1,0,0,1,0,,0
Trenton Kemp,19,10,30,29,3,2,1,0,1,4,0,0,1,8,.069,.100,.207,.307,6,2,0,0,0,0,,0
Hector Lorenzana,23,21,82,76,8,14,0,0,2,9,1,0,4,16,.184,.244,.263,.507,20,0,2,0,0,0,,0
Isaias Lucena#,20,4,13,11,0,5,1,0,0,2,0,0,1,2,.455,.500,.545,1.045,6,0,0,1,0,0,,0
Brandon Magee*,24,25,65,52,10,12,2,1,1,8,5,0,7,21,.231,.385,.365,.750,19,0,6,0,0,0,,0
Tate Matheny,21,52,213,193,24,35,7,0,0,20,6,4,9,52,.181,.233,.218,.451,42,3,5,3,3,0,,0
Alex McKeon,22,8,23,23,2,5,1,0,1,1,0,0,0,7,.217,.217,.391,.609,9,2,0,0,0,0,,0
Jhon Nunez#,20,35,131,108,14,22,3,3,0,11,5,0,14,24,.204,.299,.287,.586,31,0,2,4,3,0,,0
Josh Ockimey*,19,56,229,199,30,53,13,3,4,38,2,2,25,78,.266,.349,.422,.771,84,3,2,0,3,0,,0
Aneudis Peralta,21,31,92,87,10,16,3,0,0,4,2,0,3,18,.184,.220,.218,.438,19,2,1,1,0,0,,0
Henry Ramos#,23,3,14,12,1,4,0,0,0,1,0,0,0,4,.333,.308,.333,.641,4,0,0,1,1,0,,1
Austin Rei,21,34,130,112,14,20,5,1,2,12,1,0,11,39,.179,.285,.295,.579,33,1,6,0,1,0,,0
Jeremy Rivera#,20,63,248,215,22,55,4,1,0,12,8,6,24,37,.256,.328,.284,.612,61,6,0,7,2,0,,0
Tyler Spoon,22,17,75,70,9,20,5,0,1,11,3,1,5,10,.286,.333,.400,.733,28,3,0,0,0,0,,0
Alixon Suarez,20,8,24,23,1,2,0,0,0,1,0,0,0,5,.087,.087,.087,.174,2,1,0,1,0,0,,0
Carlos Tovar,19,4,12,9,3,2,0,0,0,2,2,0,1,2,.222,.273,.222,.495,2,0,0,1,1,0,,0
Tucker Tubbs,22,48,180,153,24,33,8,2,1,14,3,1,17,33,.216,.303,.314,.617,48,3,4,2,4,0,,0
Kyri Washington,20,24,91,80,13,21,8,1,0,15,4,1,8,29,.263,.330,.388,.717,31,1,1,0,2,0,,0
Jemile Weeks#,28,2,8,7,2,2,0,0,0,3,0,0,1,0,.286,.375,.286,.661,2,0,0,0,0,0,,1
29 Players,20.5,76,2886,2539,344,603,112,25,31,296,89,28,251,649,.237,.312,.338,.650,858,50,40,25,31,4,,0
