Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Oswaldo Arcia*,21,55,235,207,22,64,16,3,7,31,1,3,23,45,.309,.376,.517,.893,107,3,1,1,3,2,1,2012,Adv A,MIN
Joe Benson,24,8,38,33,7,10,3,0,1,8,4,0,5,9,.303,.395,.485,.880,16,0,0,0,0,1,1,2012,Adv A,MIN
Jhon Goncalves,23,27,101,89,10,20,5,0,0,13,2,2,10,24,.225,.307,.281,.588,25,1,1,0,1,0,0,2012,Adv A,MIN
Mike Gonzales*,24,72,266,225,28,55,12,0,6,27,0,0,30,69,.244,.340,.378,.717,85,4,5,1,5,2,0,2012,Adv A,MIN
Anderson Hidalgo,23,84,322,288,34,68,13,1,3,38,1,0,22,52,.236,.299,.319,.618,92,8,5,4,3,0,0,2012,Adv A,MIN
Kyle Knudson,24,56,229,190,24,48,11,0,0,18,0,0,30,41,.253,.370,.311,.681,59,8,6,2,1,0,0,2012,Adv A,MIN
Andy Leer,24,93,320,269,35,50,9,0,3,27,4,5,39,90,.186,.297,.253,.549,68,2,5,3,4,1,0,2012,Adv A,MIN
Steve Liddle*,24,34,136,121,20,24,3,0,5,21,1,1,12,25,.198,.279,.347,.627,42,2,2,0,1,1,0,2012,Adv A,MIN
Aderling Mejia#,20,5,11,9,4,1,0,0,0,0,0,0,2,2,.111,.273,.111,.384,1,1,0,0,0,0,0,2012,Adv A,MIN
Levi Michael,21,117,512,431,58,106,14,4,2,38,6,0,56,82,.246,.339,.311,.650,134,10,8,11,6,1,0,2012,Adv A,MIN
Angel Morales,22,112,420,363,56,80,8,5,7,35,12,3,45,115,.220,.310,.328,.638,119,6,4,4,4,0,0,2012,Adv A,MIN
Danny Ortiz*,22,97,405,375,55,101,24,5,8,35,4,4,22,67,.269,.313,.424,.737,159,10,3,3,2,1,1,2012,Adv A,MIN
Jairo Perez,24,65,274,238,39,63,13,1,6,30,4,2,23,28,.265,.350,.403,.754,96,6,10,0,3,1,0,2012,Adv A,MIN
Josmil Pinto,23,93,393,349,45,103,22,2,12,51,0,0,39,63,.295,.361,.473,.834,165,11,0,0,5,0,1,2012,Adv A,MIN
Wilkin Ramirez,26,4,16,15,1,4,0,0,0,0,0,0,1,5,.267,.313,.267,.579,4,1,0,0,0,0,1,2012,Adv A,MIN
Danny Rams,23,68,270,229,36,52,8,2,6,32,0,2,38,94,.227,.338,.358,.696,82,6,1,1,1,1,0,2012,Adv A,MIN
Lance Ray*,22,108,426,367,42,86,21,1,13,66,5,1,50,81,.234,.327,.403,.730,148,7,3,1,5,0,0,2012,Adv A,MIN
Dan Rohlfing,23,45,187,165,10,36,8,0,1,19,0,1,17,34,.218,.296,.285,.581,47,7,2,1,2,0,0,2012,Adv A,MIN
Danny Santana#,21,121,547,507,70,145,21,9,8,60,17,11,29,77,.286,.329,.410,.739,208,4,5,3,3,2,1,2012,Adv A,MIN
Rene Tosoni*,25,4,14,13,2,3,1,0,1,2,0,0,1,3,.231,.286,.538,.824,7,0,0,0,0,0,1,2012,Adv A,MIN
