Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Ehire Adrianza#,25,44,195,171,16,54,6,1,3,15,6,1,17,37,.316,.384,.415,.799,71,1,2,5,0,0,,1
Nori Aoki*,33,4,14,13,1,3,0,0,0,0,0,0,1,0,.231,.286,.231,.516,3,0,0,0,0,0,,1
Joaquin Arias,30,10,41,40,4,11,6,0,0,3,0,0,1,7,.275,.293,.425,.718,17,1,0,0,0,0,,1
Xavier Avery*,25,13,53,45,6,11,1,1,0,1,0,1,7,14,.244,.346,.311,.657,14,2,0,1,0,0,,1
Ty Blach,24,28,44,36,2,8,1,0,0,3,0,0,3,14,.222,.293,.250,.543,9,1,1,3,1,0,,1
Clayton Blackburn*,22,23,30,27,3,8,1,0,1,4,0,0,2,9,.296,.345,.444,.789,12,1,0,1,0,0,,0
Brett Bochy,27,43,4,4,0,1,1,0,0,0,0,0,0,3,.250,.250,.500,.750,2,0,0,0,0,0,,1
John Bowker*,31,43,148,137,10,36,6,0,3,12,1,0,8,27,.263,.304,.372,.676,51,3,1,0,2,0,,1
Trevor Brown,23,82,314,283,35,74,17,0,2,27,1,0,21,53,.261,.319,.343,.662,97,8,4,4,2,0,,1
Everth Cabrera#,28,27,119,108,14,25,3,0,0,7,7,2,9,16,.231,.297,.259,.556,28,4,1,1,0,0,,1
Matt Cain,30,5,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,,1
Bryan Case,22,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Ronny Cedeno,32,61,229,207,19,54,16,0,2,21,2,0,12,35,.261,.306,.367,.673,76,6,2,7,1,2,,1
Juan Ciriaco,31,37,114,112,10,25,5,0,2,9,5,1,1,21,.223,.230,.321,.552,36,3,0,1,0,0,,0
Robert Coello,30,11,17,17,0,2,1,0,0,0,0,0,0,9,.118,.118,.176,.294,3,1,0,0,0,0,,1
Kevin Correia,34,6,11,8,1,2,0,0,1,1,0,0,0,2,.250,.250,.625,.875,5,0,0,3,0,0,,1
Jake Dunning,26,13,6,4,0,1,0,0,0,2,0,0,0,1,.250,.200,.250,.450,1,0,0,1,1,0,,1
Adam Duvall,26,100,437,402,60,113,25,2,26,80,4,1,25,91,.281,.325,.547,.872,220,12,4,0,6,2,,1
Austin Fleet,28,7,9,8,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,0,0,1,0,0,,0
Darren Ford,29,110,425,380,54,99,13,4,11,33,33,16,39,78,.261,.333,.403,.736,153,4,3,2,1,0,,1
Kevin Frandsen,33,86,359,323,38,88,15,1,4,41,5,2,18,19,.272,.334,.362,.696,117,13,13,3,2,1,,1
Cory Gearrin,29,33,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,1
J.C. Gutierrez,31,14,2,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,2,0,0,,1
Cody Hall,27,43,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,0,0,0,0,0,0,,1
Tommy Hanson,28,11,8,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,1,0,0,,1
Brandon Hicks,29,45,159,141,13,31,7,1,2,20,0,0,16,53,.220,.308,.326,.634,46,3,2,0,0,1,,1
Travis Ishikawa*,31,34,149,133,17,36,8,0,4,19,0,0,13,41,.271,.342,.421,.763,56,0,2,0,1,0,,1
Brett Jackson*,26,51,189,159,22,35,7,0,3,16,6,1,26,51,.220,.324,.321,.645,51,0,0,1,3,1,,1
Jeff Kobernus,27,6,12,10,1,2,0,0,0,2,1,0,1,2,.200,.250,.200,.450,2,0,0,0,1,0,,1
Braulio Lara,26,12,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Ryan Lollis*,28,72,312,279,42,92,22,2,4,29,6,4,25,37,.330,.384,.466,.850,130,4,2,2,4,2,,1
Casey McGehee,32,10,46,42,7,15,3,0,2,7,0,0,3,5,.357,.391,.571,.963,24,0,0,0,1,0,,1
Mark Nelson*,24,4,7,5,1,0,0,0,0,0,0,0,1,0,.000,.286,.000,.286,0,0,1,0,0,0,,0
Nick Noonan*,26,19,70,64,6,17,1,0,2,10,1,0,5,15,.266,.314,.375,.689,24,2,0,0,1,0,,1
Steven Okert*,23,52,4,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,,1
Angel Pagan#,33,3,13,11,3,4,1,0,0,0,0,0,2,1,.364,.462,.455,.916,5,1,0,0,0,0,,1
Joe Panik*,24,3,9,9,1,1,0,0,0,0,0,0,0,0,.111,.111,.111,.222,1,1,0,0,0,0,,1
Jarrett Parker*,26,124,504,434,74,123,25,3,23,74,20,7,62,164,.283,.375,.514,.889,223,3,4,0,4,3,,1
Curtis Partch,28,48,5,4,0,0,0,0,0,0,0,0,1,2,.000,.200,.000,.200,0,0,0,0,0,0,,1
Jake Peavy,34,6,6,6,0,2,0,0,0,0,0,0,0,2,.333,.333,.333,.667,2,0,0,0,0,0,,1
Hunter Pence,32,5,20,17,6,5,0,0,2,5,0,0,2,4,.294,.350,.647,.997,11,0,0,0,1,0,,1
Juan Perez,28,83,344,321,41,85,24,3,7,37,17,2,17,62,.265,.306,.424,.730,136,11,2,4,0,2,,1
Edwin Quirarte,28,1,1,1,1,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,2,0,0,0,0,0,,0
Guillermo Quiroz,33,27,99,89,5,22,4,0,0,11,0,0,7,13,.247,.303,.292,.595,26,4,1,0,2,0,,1
Clay Rapada,34,46,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,1,0,0,0,0,0,,1
Hector Sanchez#,25,37,152,139,18,38,6,0,4,14,0,0,9,25,.273,.318,.403,.721,56,4,1,1,2,0,,1
Chris Stratton,24,17,17,14,1,5,1,0,0,2,0,0,0,4,.357,.357,.429,.786,6,0,0,3,0,0,,1
Hunter Strickland,26,15,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,,1
Skyler Stromsmoe#,31,26,76,65,11,17,4,0,0,5,1,2,9,7,.262,.368,.323,.691,21,0,2,0,0,0,,0
Andrew Susac,25,8,32,28,6,9,3,0,1,2,0,0,3,10,.321,.406,.536,.942,15,0,1,0,0,0,,1
Kelby Tomlinson,25,33,149,136,21,43,1,1,2,15,5,3,7,22,.316,.354,.382,.736,52,2,2,2,2,0,,1
Carlos Triunfel,25,95,329,314,32,83,17,5,5,33,3,3,8,59,.264,.287,.398,.686,125,6,3,2,2,3,,1
