Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Mayo Acosta,27,16,50,48,2,4,1,0,0,3,0,0,1,15,.083,.100,.104,.204,5,3,0,0,1,0,,0
J.P. Arencibia,29,99,405,384,52,87,17,0,22,65,0,0,15,125,.227,.259,.443,.702,170,7,3,0,3,0,,1
Tim Beckham,25,11,45,39,5,12,6,0,0,4,2,1,5,10,.308,.378,.462,.839,18,1,0,0,1,0,,1
Vince Belnome*,27,46,191,160,10,27,7,1,0,6,1,0,27,57,.169,.293,.225,.518,36,3,2,0,2,1,,1
Ryan Brett#,23,84,354,328,48,81,18,1,5,30,4,3,15,64,.247,.288,.354,.642,116,5,6,0,5,0,,1
Corey Brown*,29,114,455,407,63,99,19,3,19,60,15,2,43,130,.243,.316,.445,.761,181,4,2,0,3,1,,1
Joey Butler,29,31,137,120,21,40,9,1,6,24,0,0,14,31,.333,.416,.575,.991,69,4,3,0,0,0,,1
Curt Casali,26,32,132,112,14,23,4,0,4,13,1,0,17,29,.205,.326,.348,.674,39,3,3,0,0,0,,1
Alexi Casilla#,30,37,142,127,15,40,8,0,3,14,4,2,13,22,.315,.379,.449,.827,57,4,0,2,0,1,,1
Jose Constanza*,31,5,22,21,1,5,2,0,0,3,3,0,0,4,.238,.273,.333,.606,7,0,1,0,0,0,,1
Wilmer Dominguez,24,2,9,9,2,4,0,0,0,3,0,0,0,2,.444,.444,.444,.889,4,0,0,0,0,0,,0
Allan Dykstra*,28,39,167,132,17,28,7,0,3,15,0,0,34,35,.212,.371,.333,.705,44,3,0,0,1,1,,1
Jake Elmore,28,57,240,198,20,49,4,0,0,12,4,4,38,30,.247,.377,.268,.644,53,3,3,1,0,0,,1
Nick Franklin#,24,57,221,192,26,51,10,1,11,30,4,3,27,48,.266,.353,.500,.853,96,2,0,0,2,0,,1
John Jaso*,31,2,7,7,0,1,0,0,0,1,0,0,0,0,.143,.143,.143,.286,1,0,0,0,0,0,,1
Desmond Jennings,28,7,25,21,2,3,2,0,0,0,0,0,4,5,.143,.280,.238,.518,5,0,0,0,0,0,,1
Hak-Ju Lee*,24,96,360,313,33,69,15,1,3,27,20,3,35,105,.220,.303,.304,.607,95,6,3,7,2,1,,0
Mikie Mahtook,25,98,418,385,35,96,27,3,4,45,10,1,22,98,.249,.304,.366,.670,141,3,9,0,2,0,,1
Luke Maile,24,89,337,294,38,61,9,1,5,29,1,1,35,50,.207,.298,.296,.594,87,11,4,1,3,0,,1
Taylor Motter,25,127,558,486,74,142,43,1,14,72,26,8,57,95,.292,.366,.471,.837,229,11,5,1,9,1,,1
Boog Powell*,22,56,246,206,22,53,10,3,2,18,7,6,32,41,.257,.360,.364,.724,75,3,2,4,2,0,,1
Juniel Querecuto#,22,4,12,10,1,3,1,0,0,1,0,0,2,4,.300,.417,.400,.817,4,0,0,0,0,0,,1
Leonardo Reginatto,25,42,154,150,15,40,8,0,0,11,0,2,3,16,.267,.286,.320,.606,48,3,1,0,0,0,,0
Joey Rickard,24,29,104,89,16,32,6,2,0,11,1,0,10,20,.360,.437,.472,.909,42,0,3,1,1,0,,1
Cam Seitzer*,25,7,30,30,2,11,1,0,1,6,0,0,0,6,.367,.367,.500,.867,15,0,0,0,0,0,,0
Richie Shaffer,24,69,282,244,42,66,17,1,19,45,1,1,31,74,.270,.355,.582,.937,142,3,3,0,4,3,,1
Grady Sizemore*,32,4,19,18,1,4,0,0,0,1,0,0,0,2,.222,.211,.222,.433,4,2,0,0,1,0,,1
Alec Sole*,22,2,7,7,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,0,0,0,0,0,,0
Steven Souza Jr.,26,3,11,10,1,2,0,0,0,0,0,0,0,4,.200,.273,.200,.473,2,1,1,0,0,0,,1
Eugenio Velez#,33,56,236,213,23,58,11,2,2,22,15,4,20,44,.272,.336,.371,.707,79,11,1,1,1,0,,1
Bobby Wilson,32,17,55,49,3,9,1,0,0,0,0,0,6,11,.184,.273,.204,.477,10,1,0,0,0,1,,1
31 Players,26.2,144,5431,4809,605,1200,263,21,123,571,119,41,506,1181,.250,.325,.390,.715,1874,97,55,18,43,10,,0
