Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Toby Hall,27,130,498,463,50,117,23,0,12,47,0,1,23,40,.253,.295,.380,.675,176,14,7,0,5,4,1
Travis Lee*,28,145,613,542,75,149,37,3,19,70,6,2,64,97,.275,.348,.459,.807,249,13,0,1,6,4,1
Marlon Anderson*,29,145,535,482,59,130,27,3,6,67,19,3,41,60,.270,.328,.376,.703,181,6,3,4,5,5,1
Julio Lugo,27,117,482,433,58,119,13,4,15,53,10,3,35,88,.275,.333,.427,.760,185,5,4,7,3,0,1
Damian Rolls,25,107,404,373,43,95,20,0,7,46,11,3,19,84,.255,.301,.365,.666,136,5,7,2,3,1,1
Carl Crawford*,21,151,661,630,80,177,18,9,5,54,55,10,26,102,.281,.309,.362,.671,228,5,1,1,3,4,1
Rocco Baldelli,21,156,684,637,89,184,32,8,11,78,27,10,30,128,.289,.326,.416,.742,265,10,8,3,6,4,1
Aubrey Huff*,26,162,706,636,91,198,47,3,34,107,2,3,53,80,.311,.367,.555,.922,353,19,8,0,9,17,1
Al Martin*,35,100,258,238,19,60,12,2,3,26,2,2,17,51,.252,.306,.357,.663,85,8,2,0,1,4,1
Ben Grieve*,27,55,205,165,28,38,7,0,4,17,0,0,32,41,.230,.371,.345,.716,57,3,6,0,2,1,1
Jared Sandberg,25,55,156,136,15,29,10,1,6,23,0,0,16,52,.213,.305,.434,.739,59,3,2,2,0,1,1
Antonio Perez,23,48,147,125,19,31,6,1,2,12,4,1,18,34,.248,.345,.360,.705,45,1,1,2,1,0,1
Javier Valentin#,27,49,142,135,13,30,7,1,3,15,0,0,5,31,.222,.254,.356,.609,48,7,1,0,1,0,1
Rey Ordóñez,32,34,124,117,14,37,11,0,3,22,0,2,2,12,.316,.328,.487,.815,57,3,1,2,2,0,1
Damion Easley,33,36,110,107,8,20,3,1,1,7,0,0,2,18,.187,.202,.262,.464,28,3,0,1,0,0,1
Jason Tyner*,26,46,102,90,12,25,7,0,0,6,2,1,10,12,.278,.350,.356,.706,32,1,0,2,0,0,1
Terry Shumpert,36,59,99,84,14,16,5,2,2,7,1,0,10,17,.190,.289,.369,.658,31,0,2,2,1,0,1
Pete LaForest*,25,19,51,48,0,8,2,0,0,6,0,0,1,14,.167,.196,.208,.404,10,1,1,0,1,0,1
Chris Truby,29,13,49,43,4,12,3,0,0,3,0,0,5,13,.279,.354,.349,.703,15,1,0,1,0,0,1
George Lombard*,27,13,38,37,8,8,1,0,1,4,1,0,0,6,.216,.237,.324,.561,12,0,1,0,0,0,1
Adam Piatt,27,14,36,32,5,6,3,0,2,3,0,0,3,16,.188,.250,.469,.719,15,0,0,0,1,0,1
Felix Escalona,24,10,29,27,2,5,2,0,0,2,1,0,2,6,.185,.241,.259,.501,7,0,0,0,0,0,1
Jeff Liefer*,28,9,28,25,4,3,1,0,1,3,0,0,3,13,.120,.214,.280,.494,7,0,0,0,0,1,1
Jonny Gomes,22,8,16,15,1,2,1,0,0,0,0,0,0,6,.133,.188,.200,.388,3,0,1,0,0,0,1
Matt Diaz,25,4,10,9,2,1,0,0,0,0,0,0,1,3,.111,.200,.111,.311,1,0,0,0,0,0,1
Brent Abernathy,25,2,7,7,1,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
Jason Smith*,25,1,4,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,1,0,0,0,0,0,1
