Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Ozzie Albies#,18,98,439,394,64,122,21,8,0,37,29,8,36,56,.310,.368,.404,.771,159,4,2,4,3,0,,1
Leudys Baez#,20,29,112,107,12,22,5,2,1,6,1,4,3,30,.206,.232,.318,.550,34,2,1,0,1,0,,0
Justin Black,22,11,36,30,5,6,0,1,1,6,1,1,5,15,.200,.306,.367,.672,11,0,0,0,1,0,,0
Keith Curcio*,22,32,137,117,23,40,6,5,0,19,4,1,14,12,.342,.416,.479,.895,56,0,3,0,3,0,,0
Joseph Daris*,23,127,437,394,57,107,13,12,4,35,23,7,33,77,.272,.336,.396,.732,156,2,5,5,0,1,,0
Braxton Davidson*,19,124,494,401,51,97,23,0,10,45,1,6,84,135,.242,.381,.374,.755,150,5,7,0,2,3,,0
Bryan De La Rosa,21,79,315,283,31,58,18,0,5,23,0,1,24,75,.205,.277,.322,.599,91,9,5,1,2,0,,0
Luke Dykstra,19,26,100,92,9,32,10,1,0,10,1,0,3,5,.348,.378,.478,.856,44,4,2,2,1,0,,0
Jordan Edgerton,21,107,450,416,34,102,17,2,3,57,7,6,26,85,.245,.290,.317,.607,132,11,2,2,4,2,,0
J.J. Franco,23,6,21,20,3,2,0,0,0,1,0,2,1,5,.100,.143,.100,.243,2,0,0,0,0,0,,0
Stephen Gaylor*,23,74,288,249,44,71,7,4,0,12,15,11,28,33,.285,.373,.345,.719,86,1,7,4,0,0,,0
Ryan Gebhardt,23,10,42,40,3,8,0,0,0,3,0,1,1,6,.200,.214,.200,.414,8,1,0,0,1,0,,0
Reed Harper,24,11,33,31,2,8,1,0,0,2,0,0,2,6,.258,.303,.290,.593,9,0,0,0,0,0,,0
Tanner Krietemeier#,23,47,194,173,18,42,7,2,1,23,0,2,12,34,.243,.304,.324,.628,56,4,5,0,4,0,,0
Codey McElroy,22,32,111,101,8,17,3,0,0,7,2,0,10,31,.168,.243,.198,.441,20,2,0,0,0,0,,0
Erison Mendez,23,70,231,206,16,46,8,1,0,9,1,8,8,46,.223,.291,.272,.563,56,2,12,4,1,0,,0
Tanner Murphy,20,98,382,337,33,65,17,1,7,35,0,0,38,91,.193,.277,.312,.589,105,10,3,0,4,0,,0
Wigberto Nevarez,23,57,195,175,9,31,6,0,2,21,1,2,12,47,.177,.237,.246,.483,43,3,3,1,4,0,,0
Omar Obregon#,21,119,502,441,52,121,11,4,0,51,31,19,38,58,.274,.336,.317,.654,140,4,6,11,6,0,,0
Connor Oliver*,21,53,170,151,14,30,8,2,0,11,7,6,18,43,.199,.282,.278,.560,42,1,0,0,1,0,,0
Héctor Olivera,30,4,14,12,1,1,0,0,0,0,0,0,2,1,.083,.214,.083,.298,1,3,0,0,0,0,,1
Angel Perez,20,1,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Matt Tellor#,23,99,382,357,34,84,22,0,5,44,0,2,23,99,.235,.280,.339,.619,121,9,0,0,2,0,,0
Joey Terdoslavich#,26,3,15,13,1,5,1,0,0,2,0,0,1,2,.385,.467,.462,.928,6,0,1,0,0,0,,1
Luis Valenzuela*,21,6,22,21,1,9,1,0,1,2,0,2,1,2,.429,.455,.619,1.074,13,0,0,0,0,0,,0
25 Players,21.3,140,5125,4564,525,1126,205,45,40,461,124,89,423,995,.247,.317,.338,.654,1541,77,64,34,40,6,,0
