Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Brandon Webb,28,18,10,.643,3.01,34,34,0,4,3,0,236.1,209,91,79,12,72,6,194,5,0,3,975,158,3.24,1.189,8.0,0.5,2.7,7.4,2.69,1
SP,Liván Hernández,32,11,11,.500,4.93,33,33,0,1,0,0,204.1,247,116,112,34,79,1,90,6,2,3,913,96,5.77,1.595,10.9,1.5,3.5,4.0,1.14,1
SP,Doug Davis*,31,13,12,.520,4.25,33,33,0,0,0,0,192.2,211,100,91,21,95,7,144,5,1,10,862,112,4.72,1.588,9.9,1.0,4.4,6.7,1.52,1
SP,Micah Owings,24,8,8,.500,4.30,29,27,0,2,1,0,152.2,146,81,73,20,50,2,106,14,0,5,651,111,4.81,1.284,8.6,1.2,2.9,6.2,2.12,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Jose Valverde,29,1,4,.200,2.66,65,0,59,0,0,47,64.1,46,21,19,7,26,1,78,3,0,1,265,179,3.58,1.119,6.4,1.0,3.6,10.9,3.00,1
RP,Tony Pena,25,5,4,.556,3.27,75,0,13,0,0,2,85.1,63,36,31,8,31,4,63,5,1,3,344,146,4.25,1.102,6.6,0.8,3.3,6.6,2.03,1
RP,Brandon Lyon,27,6,4,.600,2.68,73,0,20,0,0,2,74.0,70,25,22,2,22,2,40,1,1,3,307,178,3.44,1.243,8.5,0.2,2.7,4.9,1.82,1
RP,Juan Cruz,28,6,1,.857,3.10,53,0,15,0,0,0,61.0,45,28,21,7,32,3,87,5,2,1,262,154,3.70,1.262,6.6,1.0,4.7,12.8,2.72,1
RP,Doug Slaten*,27,3,2,.600,2.72,61,0,13,0,0,0,36.1,41,15,11,4,14,0,28,0,0,3,163,176,4.29,1.514,10.2,1.0,3.5,6.9,2.00,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Edgar Gonzalez,24,8,4,.667,5.03,32,12,5,0,0,0,102.0,110,61,57,18,28,4,62,4,1,5,437,95,5.26,1.353,9.7,1.6,2.5,5.5,2.21,1
,Yusmeiro Petit,22,3,4,.429,4.58,14,10,2,0,0,0,57.0,58,30,29,12,18,1,40,0,1,0,243,104,5.52,1.333,9.2,1.9,2.8,6.3,2.22,1
,Randy Johnson*,43,4,3,.571,3.81,10,10,0,0,0,0,56.2,52,26,24,7,13,3,72,4,0,1,233,125,3.20,1.147,8.3,1.1,2.1,11.4,5.54,1
,Dustin Nippert,26,1,1,.500,5.56,36,0,8,0,0,0,45.1,48,30,28,5,16,1,38,0,0,4,196,86,4.06,1.412,9.5,1.0,3.2,7.5,2.38,1
,Brandon Medders,27,1,2,.333,4.30,30,0,7,0,0,0,29.1,30,16,14,9,16,0,23,1,0,1,128,112,7.40,1.568,9.2,2.8,4.9,7.1,1.44,1
,Jailen Peguero,26,1,0,1.000,9.20,18,0,6,0,0,0,14.2,17,15,15,2,13,1,9,1,0,1,71,53,6.65,2.045,10.4,1.2,8.0,5.5,0.69,1
,Bob Wickman,38,0,1,.000,1.35,8,0,1,0,0,0,6.2,6,2,1,0,1,0,2,1,0,1,28,369,3.54,1.050,8.1,0.0,1.4,2.7,2.00,1
,Bill Murphy*,26,0,0,,5.68,10,0,2,0,0,0,6.1,9,4,4,0,7,2,2,1,0,0,34,88,6.40,2.526,12.8,0.0,9.9,2.8,0.29,1
,Dana Eveland*,23,1,0,1.000,14.40,5,1,0,0,0,0,5.0,8,8,8,0,5,0,3,0,0,1,28,35,5.04,2.600,14.4,0.0,9.0,5.4,0.60,1
,Byung-Hyun Kim,28,0,1,.000,23.63,2,2,0,0,0,0,2.2,11,9,7,1,2,0,3,1,0,0,22,23,9.24,4.875,37.1,3.4,6.8,10.1,1.50,1
,Joe Kennedy*,28,0,0,,20.25,3,0,0,0,0,0,2.2,4,7,6,0,2,0,1,4,0,2,19,26,9.24,2.250,13.5,0.0,6.8,3.4,0.50,1
,Enrique Gonzalez,24,0,0,,13.50,1,0,1,0,0,0,2.0,4,4,3,0,1,0,0,0,0,0,11,41,4.74,2.500,18.0,0.0,4.5,0.0,0.00,1
,Jeff Cirillo,37,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,2,0,1,0,0,0,5,,7.24,2.000,0.0,0.0,18.0,9.0,0.50,1
,Mike Schultz,27,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,3,,1.24,1.000,9.0,0.0,0.0,9.0,,1
,Augie Ojeda,32,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.24,0.000,0.0,0.0,0.0,0.0,,1
,J.D. Durbin,25,0,0,,94.50,1,0,0,0,0,0,0.2,7,7,7,0,1,0,1,0,0,0,10,7,4.74,12.000,94.5,0.0,13.5,13.5,1.00,1
,Randy Choate*,31,0,0,,,2,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,3,,,,,,,,,1
,Team Totals,28.3,90,72,.556,4.13,162,162,155,7,4,51,1441.0,1446,732,662,169,546,38,1088,61,9,48,6216,115,4.52,1.382,9.0,1.1,3.4,6.8,1.99,1
,Rank in 16 NL teams,,1,16,,4,,,,1,2,1,15 ,7,5,3,9,10,,9,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
