Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Justin Verlander,24,18,6,.750,3.66,32,32,0,1,1,0,201.2,181,88,82,20,67,3,183,19,2,17,866,125,3.99,1.230,8.1,0.9,3.0,8.2,2.73,1
SP,Nate Robertson*,29,9,13,.409,4.76,30,30,0,0,0,0,177.2,199,98,94,22,63,2,119,3,1,5,781,96,4.62,1.475,10.1,1.1,3.2,6.0,1.89,1
SP,Jeremy Bonderman,24,11,9,.550,5.01,28,28,0,0,0,0,174.1,193,105,97,23,48,6,145,4,1,12,753,91,4.19,1.382,10.0,1.2,2.5,7.5,3.02,1
SP,Chad Durbin,29,8,7,.533,4.72,36,19,7,0,0,1,127.2,133,71,67,21,49,4,66,8,0,2,561,97,5.68,1.426,9.4,1.5,3.5,4.7,1.35,1
SP,Mike Maroth*,29,5,2,.714,5.06,13,13,0,0,0,0,78.1,97,47,44,15,33,0,28,3,0,1,346,91,6.39,1.660,11.1,1.7,3.8,3.2,0.85,1
SP,Andrew Miller*,22,5,5,.500,5.63,13,13,0,0,0,0,64.0,73,43,40,8,39,0,56,7,1,4,309,81,5.27,1.750,10.3,1.1,5.5,7.9,1.44,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Todd Jones,39,1,4,.200,4.26,63,0,54,0,0,38,61.1,64,29,29,3,23,6,33,0,0,3,265,108,3.92,1.418,9.4,0.4,3.4,4.8,1.43,1
RP,Jason Grilli,30,5,3,.625,4.74,57,0,13,0,0,0,79.2,81,46,42,5,32,1,62,5,0,5,352,97,3.89,1.418,9.2,0.6,3.6,7.0,1.94,1
RP,Fernando Rodney,30,2,6,.250,4.26,48,0,12,0,0,1,50.2,46,27,24,5,21,0,54,3,0,4,223,108,3.81,1.322,8.2,0.9,3.7,9.6,2.57,1
RP,Bobby Seay*,29,3,0,1.000,2.33,58,0,19,0,0,1,46.1,38,12,12,1,15,4,38,2,1,1,189,197,2.98,1.144,7.4,0.2,2.9,7.4,2.53,1
RP,Tim Byrdak*,33,3,0,1.000,3.20,39,0,3,0,0,1,45.0,38,23,16,3,26,4,49,1,0,3,199,144,3.73,1.422,7.6,0.6,5.2,9.8,1.88,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenny Rogers*,42,3,4,.429,4.43,11,11,0,0,0,0,63.0,65,36,31,8,25,0,36,1,0,1,275,104,4.99,1.429,9.3,1.1,3.6,5.1,1.44,1
,Zach Miner,25,3,4,.429,3.02,34,1,8,0,0,0,53.2,56,22,18,3,22,4,34,0,0,1,232,152,3.93,1.453,9.4,0.5,3.7,5.7,1.55,1
,Wil Ledezma*,26,3,1,.750,4.79,23,0,5,0,0,0,35.2,38,21,19,4,26,2,24,0,2,3,166,96,5.54,1.794,9.6,1.0,6.6,6.1,0.92,1
,Joel Zumaya,22,2,3,.400,4.28,28,0,7,0,0,1,33.2,23,16,16,3,17,2,27,1,0,3,142,108,4.40,1.188,6.1,0.8,4.5,7.2,1.59,1
,Jair Jurrjens,21,3,1,.750,4.70,7,7,0,0,0,0,30.2,24,16,16,4,11,0,13,1,0,2,122,98,5.26,1.141,7.0,1.2,3.2,3.8,1.18,1
,Yorman Bazardo,22,2,1,.667,2.28,11,2,6,0,0,0,23.2,19,7,6,2,5,0,15,3,0,1,96,203,4.09,1.014,7.2,0.8,1.9,5.7,3.00,1
,Macay McBride*,24,0,1,.000,6.11,20,0,1,0,0,0,17.2,19,12,12,3,10,0,13,1,0,1,81,76,5.84,1.642,9.7,1.5,5.1,6.6,1.30,1
,Aquilino Lopez,32,0,0,,5.19,10,0,6,0,0,1,17.1,18,10,10,2,6,0,7,2,0,0,76,90,5.32,1.385,9.3,1.0,3.1,3.6,1.17,1
,Virgil Vasquez,25,0,1,.000,8.64,5,3,0,0,0,0,16.2,27,16,16,7,5,0,7,1,0,0,81,54,8.94,1.920,14.6,3.8,2.7,3.8,1.40,1
,Jose Capellan,26,0,1,.000,6.43,10,0,6,0,0,0,14.0,18,13,10,5,3,1,12,1,0,1,63,73,7.03,1.500,11.6,3.2,1.9,7.7,4.00,1
,Jordan Tata,25,1,1,.500,7.71,3,3,0,0,0,0,14.0,16,12,12,1,8,1,8,2,0,0,64,61,5.17,1.714,10.3,0.6,5.1,5.1,1.00,1
,Jose Mesa,41,1,1,.500,12.34,16,0,8,0,0,0,11.2,19,16,16,3,6,0,9,0,0,0,59,38,6.58,2.143,14.7,2.3,4.6,6.9,1.50,1
,Frankie De La Cruz,23,0,0,,6.75,6,0,4,0,0,0,6.2,10,8,5,1,4,1,5,0,0,3,32,71,5.49,2.100,13.5,1.4,5.4,6.8,1.25,1
,Clay Rapada*,26,0,0,,11.57,4,0,2,0,0,0,2.1,3,3,3,2,2,0,4,0,0,2,12,45,13.53,2.143,11.6,7.7,7.7,15.4,2.00,1
,Team Totals,27.9,88,74,.543,4.57,162,162,161,1,1,44,1447.1,1498,797,735,174,566,41,1047,68,8,75,6345,100,4.67,1.426,9.3,1.1,3.5,6.5,1.85,1
,Rank in 14 AL teams,,5,9,,9,,,,12,3,3,5 ,6,9,9,11,10,,7,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
