Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Jake Peavy,26,19,6,.760,2.54,34,34,0,0,0,0,223.1,169,67,63,13,68,5,240,6,0,4,898,158,2.84,1.061,6.8,0.5,2.7,9.7,3.53,1
SP,Greg Maddux,41,14,11,.560,4.14,34,34,0,1,0,0,198.0,221,92,91,14,25,3,104,6,0,5,830,97,3.58,1.242,10.0,0.6,1.1,4.7,4.16,1
SP,Chris Young,28,9,8,.529,3.12,30,30,0,0,0,0,173.0,118,66,60,10,72,0,167,7,4,7,705,128,3.43,1.098,6.1,0.5,3.7,8.7,2.32,1
SP,Justin Germano,24,7,10,.412,4.46,26,23,3,0,0,0,133.1,133,72,66,14,40,3,78,8,0,1,566,90,4.52,1.298,9.0,0.9,2.7,5.3,1.95,1
SP,David Wells*,44,5,8,.385,5.54,22,22,0,0,0,0,118.2,156,74,73,17,33,4,63,3,0,1,532,72,4.95,1.593,11.8,1.3,2.5,4.8,1.91,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Trevor Hoffman,39,4,5,.444,2.98,61,0,50,0,0,42,57.1,49,21,19,2,15,5,44,0,0,0,235,135,2.94,1.116,7.7,0.3,2.4,6.9,2.93,1
RP,Heath Bell,29,6,4,.600,2.02,81,0,16,0,0,2,93.2,60,21,21,3,30,1,102,2,0,4,363,199,2.50,0.961,5.8,0.3,2.9,9.8,3.40,1
RP,Cla Meredith,24,5,6,.455,3.50,80,0,18,0,0,0,79.2,94,38,31,6,17,4,59,3,1,3,342,115,3.49,1.393,10.6,0.7,1.9,6.7,3.47,1
RP,Doug Brocail,40,5,1,.833,3.05,67,0,16,0,0,0,76.2,66,33,26,8,24,3,43,2,0,2,319,131,4.49,1.174,7.7,0.9,2.8,5.0,1.79,1
RP,Kevin Cameron,27,2,0,1.000,2.79,48,0,20,0,0,0,58.0,55,24,18,0,36,5,50,0,0,2,263,144,3.38,1.569,8.5,0.0,5.6,7.8,1.39,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Justin Hampson*,27,2,3,.400,2.70,39,0,12,0,0,0,53.1,48,17,16,1,16,4,34,3,0,0,219,149,3.28,1.200,8.1,0.2,2.7,5.7,2.13,1
,Clay Hensley,27,2,3,.400,6.84,13,9,1,0,0,0,50.0,62,40,38,5,32,2,30,1,1,4,238,59,5.32,1.880,11.2,0.9,5.8,5.4,0.94,1
,Scott Linebrink,30,3,3,.500,3.80,44,0,7,0,0,1,45.0,41,19,19,9,14,1,25,1,0,4,186,106,5.73,1.222,8.2,1.8,2.8,5.0,1.79,1
,Brett Tomko,34,2,1,.667,4.61,7,4,1,0,0,0,27.1,25,14,14,5,6,0,26,0,0,2,113,88,4.37,1.134,8.2,1.6,2.0,8.6,4.33,1
,Jack Cassel,26,1,1,.500,3.97,6,4,0,0,0,0,22.2,30,10,10,1,5,0,11,1,0,1,98,102,3.64,1.544,11.9,0.4,2.0,4.4,2.20,1
,Joe Thatcher*,25,2,2,.500,1.29,22,0,5,0,0,0,21.0,13,6,3,1,6,2,16,1,0,0,85,316,3.34,0.905,5.6,0.4,2.6,6.9,2.67,1
,Mike Thompson,26,0,1,.000,6.89,7,0,4,0,0,0,15.2,19,15,12,2,7,2,5,3,0,0,75,59,6.18,1.660,10.9,1.1,4.0,2.9,0.71,1
,Royce Ring*,26,1,0,1.000,3.60,15,0,4,0,0,0,15.0,11,8,6,1,14,2,17,0,0,2,69,114,4.64,1.667,6.6,0.6,8.4,10.2,1.21,1
,Wil Ledezma*,26,0,0,,6.28,9,1,4,0,0,0,14.1,20,11,10,2,8,2,16,0,0,0,69,65,4.50,1.953,12.6,1.3,5.0,10.0,2.00,1
,Tim Stauffer,25,0,1,.000,21.13,2,2,0,0,0,0,7.2,15,18,18,5,6,0,6,1,0,0,45,20,12.89,2.739,17.6,5.9,7.0,7.0,1.00,1
,Aaron Rakers,30,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,,3.24,1.000,9.0,0.0,0.0,0.0,,1
,Team Totals,31.2,89,74,.546,3.70,163,163,162,1,0,45,1484.2,1406,666,611,119,474,48,1136,48,6,42,6254,108,3.81,1.266,8.5,0.7,2.9,6.9,2.40,1
,Rank in 16 NL teams,,3,12,,1,,,,13,1,4,1 ,2,1,1,1,1,,5,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
