Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Carlos Ruiz,30,107,379,322,32,82,26,1,9,43,3,2,47,39,.255,.355,.425,.780,105,137,8,4,4,2,8,1
1B,Ryan Howard*,29,160,703,616,105,172,37,4,45,141,8,1,75,186,.279,.360,.571,.931,141,352,11,6,0,6,8,1
2B,Chase Utley*,30,156,687,571,112,161,28,4,31,93,23,0,88,110,.282,.397,.508,.905,137,290,5,24,0,4,3,1
SS,Jimmy Rollins#,30,155,725,672,100,168,43,5,21,77,31,8,44,70,.250,.296,.423,.719,87,284,7,2,2,5,1,1
3B,Pedro Feliz,34,158,625,580,62,154,30,2,12,82,0,1,35,68,.266,.308,.386,.694,82,224,12,3,2,5,3,1
LF,Raul Ibanez*,37,134,565,500,93,136,32,3,34,93,4,0,56,119,.272,.347,.552,.899,132,276,16,4,0,5,8,1
CF,Shane Victorino#,28,156,694,620,102,181,39,13,10,62,25,8,60,71,.292,.358,.445,.803,110,276,5,6,4,4,1,1
RF,Jayson Werth,30,159,676,571,98,153,26,1,36,99,20,3,91,156,.268,.373,.506,.879,129,289,11,8,0,6,8,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Greg Dobbs*,30,97,169,154,15,38,6,0,5,20,1,0,11,29,.247,.296,.383,.679,77,59,2,1,0,3,1,1
C,Paul Bako*,37,44,130,116,12,26,4,0,3,9,0,1,13,32,.224,.308,.336,.644,70,39,2,1,0,0,2,1
OF,Matt Stairs*,41,99,129,103,15,20,4,0,5,17,0,0,23,30,.194,.357,.379,.735,94,39,0,3,0,0,3,1
C,Chris Coste,36,45,118,102,12,25,8,0,2,8,0,0,14,27,.245,.342,.382,.724,91,39,2,1,1,0,1,1
UT,Eric Bruntlett,31,72,118,105,15,18,7,0,0,7,2,0,5,26,.171,.224,.238,.462,22,25,2,3,2,3,0,1
OF,Ben Francisco,27,37,104,97,10,27,9,0,5,13,1,4,5,24,.278,.317,.526,.843,117,51,1,1,0,1,0,1
OF,John Mayberry,25,39,60,57,8,12,3,0,4,8,0,0,2,23,.211,.250,.474,.724,85,27,2,1,0,0,0,1
IF,Miguel Cairo,35,27,47,45,6,12,2,1,1,2,0,0,0,4,.267,.283,.422,.705,83,19,1,1,1,0,0,1
C,Lou Marson,23,7,20,17,3,4,1,0,0,0,0,0,3,7,.235,.350,.294,.644,72,5,1,0,0,0,0,1
1B,Andy Tracy*,35,9,12,12,1,5,0,1,0,1,0,0,0,3,.417,.417,.583,1.000,160,7,0,0,0,0,0,1
C,Paul Hoover,33,3,4,4,0,3,0,0,0,1,0,0,0,1,.750,.750,.750,1.500,297,3,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Joe Blanton,28,30,69,55,4,7,0,0,0,1,0,0,4,21,.127,.200,.127,.327,-11,7,0,1,9,0,0,1
P,Cole Hamels*,25,30,69,61,6,9,3,0,0,5,1,0,1,29,.148,.161,.197,.358,-6,12,0,0,7,0,0,1
P,Jamie Moyer*,46,28,59,42,2,5,0,0,0,2,0,0,6,21,.119,.240,.119,.359,-1,5,1,1,9,1,0,1
P,J.A. Happ*,26,33,51,43,2,4,1,0,0,1,0,0,1,15,.093,.114,.116,.230,-39,5,0,0,7,0,0,1
P,Cliff Lee*,30,12,33,33,2,7,2,0,0,1,0,0,0,13,.212,.212,.273,.485,27,9,1,0,0,0,0,1
