Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Jarrod Saltalamacchia#,24,84,310,283,34,66,12,0,9,34,0,2,22,97,.233,.290,.371,.661,70,105,3,1,3,1,1,1
1B,Chris Davis*,23,113,419,391,48,93,15,1,21,59,0,0,24,150,.238,.284,.442,.726,85,173,6,2,0,2,2,1
2B,Ian Kinsler,27,144,640,566,101,143,32,4,31,86,31,5,59,77,.253,.327,.488,.814,107,276,9,6,3,6,0,1
SS,Elvis Andrus,20,145,541,480,72,128,17,8,6,40,33,6,40,77,.267,.329,.373,.702,82,179,4,6,12,3,0,1
3B,Michael Young,32,135,593,541,76,174,36,2,22,68,8,3,47,90,.322,.374,.518,.892,128,280,16,1,0,4,2,1
LF,David Murphy*,27,128,494,432,61,116,24,1,17,57,9,4,49,106,.269,.338,.447,.785,101,193,5,1,2,9,3,1
CF,Marlon Byrd,31,146,599,547,66,155,43,2,20,89,8,4,32,98,.283,.329,.479,.808,106,262,11,10,0,10,2,1
RF,Nelson Cruz,28,128,515,462,75,120,21,1,33,76,20,4,49,118,.260,.332,.524,.856,117,242,9,2,0,2,6,1
DH,Andruw Jones,32,82,331,281,43,60,18,0,17,43,5,1,45,72,.214,.323,.459,.782,100,129,7,2,0,3,3,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B,Hank Blalock*,28,123,495,462,62,108,21,4,25,66,2,0,26,108,.234,.277,.459,.736,86,212,6,3,0,4,2,1
OF,Josh Hamilton*,28,89,365,336,43,90,19,2,10,54,8,3,24,79,.268,.315,.426,.741,90,143,5,1,0,4,2,1
C,Taylor Teagarden,25,60,218,198,26,43,13,0,6,24,0,0,14,76,.217,.270,.374,.644,65,74,6,1,3,2,0,1
MI,Omar Vizquel#,42,62,195,177,17,47,7,2,1,14,4,0,13,27,.266,.316,.345,.660,71,61,0,0,5,0,0,1
DH,Julio Borbon*,23,46,179,157,30,49,4,0,4,20,19,4,15,28,.312,.376,.414,.790,105,65,3,1,6,0,0,1
C,Ivan Rodriguez,37,28,104,98,14,24,8,0,2,13,1,0,5,18,.245,.279,.388,.667,70,38,7,0,0,1,0,1
IF,Esteban German,31,19,50,46,9,14,4,0,0,4,1,0,4,7,.304,.360,.391,.751,95,18,0,0,0,0,0,1
OF,Craig Gentry,25,11,19,17,4,2,1,0,0,1,0,0,2,5,.118,.211,.176,.387,2,3,0,0,0,0,0,1
OF,Brandon Boggs#,26,9,18,17,0,1,1,0,0,0,0,0,1,8,.059,.111,.118,.229,-41,2,0,0,0,0,0,1
IF,Joaquin Arias,24,3,9,8,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
C,Kevin Richardson,28,4,6,6,2,3,0,0,0,0,0,0,0,2,.500,.500,.500,1.000,161,3,0,0,0,0,0,1
CF,Greg Golson,23,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Scott Feldman*,26,3,8,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,3,0,0,1
P,Derek Holland#,22,2,6,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Brandon McCarthy,25,1,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Vicente Padilla,31,1,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Matt Harrison*,23,1,2,1,1,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,46,0,0,0,0,0,0,1
P,Kevin Millwood,34,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jason Jennings*,30,4,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Kris Benson,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Eddie Guardado,38,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Frank Francisco,29,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Guillermo Moscoso,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Doug Mathis,26,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Neftali Feliz,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Warner Madrigal,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Tommy Hunter,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Josh Rupe,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,C.J. Wilson*,28,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Dustin Nippert,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jason Grilli,32,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Willie Eyre,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Pedro Strop,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Luis Mendoza,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Darren O'Day,26,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,27.9,162,6127,5526,784,1436,296,27,224,748,149,36,472,1253,.260,.320,.445,.764,95,2458,97,37,40,51,23,1
,Rank in 14 AL teams,,,,12,7,10,8,7,2,,2,8,12,14,10,12,3,7,,5,,14,,4,,1
