Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Ryan Doumit#,28,75,304,280,31,70,16,0,10,38,4,0,20,49,.250,.299,.414,.714,88,116,12,1,0,3,6,1
1B,Adam LaRoche*,29,87,368,324,46,80,25,1,12,40,2,2,41,81,.247,.329,.441,.770,103,143,9,0,0,3,6,1
2B,Freddy Sanchez,31,86,382,355,45,105,28,3,6,34,5,1,20,60,.296,.334,.442,.776,105,157,9,2,2,3,4,1
SS,Jack Wilson,31,75,286,266,26,71,18,1,4,31,2,1,15,31,.267,.304,.387,.691,83,103,4,0,3,2,2,1
3B,Andy LaRoche,25,150,590,524,64,135,29,5,12,64,3,1,50,84,.258,.330,.401,.731,94,210,16,8,6,2,1,1
LF,Nyjer Morgan*,28,71,321,278,39,77,6,5,2,27,18,10,29,49,.277,.351,.356,.707,90,99,6,5,5,4,2,1
CF,Andrew McCutchen,22,108,493,433,74,124,26,9,12,54,22,5,54,83,.286,.365,.471,.836,121,204,3,2,0,4,2,1
RF,Brandon Moss*,25,133,424,385,47,91,20,4,7,41,1,5,34,84,.236,.304,.364,.668,77,140,7,4,0,1,3,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Delwyn Young#,27,124,388,354,40,94,16,2,7,43,2,0,29,90,.266,.326,.381,.707,88,135,13,3,1,1,0,1
UT,Garrett Jones*,28,82,358,314,45,92,21,1,21,44,10,2,40,76,.293,.372,.567,.938,146,178,6,1,0,3,8,1
LF,Lastings Milledge,24,58,239,220,20,64,11,0,4,20,6,4,12,37,.291,.333,.395,.729,94,87,4,3,2,2,0,1
MI,Ramon Vazquez*,32,101,239,204,17,47,7,0,1,16,1,0,31,47,.230,.335,.279,.614,66,57,2,2,0,2,4,1
C,Jason Jaramillo#,26,63,224,206,20,52,14,0,3,26,1,0,17,33,.252,.309,.364,.673,79,75,11,0,1,0,2,1
