Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Joe Mauer*,26,138,606,523,94,191,30,1,28,96,4,1,76,63,.365,.444,.587,1.031,171,307,13,2,0,5,14,1
1B,Justin Morneau*,28,135,590,508,85,139,31,1,30,100,0,0,72,86,.274,.363,.516,.878,130,262,12,3,0,7,12,1
2B,Alexi Casilla#,24,80,256,228,25,46,7,3,0,17,11,0,22,36,.202,.280,.259,.538,45,59,6,3,2,1,0,1
SS,Orlando Cabrera,34,59,260,242,42,70,13,3,5,36,2,0,11,32,.289,.313,.430,.742,95,104,9,0,1,6,0,1
3B,Joe Crede,31,90,367,333,42,75,16,1,15,48,0,0,29,56,.225,.289,.414,.703,84,138,6,2,0,3,1,1
LF,Delmon Young,23,108,416,395,50,112,16,2,12,60,2,5,12,92,.284,.308,.425,.733,92,168,17,4,0,5,1,1
CF,Carlos Gomez,23,137,349,315,51,72,15,5,3,28,14,7,22,72,.229,.287,.337,.623,65,106,1,4,7,1,0,1
RF,Michael Cuddyer,30,153,650,588,93,162,34,7,32,94,6,1,54,118,.276,.342,.520,.862,125,306,22,6,0,2,3,1
DH,Jason Kubel*,27,146,578,514,73,154,35,2,28,103,1,1,56,106,.300,.369,.539,.907,137,277,13,3,0,5,9,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OF,Denard Span*,25,145,676,578,97,180,16,10,8,68,23,10,70,89,.311,.392,.415,.807,115,240,7,10,12,6,3,1
IF,Brendan Harris,28,123,453,414,44,108,22,1,6,37,0,2,29,78,.261,.310,.362,.672,78,150,16,3,1,6,0,1
MI,Nick Punto#,31,125,440,359,56,82,15,1,1,38,16,3,61,70,.228,.337,.284,.621,68,102,7,1,13,6,1,1
IF,Matt Tolbert#,27,71,231,198,28,46,7,1,2,19,6,2,21,37,.232,.303,.308,.611,63,61,1,0,10,2,1,1
3B,Brian Buscher*,28,61,164,136,14,32,3,1,2,12,0,0,24,35,.235,.360,.316,.676,82,43,3,3,0,1,0,1
C,Mike Redmond,38,45,147,135,9,32,5,1,0,7,0,0,11,19,.237,.299,.289,.588,58,39,8,1,0,0,0,1
C,Jose Morales#,26,54,134,119,14,37,6,0,0,7,0,0,14,22,.311,.381,.361,.742,99,43,4,0,0,1,1,1
