Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Omir Santos,28,96,306,281,28,73,14,1,7,40,0,0,15,44,.260,.296,.391,.688,82,110,9,2,2,6,1,1
1B,Daniel Murphy*,24,155,556,508,60,135,38,4,12,63,4,2,38,69,.266,.313,.427,.741,96,217,13,0,4,6,4,1
2B,Luis Castillo#,33,142,580,486,77,147,12,3,1,40,20,6,69,58,.302,.387,.346,.732,99,168,15,1,19,5,3,1
SS,Alex Cora*,33,82,308,271,31,68,11,1,1,18,8,3,25,28,.251,.320,.310,.630,70,84,2,3,8,1,1,1
3B,David Wright,26,144,618,535,88,164,39,3,10,72,27,9,74,140,.307,.390,.447,.837,124,239,16,3,0,6,8,1
LF,Gary Sheffield,40,100,312,268,44,74,13,2,10,43,2,1,40,46,.276,.372,.451,.823,119,121,10,2,0,2,3,1
CF,Carlos Beltran#,32,81,357,308,50,100,22,1,10,48,11,1,47,43,.325,.415,.500,.915,144,154,9,1,0,1,10,1
RF,Jeff Francoeur,25,75,308,289,40,90,20,2,10,41,1,3,11,46,.311,.338,.498,.836,121,144,3,3,0,5,3,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Fernando Tatis,34,125,379,340,42,96,21,4,8,48,4,1,22,54,.282,.339,.438,.777,106,149,13,9,4,4,3,1
OF,Angel Pagan#,27,88,376,343,54,105,22,11,6,32,14,7,25,56,.306,.350,.487,.837,122,167,3,0,5,3,2,1
RF,Ryan Church*,30,67,255,232,26,65,16,0,2,22,6,2,17,36,.280,.332,.375,.707,89,87,7,2,2,2,4,1
C,Brian Schneider*,32,59,194,170,11,37,11,0,3,24,0,0,18,21,.218,.292,.335,.627,68,57,5,1,2,3,1,1
OF,Jeremy Reed*,28,126,178,161,9,39,6,2,0,9,0,3,14,36,.242,.301,.304,.605,63,49,4,0,1,1,1,1
SS,Jose Reyes#,26,36,166,147,18,41,7,2,2,15,11,2,18,19,.279,.355,.395,.750,101,58,2,0,0,1,1,1
LF,Cory Sullivan*,29,64,157,136,17,34,2,5,2,15,7,1,19,22,.250,.338,.382,.720,93,52,5,0,0,2,1,1
SS,Anderson Hernandez#,26,46,149,135,14,34,6,2,2,14,2,2,13,22,.252,.315,.370,.686,83,50,4,0,0,1,1,1
1B,Carlos Delgado*,37,26,112,94,15,28,7,1,4,23,0,0,12,20,.298,.393,.521,.914,143,49,3,4,0,2,0,1
OF,Fernando Martinez*,20,29,100,91,11,16,6,0,1,8,2,0,5,14,.176,.242,.275,.517,38,25,0,3,1,0,0,1
SS,Wilson Valdez,31,41,95,86,11,22,3,2,0,7,0,1,8,10,.256,.326,.337,.664,78,29,6,1,0,0,0,1
C,Ramon Castro,33,26,87,79,5,20,5,0,3,13,0,0,8,16,.253,.322,.430,.752,99,34,3,0,0,0,1,1
UT,Nick Evans,23,30,69,65,5,15,5,1,1,7,0,0,4,20,.231,.275,.385,.660,75,25,4,0,0,0,0,1
C,Josh Thole*,22,17,59,53,2,17,2,1,0,9,1,0,4,5,.321,.356,.396,.752,101,21,1,0,0,2,0,1
MI,Ramon Martinez,36,12,44,42,1,7,2,0,0,4,1,0,1,9,.167,.182,.214,.396,6,9,1,0,0,1,0,1
SS,Angel Berroa,31,14,31,27,4,4,1,0,0,2,0,0,3,6,.148,.233,.185,.419,14,5,1,0,1,0,1,1
MI,Argenis Reyes#,26,9,18,17,0,2,0,0,0,0,1,0,1,4,.118,.167,.118,.284,-22,2,0,0,0,0,0,1
RF,Emil Brown,34,3,6,5,0,1,0,0,0,0,0,0,1,0,.200,.333,.200,.533,48,1,1,0,0,0,0,1
IF,Andy Green,31,4,5,4,0,1,0,0,0,0,0,0,1,1,.250,.400,.250,.650,79,1,0,0,0,0,0,1
 ,Marlon Anderson*,35,4,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
 ,Robinson Cancel,33,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Mike Pelfrey,25,29,61,52,4,5,1,0,0,4,0,0,2,12,.096,.143,.115,.258,-30,6,1,1,5,1,0,1
P,Johan Santana*,30,23,57,42,1,7,3,0,0,4,0,0,5,14,.167,.255,.238,.493,33,10,0,0,10,0,0,1
P,Liván Hernández,34,22,49,40,0,5,0,0,0,0,0,0,1,4,.125,.146,.125,.271,-26,5,2,0,8,0,0,1
P,Tim Redding,31,28,32,29,0,2,0,0,0,0,0,0,0,9,.069,.069,.069,.138,-63,2,0,0,3,0,0,1
P,John Maine,28,16,29,27,0,4,0,0,0,2,0,0,0,11,.148,.148,.148,.296,-20,4,0,0,2,0,0,1
P,Nelson Figueroa#,35,16,25,22,1,3,0,1,0,3,0,0,1,8,.136,.174,.227,.401,7,5,0,0,2,0,0,1
P,Oliver Perez*,27,14,24,22,1,6,0,0,0,0,0,0,1,7,.273,.304,.273,.577,56,6,0,0,1,0,0,1
P,Pat Misch,27,22,17,13,0,0,0,0,0,0,0,0,2,5,.000,.133,.000,.133,-60,0,1,0,2,0,0,1
P,Bobby Parnell,24,65,12,8,1,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,-33,1,0,0,4,0,0,1
P,Fernando Nieve,26,7,9,9,0,3,0,0,0,1,0,0,0,3,.333,.333,.333,.667,80,3,0,0,0,0,0,1
P,Jon Niese*,22,5,9,8,0,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,-33,1,0,0,1,0,0,1
P,Ken Takahashi*,40,26,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Sean Green,30,74,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Brian Stokes,29,66,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
P,Pedro Feliciano*,32,82,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
P,Billy Wagner*,37,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Tobi Stoner#,24,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Francisco Rodriguez,27,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Casey Fossum*,31,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Lance Broadway,25,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jon Switzer*,29,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,J.J. Putz,32,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Elmer Dessens,38,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Darren O'Day,26,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,29.5,162,6159,5453,671,1472,295,49,95,631,122,44,526,928,.270,.335,.394,.729,95,2150,144,36,88,55,49,1
,Rank in 16 NL teams,,,,12,12,3,6,2,16,,1,13,13,1,1,7,12,11,,13,,16,,2,,1
,Non-Pitcher Totals,29.6,162,5830,5178,663,1435,291,48,95,617,122,44,513,846,.277,.343,.407,.750,100,2107,140,35,49,54,49,1
,Pitcher Totals,29.0,162,329,275,8,37,4,1,0,14,0,0,13,82,.135,.176,.156,.332,-10,43,4,1,39,1,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
