Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Nathan Adcock,20,2,5,.286,3.72,15,14,0,0,0,0,77.1,81,45,32,3,29,0,82,5,0,13,339,1.422,9.4,0.3,3.4,9.5,2.83,,1
Phillippe Aumont,19,4,4,.500,2.75,15,8,4,0,0,2,55.2,46,22,17,4,19,0,50,4,1,9,231,1.168,7.4,0.6,3.1,8.1,2.63,,1
Natividad Dilone,25,3,2,.600,3.38,25,0,6,0,0,1,37.1,25,14,14,2,16,0,40,2,2,6,149,1.098,6.0,0.5,3.9,9.6,2.50,,0
Robbie Dominguez,22,0,0,,0.00,2,0,2,0,0,1,2.0,1,0,0,0,0,0,1,0,0,0,7,0.500,4.5,0.0,0.0,4.5,,,0
Jeff Dunbar,23,1,1,.500,3.26,16,0,13,0,0,6,19.1,15,7,7,1,6,0,13,1,0,1,78,1.086,7.0,0.5,2.8,6.1,2.17,,0
Johnny DuRocher,24,0,0,,2.45,5,1,0,0,0,0,7.1,6,2,2,0,4,0,5,2,0,2,34,1.364,7.4,0.0,4.9,6.1,1.25,,0
Jose Escalona*,22,3,3,.500,3.80,37,0,19,0,0,2,47.1,48,21,20,6,21,1,50,1,1,6,212,1.458,9.1,1.1,4.0,9.5,2.38,,0
Cheyne Hann,23,0,0,,0.00,3,0,1,0,0,0,5.0,2,0,0,0,0,0,6,0,0,0,16,0.400,3.6,0.0,0.0,10.8,,,0
Rob Harmon,24,0,7,.000,7.85,31,3,15,0,0,6,39.0,55,35,34,3,33,1,42,4,0,9,200,2.256,12.7,0.7,7.6,9.7,1.27,,0
Bryan Harris,24,0,0,,2.00,8,0,6,0,0,2,9.0,6,2,2,0,1,0,9,1,0,0,34,0.778,6.0,0.0,1.0,9.0,9.00,,0
Donald Hume*,22,6,2,.750,2.44,11,11,0,0,0,0,51.2,42,18,14,4,19,0,50,3,0,3,213,1.181,7.3,0.7,3.3,8.7,2.63,,0
Jose Jimenez*,21,0,1,.000,9.00,9,2,0,0,0,0,14.0,22,18,14,3,11,0,12,2,1,2,77,2.357,14.1,1.9,7.1,7.7,1.09,,0
Joseph Kantakevich,24,1,3,.250,5.66,24,0,7,0,0,1,41.1,57,29,26,4,14,0,24,0,0,1,191,1.718,12.4,0.9,3.0,5.2,1.71,,0
Shawn Kelley,24,0,0,,3.52,8,0,8,0,0,3,7.2,10,3,3,0,2,0,12,0,0,0,33,1.565,11.7,0.0,2.3,14.1,6.00,,1
Brett Lorin,21,0,2,.000,4.80,8,6,0,0,0,0,30.0,30,17,16,1,16,0,32,0,0,3,129,1.533,9.0,0.3,4.8,9.6,2.00,,0
Keith Meyer,22,3,5,.375,4.35,42,3,15,0,0,4,72.1,73,38,35,7,29,1,69,8,0,14,314,1.410,9.1,0.9,3.6,8.6,2.38,,0
Ryan Moorer,22,1,2,.333,4.18,44,0,11,0,0,1,64.2,69,36,30,3,23,0,47,5,0,3,293,1.423,9.6,0.4,3.2,6.5,2.04,,0
Travis Mortimore*,23,2,1,.667,0.53,22,0,6,0,0,0,34.0,14,3,2,0,12,0,26,1,1,1,123,0.765,3.7,0.0,3.2,6.9,2.17,,0
Edward Paredes*,21,7,11,.389,4.63,25,24,0,0,0,0,116.2,121,76,60,10,52,0,91,11,1,4,523,1.483,9.3,0.8,4.0,7.0,1.75,,1
Michael Pineda,19,8,6,.571,1.95,26,21,0,1,1,0,138.1,109,38,30,7,35,0,128,5,3,6,551,1.041,7.1,0.5,2.3,8.3,3.66,,1
JC Ramirez,19,6,9,.400,4.14,25,22,2,0,0,0,124.0,112,68,57,9,38,2,113,13,1,2,525,1.210,8.1,0.7,2.8,8.2,2.97,,1
Keith Renaud,22,1,5,.167,5.14,12,11,0,0,0,0,61.1,64,42,35,4,34,0,37,3,0,9,269,1.598,9.4,0.6,5.0,5.4,1.09,,0
Justin Souza,22,3,3,.500,3.69,30,0,16,0,0,4,39.0,36,20,16,3,13,2,40,5,1,0,169,1.256,8.3,0.7,3.0,9.2,3.08,,0
Walter Suriel,21,0,2,.000,6.00,11,1,1,0,0,0,18.0,21,16,12,2,15,1,19,3,0,2,93,2.000,10.5,1.0,7.5,9.5,1.27,,0
Jake Wild,23,5,6,.455,3.67,24,9,3,0,0,0,73.2,75,34,30,4,24,0,70,2,0,8,317,1.344,9.2,0.5,2.9,8.6,2.92,,0
25 Players,21.8,56,80,.412,3.85,136,136,135,1,9,33,1186.0,1140,604,508,80,466,8,1068,81,12,104,5120,1.354,8.7,0.6,3.5,8.1,2.29,,0
