Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Jamal Austin,22,126,586,520,107,150,15,10,0,58,40,13,44,69,.288,.346,.356,.701,185,7,4,13,5,0,0,2013,Adv A,SEA
Steven Baron,22,86,353,331,31,69,18,5,5,47,7,0,18,93,.208,.247,.338,.586,112,9,0,1,3,0,1,2013,Adv A,SEA
Jabari Blash,23,80,332,283,42,73,16,3,16,53,14,8,40,85,.258,.358,.505,.864,143,9,6,0,3,0,1,2013,Adv A,SEA
Patrick Brady,25,57,249,222,36,62,13,2,11,37,6,4,22,39,.279,.346,.505,.850,112,4,1,3,1,0,0,2013,Adv A,SEA
Ji-Man Choi*,22,48,211,181,34,61,24,3,7,40,0,1,27,33,.337,.427,.619,1.045,112,5,2,0,1,1,1,2013,Adv A,SEA
Mike Dowd,23,32,137,128,21,36,7,0,3,14,0,1,2,17,.281,.314,.406,.720,52,5,5,0,2,0,0,2013,Adv A,SEA
Dillon Hazlett,24,77,297,270,38,57,15,2,7,31,7,2,21,63,.211,.269,.359,.628,97,6,1,3,2,1,0,2013,Adv A,SEA
Brock Hebert,22,17,76,64,13,18,6,1,1,11,0,1,8,16,.281,.373,.453,.826,29,1,2,1,1,0,0,2013,Adv A,SEA
Jabari Henry,22,29,123,105,19,25,5,2,4,17,0,1,16,24,.238,.336,.438,.774,46,1,0,1,1,0,0,2013,Adv A,SEA
Patrick Kivlehan,23,68,302,266,48,85,13,2,13,59,10,3,26,65,.320,.384,.530,.914,141,5,5,0,5,0,1,2013,Adv A,SEA
Jordy Lara,22,15,63,61,11,19,2,0,3,9,0,0,1,13,.311,.333,.492,.825,30,0,1,0,0,0,0,2013,Adv A,SEA
Ketel Marte#,19,19,92,86,18,22,0,2,1,8,4,3,4,11,.256,.289,.337,.626,29,0,0,2,0,0,1,2013,Adv A,SEA
Mike McGee,24,29,111,94,10,14,1,0,2,6,2,1,15,35,.149,.264,.223,.487,21,0,0,1,1,0,0,2013,Adv A,SEA
Nathan Melendres,23,69,280,258,39,67,18,3,6,38,6,2,12,39,.260,.295,.422,.717,109,5,3,2,5,0,0,2013,Adv A,SEA
Alfredo Morales*,20,15,58,51,7,10,2,0,0,7,0,0,7,19,.196,.293,.235,.528,12,1,0,0,0,0,0,2013,Adv A,SEA
Ramon Morla,23,45,188,175,32,53,17,1,10,33,7,1,12,48,.303,.351,.583,.934,102,3,1,0,0,0,0,2013,Adv A,SEA
Daniel Paolini,23,92,407,334,62,95,21,2,18,69,2,2,57,56,.284,.394,.521,.915,174,3,8,1,7,0,0,2013,Adv A,SEA
Anthony Phillips,23,124,485,413,70,107,23,4,9,43,5,7,49,92,.259,.351,.400,.750,165,6,12,6,5,0,0,2013,Adv A,SEA
Guillermo Pimentel*,20,15,67,63,10,21,3,1,4,14,0,0,2,18,.333,.358,.603,.961,38,1,1,0,1,1,0,2013,Adv A,SEA
Steve Proscia,23,21,97,85,15,26,8,1,4,18,5,1,4,15,.306,.371,.565,.936,48,2,6,0,2,0,0,2013,Adv A,SEA
Kevin Rivers*,24,128,557,485,92,144,36,5,20,97,8,3,66,127,.297,.381,.515,.896,250,2,2,0,4,0,0,2013,Adv A,SEA
Stefen Romero,24,5,21,18,1,5,1,0,0,2,0,0,2,1,.278,.381,.333,.714,6,2,1,0,0,0,1,2013,Adv A,SEA
Chris Taylor,22,67,319,269,62,90,16,7,7,44,20,2,44,62,.335,.426,.524,.950,141,4,2,0,4,0,1,2013,Adv A,SEA
David Villasuso,23,24,96,88,9,20,5,0,3,8,1,0,4,26,.227,.263,.386,.650,34,2,1,1,2,0,0,2013,Adv A,SEA
