Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB,Year,Level,Org
Glen Barker#,27,110,526,453,95,127,29,6,6,54,31,7,57,120,.280,.362,.411,.773,186,1,4,7,5,1,,1,1998,AA,DET
Scott Bream#,27,58,237,206,30,60,16,3,3,36,3,1,25,41,.291,.366,.442,.808,91,3,1,2,3,0,,0,1998,AA,DET
Javier Cardona,22,46,181,163,31,54,16,1,4,40,0,0,15,29,.331,.387,.515,.902,84,6,1,0,2,1,,1,1998,AA,DET
Brian Dubose*,27,46,179,165,30,39,10,1,7,25,4,0,13,39,.236,.296,.436,.732,72,3,1,0,0,1,,0,1998,AA,DET
Robert Fick*,24,130,601,515,101,164,47,6,18,114,8,4,71,83,.318,.401,.538,.939,277,8,6,0,9,6,,1,1998,AA,DET
Alejandro Freire,23,129,554,494,79,136,30,0,16,78,3,1,33,83,.275,.336,.433,.770,214,16,17,1,9,1,,1,1998,AA,DET
Juan Hernaiz,23,99,408,382,60,96,21,2,11,58,8,2,16,93,.251,.283,.403,.686,154,4,3,1,6,0,,0,1998,AA,DET
Jesse Ibarra#,25,10,35,30,1,3,1,0,0,1,0,0,5,14,.100,.229,.133,.362,4,1,0,0,0,1,,0,1998,AA,DET
Gabe Kapler,22,139,629,547,113,176,47,6,28,146,6,4,66,93,.322,.393,.583,.976,319,6,5,0,11,5,,1,1998,AA,DET
Steve Lackey,23,12,39,34,6,11,1,0,0,3,0,0,5,5,.324,.410,.353,.763,12,0,0,0,0,0,,0,1998,AA,DET
Jose Macias#,26,128,573,511,82,156,28,10,12,71,6,9,52,46,.305,.372,.470,.842,240,4,4,3,3,2,,1,1998,AA,DET
Del Marine,26,44,178,155,25,49,8,2,3,25,0,0,20,20,.316,.393,.452,.845,70,1,1,0,2,0,,0,1998,AA,DET
Derek Mitchell,23,128,507,421,58,93,21,2,2,54,6,3,68,94,.221,.332,.295,.627,124,9,6,4,8,1,,0,1998,AA,DET
Dave Roberts*,26,69,342,279,71,91,14,5,5,42,21,9,53,59,.326,.434,.466,.900,130,4,3,3,4,1,,1,1998,AA,DET
Keilan Smith,24,39,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,,0,1998,AA,DET
Scott Sollmann*,23,10,36,26,4,2,0,0,0,1,1,1,7,4,.077,.294,.077,.371,2,0,1,2,0,0,,0,1998,AA,DET
Carlos Villalobos,23,128,561,497,96,159,34,2,18,80,8,0,55,85,.320,.387,.505,.892,251,16,3,0,6,2,,0,1998,AA,DET
