Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB,Year,Level,Org
Casey Blake,24,45,199,172,41,64,15,4,7,38,10,0,22,25,.372,.442,.628,1.070,108,6,2,0,3,0,,1,1998,AA,TOR
Brent Bowers*,27,27,124,107,19,30,5,1,2,12,9,1,16,18,.280,.374,.402,.776,43,3,0,1,0,1,,1,1998,AA,TOR
Ben Candelaria*,23,36,168,156,33,52,8,3,10,31,0,3,9,31,.333,.371,.615,.987,96,2,1,1,1,0,,0,1998,AA,TOR
Ryan Freel,22,66,293,252,47,72,17,3,4,36,18,9,33,32,.286,.366,.425,.790,107,3,1,3,4,0,,1,1998,AA,TOR
Ryan Jones,23,109,460,408,50,102,21,0,11,51,4,4,44,79,.250,.328,.382,.711,156,6,5,0,3,0,,0,1998,AA,TOR
Luis Lopez,24,119,519,450,70,141,27,1,15,85,0,2,58,55,.313,.389,.478,.867,215,18,3,0,8,3,,1,1998,AA,TOR
Adam Melhuse#,26,76,310,240,56,72,22,0,15,43,4,4,70,39,.300,.458,.579,1.037,139,6,0,0,0,1,,1,1998,AA,TOR
Julio Mosquera,26,12,48,43,4,12,1,0,0,8,0,0,4,7,.279,.333,.302,.636,13,0,0,0,1,0,,1,1998,AA,TOR
Rob Mummau,26,39,160,141,28,41,5,2,3,28,4,1,11,24,.291,.344,.418,.762,59,3,2,3,3,0,,0,1998,AA,TOR
Mike Peeples,21,113,453,395,58,99,16,3,7,42,20,10,36,62,.251,.314,.359,.674,142,5,2,17,3,0,,0,1998,AA,TOR
Alan Probst,27,79,302,261,53,68,22,0,10,44,2,1,35,81,.261,.349,.460,.809,120,7,2,1,3,0,,0,1998,AA,TOR
Jon Rivers,23,91,361,302,51,81,19,4,9,49,20,13,47,62,.268,.380,.447,.827,135,8,8,3,1,1,,0,1998,AA,TOR
Luis Rodriguez,24,8,24,17,6,7,0,1,0,1,1,0,7,5,.412,.583,.529,1.113,9,1,0,0,0,0,,0,1998,AA,TOR
Anthony Sanders,24,6,27,25,9,10,2,0,4,9,0,1,2,6,.400,.444,.960,1.404,24,0,0,0,0,0,,1,1998,AA,TOR
Reed Secrist*,28,15,54,50,9,12,4,1,2,8,0,0,4,14,.240,.296,.480,.776,24,2,0,0,0,1,,0,1998,AA,TOR
Will Skett,24,65,266,236,33,59,13,6,3,33,4,8,20,63,.250,.317,.394,.711,93,3,4,4,2,0,,0,1998,AA,TOR
Fausto Solano,24,85,331,288,49,69,22,2,10,38,4,4,34,53,.240,.324,.434,.758,125,5,3,4,2,0,,0,1998,AA,TOR
Ryan Stromsborg,23,81,314,283,44,67,9,2,7,28,7,5,27,65,.237,.304,.357,.661,101,4,1,2,1,1,,0,1998,AA,TOR
Andy Thompson,22,125,543,481,74,137,33,2,14,88,8,3,54,69,.285,.357,.449,.806,216,10,3,0,5,2,,1,1998,AA,TOR
Pete Tucci,22,38,158,141,25,41,7,4,7,36,3,2,13,29,.291,.354,.546,.901,77,2,2,0,2,0,,0,1998,AA,TOR
Chris Woodward,22,73,288,253,36,62,12,0,3,27,3,5,26,47,.245,.319,.328,.647,83,4,3,3,3,1,,1,1998,AA,TOR
