Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Tim Adleman,26,0,1,.000,12.38,8,0,2,0,0,0,8.0,18,13,11,3,7,0,8,0,0,0,49,3.125,20.3,3.4,7.9,9.0,1.14,,1
James Allen,24,4,7,.364,6.23,36,10,10,0,0,0,86.2,121,64,60,16,22,1,64,2,0,1,385,1.650,12.6,1.7,2.3,6.6,2.91,,0
Tony Amezcua,23,0,0,,0.00,2,0,0,0,0,0,2.1,3,0,0,0,3,0,1,0,0,0,12,2.571,11.6,0.0,11.6,3.9,0.33,,0
Sean Black,26,1,0,1.000,5.94,8,1,0,0,0,0,16.2,14,13,11,0,11,0,15,0,0,2,77,1.500,7.6,0.0,5.9,8.1,1.36,,0
Drew Cisco,22,5,6,.455,6.78,27,27,0,0,0,0,143.1,210,119,108,24,24,0,78,5,1,4,654,1.633,13.2,1.5,1.5,4.9,3.25,,0
Mike Dennhardt,24,7,8,.467,4.52,29,24,0,0,0,0,139.1,145,81,70,14,61,0,117,10,1,8,610,1.478,9.4,0.9,3.9,7.6,1.92,,0
Carlos Gonzalez,24,2,0,1.000,0.57,26,0,26,0,0,15,31.1,17,2,2,1,7,1,34,1,0,2,118,0.766,4.9,0.3,2.0,9.8,4.86,,0
Ismael Guillon*,22,1,6,.143,6.79,12,11,0,0,0,0,58.1,68,52,44,13,28,0,45,5,0,9,270,1.646,10.5,2.0,4.3,6.9,1.61,,0
Jake Johnson,23,5,1,.833,2.75,43,0,14,0,0,8,72.0,76,28,22,7,16,0,52,1,0,3,298,1.278,9.5,0.9,2.0,6.5,3.25,,0
Ryan Kemp,23,1,0,1.000,4.50,17,0,5,0,0,0,28.0,28,17,14,4,8,0,25,3,0,4,124,1.286,9.0,1.3,2.6,8.0,3.13,,0
Ben Klimesh,24,4,1,.800,4.34,35,0,17,0,0,6,45.2,40,27,22,5,14,0,53,2,0,7,196,1.182,7.9,1.0,2.8,10.4,3.79,,0
Ben Lively,22,10,1,.909,2.28,13,13,0,0,0,0,79.0,57,20,20,6,16,0,95,1,0,0,302,0.924,6.5,0.7,1.8,10.8,5.94,,1
Sean Lucas*,25,3,2,.600,4.96,33,1,9,0,0,1,52.2,57,31,29,5,18,0,54,4,0,3,232,1.424,9.7,0.9,3.1,9.2,3.00,,0
Kyle McMyne,24,4,1,.800,4.76,38,0,22,0,0,4,45.1,51,26,24,6,21,1,35,2,0,3,204,1.588,10.1,1.2,4.2,6.9,1.67,,0
Jimmy Moran,24,7,5,.583,4.54,45,1,12,0,0,1,69.1,79,43,35,9,18,0,65,8,0,5,302,1.399,10.3,1.2,2.3,8.4,3.61,,0
El'Hajj Muhammad,22,0,2,.000,3.68,17,1,7,0,0,0,22.0,22,11,9,1,18,0,20,1,0,1,101,1.818,9.0,0.4,7.4,8.2,1.11,,0
Mikey O'Brien,24,1,0,1.000,6.23,3,3,0,0,0,0,17.1,23,15,12,4,4,0,13,4,0,2,84,1.558,11.9,2.1,2.1,6.8,3.25,,0
Brian Pearl,26,0,2,.000,8.74,11,0,7,0,0,0,11.1,17,12,11,1,5,0,5,1,0,1,52,1.941,13.5,0.8,4.0,4.0,1.00,,0
Wandy Peralta*,22,7,12,.368,4.82,28,28,0,0,0,0,142.0,164,92,76,19,55,0,93,3,2,13,631,1.542,10.4,1.2,3.5,5.9,1.69,,1
Brooks Pinckard,25,3,0,1.000,0.66,7,0,1,0,0,0,13.2,8,2,1,0,3,0,8,1,0,0,52,0.805,5.3,0.0,2.0,5.3,2.67,,0
Daniel Renken,24,0,0,,0.00,1,0,0,0,0,0,0.2,1,0,0,0,0,0,1,0,0,0,3,1.500,13.5,0.0,0.0,13.5,,,0
Marquez Smith,29,0,0,,inf,1,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,2,,,,,,,,0
Layne Somsen,25,2,2,.500,3.86,21,2,8,0,0,1,39.2,32,21,17,4,16,0,38,1,0,3,161,1.210,7.3,0.9,3.6,8.6,2.38,,1
Daniel Wright,23,11,5,.688,4.14,18,18,0,0,0,0,108.2,105,56,50,15,15,0,99,8,0,9,448,1.104,8.7,1.2,1.2,8.2,6.60,,1
24 Players,23.5,78,62,.557,4.73,140,140,140,0,7,36,1233.1,1358,746,648,157,390,3,1018,63,4,80,5367,1.417,9.9,1.1,2.8,7.4,2.61,,0
