Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Carlos Acevedo,21,0,1,.000,4.50,2,0,0,0,0,0,4.0,6,5,2,0,1,0,0,1,0,1,19,1.750,13.5,0.0,2.3,0.0,0.00,0
Pedro Avila,19,7,7,.500,3.48,20,20,0,0,0,0,93.0,86,41,36,10,38,0,92,7,0,3,395,1.333,8.3,1.0,3.7,8.9,2.42,1
Connor Bach*,24,0,1,.000,7.30,5,0,1,0,0,0,12.1,7,11,10,1,14,0,14,1,0,2,59,1.703,5.1,0.7,10.2,10.2,1.00,0
Joan Baez,21,9,7,.563,3.94,27,27,0,0,0,0,125.2,120,66,55,5,64,0,119,11,1,21,552,1.464,8.6,0.4,4.6,8.5,1.86,0
Grant Borne*,22,5,2,.714,3.34,21,2,9,0,0,3,59.1,60,29,22,2,11,0,46,6,0,6,254,1.197,9.1,0.3,1.7,7.0,4.18,0
James Bourque,22,5,6,.455,5.03,17,13,1,0,0,0,68.0,81,44,38,10,23,0,55,4,0,12,309,1.529,10.7,1.3,3.0,7.3,2.39,1
Matt Crownover*,23,5,1,.833,1.17,10,3,3,0,0,1,38.1,28,5,5,1,11,1,34,2,0,0,151,1.017,6.6,0.2,2.6,8.0,3.09,0
Matthew DeRosier,21,3,3,.500,4.54,14,14,0,0,0,0,67.1,71,38,34,3,18,0,59,5,0,3,294,1.322,9.5,0.4,2.4,7.9,3.28,0
Robbie Dickey,22,1,0,1.000,5.68,6,0,3,0,0,0,12.2,9,8,8,1,15,0,15,0,0,7,60,1.895,6.4,0.7,10.7,10.7,1.00,0
Lucas Giolito,21,0,0,,5.14,1,1,0,0,0,0,7.0,6,4,4,2,0,0,4,0,0,0,26,0.857,7.7,2.6,0.0,5.1,,1
Taylor Guilbeau*,23,5,2,.714,3.61,28,13,2,0,0,1,107.1,126,61,43,6,27,1,99,4,0,9,469,1.425,10.6,0.5,2.3,8.3,3.67,1
Taylor Hearn*,21,1,0,1.000,3.18,8,2,1,0,0,0,22.2,25,13,8,3,7,0,31,0,0,3,97,1.412,9.9,1.2,2.8,12.3,4.43,1
Sam Held,21,0,0,,2.00,4,0,3,0,0,1,9.0,8,2,2,1,1,0,7,1,0,1,35,1.000,8.0,1.0,1.0,7.0,7.00,0
Jacob Howell,20,1,1,.500,4.57,8,0,1,0,0,0,21.2,20,11,11,1,7,0,15,0,0,5,91,1.246,8.3,0.4,2.9,6.2,2.14,0
Jake Johansen,25,3,1,.750,1.86,11,0,4,0,0,1,19.1,20,4,4,0,4,0,16,0,0,1,81,1.241,9.3,0.0,1.9,7.4,4.00,0
Trey Lambert,25,2,0,1.000,1.89,16,0,7,0,0,1,33.1,37,7,7,3,2,0,27,3,0,3,138,1.170,10.0,0.8,0.5,7.3,13.50,0
Andrew Lee,22,2,2,.500,3.71,11,11,0,0,0,0,51.0,45,25,21,1,18,0,46,4,0,6,212,1.235,7.9,0.2,3.2,8.1,2.56,0
J.D. Martin,33,0,1,.000,5.40,1,1,0,0,0,0,5.0,7,3,3,0,4,0,5,0,0,0,26,2.200,12.6,0.0,7.2,9.0,1.25,1
Jorge Pantoja,22,9,1,.900,2.63,28,0,12,0,0,3,54.2,53,19,16,1,10,0,43,1,2,5,227,1.152,8.7,0.2,1.6,7.1,4.30,0
Ronald Pena,24,0,0,,3.38,5,0,5,0,0,2,8.0,8,3,3,2,3,0,3,1,0,0,37,1.375,9.0,2.3,3.4,3.4,1.00,0
Tommy Peterson,22,4,1,.800,2.11,24,0,20,0,0,8,38.1,31,9,9,2,3,0,34,4,0,3,149,0.887,7.3,0.5,0.7,8.0,11.33,0
Luis Reyes,21,0,2,.000,2.81,3,3,0,0,0,0,16.0,17,9,5,2,7,0,7,2,0,1,72,1.500,9.6,1.1,3.9,3.9,1.00,0
Mariano Rivera,22,5,1,.833,4.04,39,0,23,0,0,8,69.0,71,37,31,8,22,1,52,3,2,8,298,1.348,9.3,1.0,2.9,6.8,2.36,0
Jefry Rodriguez,22,7,11,.389,4.96,25,25,0,1,0,0,123.1,110,73,68,6,52,0,96,11,0,15,528,1.314,8.0,0.4,3.8,7.0,1.85,1
Joe Ross,23,0,0,,0.00,1,1,0,0,0,0,3.0,2,0,0,0,0,0,3,0,0,1,11,0.667,6.0,0.0,0.0,9.0,,1
Hector Silvestre*,23,1,0,1.000,1.80,1,1,0,0,0,0,5.0,4,1,1,0,0,0,3,0,0,0,18,0.800,7.2,0.0,0.0,5.4,,0
Sammy Solis*,27,0,0,,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,0,1,0,0,0,4,1.000,9.0,9.0,0.0,9.0,,1
Luis Torres,22,2,2,.500,4.62,22,0,13,0,0,0,37.0,32,22,19,4,21,0,23,0,0,3,163,1.432,7.8,1.0,5.1,5.6,1.10,0
Mick VanVossen,23,3,3,.500,3.71,29,0,15,0,0,8,53.1,50,26,22,5,18,0,46,4,0,5,231,1.275,8.4,0.8,3.0,7.8,2.56,0
Philip Walby,23,2,0,1.000,3.29,24,0,16,0,0,7,27.1,23,10,10,0,16,1,33,1,0,5,120,1.427,7.6,0.0,5.3,10.9,2.06,0
Tyler Watson*,19,1,1,.500,4.80,3,3,0,0,0,0,15.0,16,8,8,0,6,0,16,2,0,2,65,1.467,9.6,0.0,3.6,9.6,2.67,0
