Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Alex Andreopoulos*,26,71,232,201,19,53,8,0,5,31,1,0,25,21,.264,.349,.378,.727,76,5,2,3,1,4,,0
Brian Banks#,28,6,27,24,3,5,2,1,1,6,0,0,2,5,.208,.259,.500,.759,12,0,0,0,1,1,,1
Kevin Barker*,23,121,512,442,89,123,27,5,23,87,2,2,59,94,.278,.363,.518,.881,229,13,4,0,7,5,,1
Ronnie Belliard,24,29,124,108,14,26,4,0,1,8,12,3,14,13,.241,.331,.306,.636,33,3,1,0,1,0,,1
Yamil Benitez,26,99,374,341,47,73,24,2,12,49,13,4,29,103,.214,.279,.402,.681,137,7,2,1,1,0,,1
Jason Bere,28,5,8,7,0,2,0,0,0,0,0,0,1,2,.286,.375,.286,.661,2,0,0,0,0,0,,1
Joe Borowski,28,58,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,1
Jorge Brito,33,4,18,18,0,1,0,0,0,0,0,0,0,9,.056,.056,.056,.111,1,1,0,0,0,0,,1
Robinson Cancel,23,39,134,117,22,43,8,0,5,28,6,2,14,28,.368,.436,.564,1.000,66,6,1,1,1,0,,1
Lou Collier,25,27,108,91,25,35,10,0,4,11,6,3,15,14,.385,.472,.626,1.099,57,2,1,0,1,0,,1
Jim Converse*,27,30,6,6,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Brandon Cromer*,25,115,373,330,46,71,12,1,24,61,6,0,40,103,.215,.304,.476,.780,157,1,2,1,0,5,,0
Todd Dunn,28,40,122,106,14,23,1,1,5,16,2,1,14,32,.217,.320,.387,.706,41,2,2,0,0,0,,1
Cal Eldred,31,4,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,,1
Horacio Estrada*,23,25,23,21,0,3,0,0,0,1,0,0,1,7,.143,.182,.143,.325,3,0,0,1,0,0,,1
Steve Falteisek,27,43,3,3,0,1,1,0,0,0,0,0,0,1,.333,.333,.667,1.000,2,0,0,0,0,0,,1
Charlie Greene,28,56,168,161,16,34,8,0,4,15,0,0,7,26,.211,.244,.335,.579,54,2,0,0,0,1,,1
Rod Henderson,28,28,17,14,0,3,1,0,0,1,0,0,0,5,.214,.214,.286,.500,4,0,0,3,0,0,,1
Bobby Hughes,28,10,35,32,5,6,2,0,1,2,0,0,2,7,.188,.257,.344,.601,11,0,1,0,0,0,,1
Anthony Iapoce,25,26,91,83,6,14,2,0,0,0,6,3,7,30,.169,.233,.193,.426,16,3,0,1,0,1,,0
Scott Krause,25,133,560,499,57,138,26,7,15,89,10,6,33,104,.277,.333,.447,.780,223,13,13,7,8,2,,0
Allen Levrault,21,9,3,3,0,1,1,0,0,0,0,0,0,1,.333,.333,.667,1.000,2,0,0,0,0,0,,1
Mickey Lopez#,25,49,223,181,43,58,17,2,5,31,11,7,37,25,.320,.439,.519,.958,94,1,2,2,1,0,,1
Greg Martinez#,27,107,482,419,79,111,13,4,4,29,48,7,53,50,.265,.352,.344,.696,144,10,4,5,1,0,,1
Blas Minor,33,21,9,8,0,1,0,0,0,1,0,0,0,3,.125,.125,.125,.250,1,0,0,1,0,0,,1
Lyle Mouton,30,83,343,305,64,109,34,2,19,77,19,0,27,67,.357,.411,.669,1.080,204,8,5,0,6,0,,1
Steve Ontiveros,38,8,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Luis Ortiz,29,96,331,304,36,80,11,0,11,33,0,2,23,41,.263,.311,.408,.719,124,8,0,0,4,0,,1
Brian Passini*,24,6,6,6,0,3,0,0,0,2,0,0,0,2,.500,.500,.500,1.000,3,0,0,0,0,0,,0
Santiago Perez#,23,108,447,407,57,107,23,8,7,38,21,4,31,94,.263,.315,.410,.725,167,7,2,2,5,1,,1
Kyle Peterson*,23,18,13,7,1,0,0,0,0,0,0,0,1,1,.000,.125,.000,.125,0,1,0,5,0,0,,1
Jim Pittsley,25,8,8,8,0,2,1,0,0,0,0,0,0,5,.250,.250,.375,.625,3,0,0,0,0,0,,1
Bill Pulsipher*,25,6,2,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,1,0,0,1,0,0,,1
Hector Ramirez,27,58,6,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,,1
Alberto Reyes,29,6,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,1
Jose Valentin#,29,6,24,20,6,5,0,0,3,3,0,1,4,3,.250,.375,.700,1.075,14,0,0,0,0,0,,1
Tim Van Egmond,30,8,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Antone Williamson*,25,68,218,184,21,44,7,0,5,20,0,1,30,29,.239,.349,.359,.707,66,5,2,0,2,0,,1
Kelly Wunsch*,26,16,4,4,1,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,1,0,0,0,0,0,,1
Eddie Zosky,31,116,448,415,60,122,22,3,12,47,5,1,23,68,.294,.333,.448,.782,186,6,3,4,3,0,,1
40 Players,26.3,144,5515,4893,731,1299,265,36,166,686,168,47,492,1003,.265,.336,.436,.772,2134,104,47,40,43,20,,0
