Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Keto Anderson*,22,70,307,290,70,109,13,6,6,41,24,7,12,34,.376,.404,.524,.928,152,1,3,0,2,2,,0
Josh Arteaga,21,40,171,157,31,50,13,0,3,27,3,4,10,28,.318,.359,.459,.817,72,2,1,1,2,0,,0
Dwaine Bacon#,22,57,172,150,22,29,5,0,0,3,8,5,17,51,.193,.288,.227,.515,34,1,3,2,0,0,,0
Gary Banks#,19,2,4,4,0,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,1,1,0,0,0,0,,0
Brad Bouras,21,62,270,238,44,83,25,0,6,60,1,1,27,39,.349,.419,.529,.948,126,5,3,0,2,1,,0
Condor Cash,21,66,276,245,33,85,18,4,10,49,6,3,26,37,.347,.406,.576,.981,141,4,1,0,4,4,,0
Michael Cerminaro,22,41,138,131,23,31,4,1,0,7,2,1,5,23,.237,.263,.282,.545,37,0,0,1,1,0,,0
Kevin Hairr*,22,28,120,109,29,31,7,0,4,13,5,4,8,24,.284,.350,.459,.809,50,1,3,0,0,0,,0
Warren Hanna,21,39,152,133,13,31,3,0,0,11,4,3,13,28,.233,.313,.256,.569,34,5,3,2,1,0,,0
J.J. Johnson,19,70,318,287,55,91,15,5,7,61,18,4,20,50,.317,.362,.477,.839,137,9,4,0,7,0,,0
Dan Lawler*,22,40,123,104,17,28,8,0,2,11,1,3,16,23,.269,.374,.404,.778,42,3,2,0,1,1,,0
Lukas McKnight*,21,27,75,69,8,20,3,1,3,14,0,0,6,18,.290,.347,.493,.839,34,1,0,0,0,1,,0
Anderson Mejia,19,24,86,80,9,16,4,1,2,14,0,0,6,21,.200,.256,.350,.606,28,2,0,0,0,0,,0
Mandy Navarro#,20,30,110,96,10,22,5,0,2,11,1,1,10,17,.229,.303,.344,.647,33,1,1,1,2,0,,0
Eric Servais*,21,36,120,106,9,26,5,2,2,12,0,1,11,29,.245,.319,.387,.706,41,1,1,1,1,1,,0
Travis Silver,23,3,6,6,1,1,0,0,1,2,0,0,0,2,.167,.167,.667,.833,4,0,0,0,0,0,,0
Corey Slavik*,21,63,268,227,43,65,15,1,10,31,5,3,39,47,.286,.388,.493,.881,112,5,0,0,2,3,,0
Jan Thornton-Murray#,20,56,225,205,24,49,14,5,4,26,4,1,12,45,.239,.283,.415,.697,85,3,2,2,4,0,,0
18 Players,20.9,75,2941,2637,441,768,157,26,62,394,82,41,238,517,.291,.352,.441,.793,1163,45,27,10,29,13,,0
